CBS	Naam	Prov	vest	bo31	bo31hk	bo3_nw	doelgroep	ephh	groei_jong	groei_llvo	kernen500	lidr_w_nw	inwo	inw75+dr	wad1	wad3	wad2	jong	kernen	LOdr	ll_so	ll_vo	loonksub	nwmigr	cf.landelijk	cf.lokaal	cf.regionaal	oeverdhbftot	oeverbftot	oadw	goab	opbebnk	opbebnkbfnk	opbebk	opbebkbfk	biwa	buiwamax	histk40	histk65	histk4164	landbftot	land	WOZnwe70	WOZnwg70	WOZwe80	vast nieuw	Amsterdam	Den Haag	Rotterdam	woonr	woonrbfk
166	Kampen	4	6.400,00	4.545,00	3.052,00	809,33	433,00	7.368,00	0,00	0,00	1,00	5.005,20	55.614,00	1.136,16	0,00	0,00	0,00	12.582,00	12,00	5.518,60	1.563,58	3.368,80	108,00	3.606,00	58.260,00	56.560,00	66.170,00	20.442,33	5.833,00	34.940,13	1.785,68	115,00	115,00	280,00	285,60	2.140,00	0,00	36,00	0,00	0,00	14.039,00	14.039,00	889.700.000,00	814.800.000,00	5.726.400.000,00	1,00	0,00	0,00	0,00	23.948,00	24.426,96
168	Losser	4	2.530,00	0,00	0,00	268,00	178,00	2.746,00	0,00	0,00	3,00	2.052,60	23.362,00	1.095,28	0,00	0,00	0,00	4.280,00	7,00	2.943,80	83,04	400,80	69,00	1.056,00	6.870,00	19.540,00	8.160,00	3.510,63	1.497,00	8.044,03	776,36	72,00	72,00	123,00	123,00	90,00	0,00	0,00	0,00	0,00	9.872,00	9.872,00	261.800.000,00	229.600.000,00	2.768.400.000,00	1,00	0,00	0,00	0,00	10.474,00	10.474,00
173	Oldenzaal	4	3.810,00	2.091,00	2.091,00	455,00	275,00	5.095,00	0,00	0,00	1,00	3.003,60	31.925,00	1.809,50	0,00	0,00	0,00	5.973,00	3,00	3.177,50	823,68	2.728,00	78,00	2.609,00	28.030,00	33.440,00	30.710,00	4.756,03	327,00	22.296,36	985,86	22,00	22,00	219,00	219,00	40,00	0,00	8,00	0,00	0,00	2.155,00	2.155,00	552.650.000,00	538.650.000,00	3.939.600.000,00	1,00	0,00	0,00	0,00	14.964,00	14.964,00
1773	Olst-Wijhe	4	2.280,00	526,00	0,00	194,33	114,00	2.247,00	0,00	0,00	2,00	1.360,90	18.682,00	755,08	0,00	0,00	0,00	3.422,00	9,00	1.601,80	0,00	292,80	31,00	762,00	3.240,00	16.660,00	5.390,00	4.618,02	2.926,00	4.061,24	282,92	93,00	93,00	87,00	87,00	473,00	0,00	0,00	0,00	0,00	11.364,00	11.364,00	210.700.000,00	173.950.000,00	2.312.000.000,00	1,00	0,00	0,00	0,00	8.391,00	8.391,00
175	Ommen	4	2.530,00	0,00	0,00	211,00	126,00	2.496,00	0,00	0,00	1,00	1.292,50	18.955,00	863,70	0,00	0,00	0,00	3.757,00	16,00	2.174,50	1.486,86	1.012,80	54,00	660,00	9.400,00	18.260,00	13.290,00	2.867,05	2.753,00	4.646,40	221,66	125,00	125,00	108,00	108,00	241,00	0,00	5,00	0,00	0,00	17.960,00	17.960,00	409.500.000,00	364.000.000,00	2.450.000.000,00	1,00	0,00	0,00	0,00	9.075,00	9.075,00
177	Raalte	4	4.500,00	532,00	0,00	393,00	178,00	4.862,00	0,00	0,00	4,00	2.981,40	38.500,00	1.773,00	0,00	0,00	0,00	7.219,00	14,00	3.530,00	898,38	1.761,60	37,00	1.496,00	18.020,00	36.430,00	23.550,00	4.951,88	2.216,00	11.463,06	724,81	188,00	188,00	215,00	215,00	137,00	0,00	0,00	0,00	0,00	17.092,00	17.092,00	624.400.000,00	555.800.000,00	4.752.000.000,00	1,00	0,00	0,00	0,00	17.186,00	17.186,00
1742	Rijssen-Holten	4	4.340,00	1.782,00	1.782,00	318,00	222,00	3.865,00	0,00	0,00	2,00	2.689,50	38.493,00	1.327,42	0,00	0,00	0,00	9.017,00	8,00	4.040,70	542,52	2.661,60	83,00	2.173,00	29.970,00	39.710,00	35.450,00	3.776,70	926,00	17.731,61	1.041,57	70,00	70,00	251,00	251,00	26,00	0,00	8,00	0,00	0,00	9.412,00	9.412,00	653.100.000,00	618.800.000,00	4.283.200.000,00	1,00	0,00	0,00	0,00	16.105,00	16.105,00
180	Staphorst	4	2.340,00	660,00	0,00	124,00	75,00	1.614,00	0,00	0,00	2,00	1.052,70	17.628,00	202,32	0,00	0,00	0,00	4.683,00	6,00	1.927,20	0,00	316,00	27,00	445,00	7.720,00	16.630,00	11.700,00	3.360,87	2.587,00	2.362,65	615,49	88,00	88,00	131,00	131,00	173,00	0,00	0,00	0,00	0,00	13.396,00	13.396,00	383.600.000,00	332.850.000,00	1.657.200.000,00	1,00	0,00	0,00	0,00	6.473,00	6.473,00
1708	Steenwijkerland	4	6.110,00	1.650,00	1.650,00	678,33	437,00	6.843,00	0,00	0,00	10,00	4.330,40	45.376,00	2.098,44	0,00	0,00	0,00	8.429,00	35,00	4.622,40	651,42	1.165,60	165,00	2.154,00	21.490,00	44.870,00	32.020,00	22.462,95	15.890,00	12.475,20	1.666,50	162,00	162,00	281,00	281,00	3.344,00	0,00	27,00	0,00	0,00	28.815,00	28.815,00	646.100.000,00	581.350.000,00	5.018.000.000,00	1,00	0,00	0,00	0,00	21.696,00	21.696,00
183	Tubbergen	4	2.950,00	0,00	0,00	125,67	93,00	2.206,00	0,00	0,00	4,00	1.304,40	21.408,00	615,52	0,00	0,00	0,00	4.105,00	11,00	1.899,20	0,00	532,80	41,00	367,00	2.280,00	16.630,00	3.550,00	1.610,14	1.109,00	2.686,80	0,00	173,00	173,00	124,00	124,00	42,00	0,00	0,00	0,00	0,00	14.703,00	14.703,00	451.150.000,00	354.200.000,00	2.522.400.000,00	1,00	0,00	0,00	0,00	8.956,00	8.956,00
1700	Twenterand	4	3.575,00	1.038,00	0,00	405,67	375,00	3.639,00	0,00	0,00	4,00	3.267,10	33.867,00	1.056,98	0,00	0,00	0,00	7.166,00	9,00	4.683,30	225,72	742,40	118,00	888,00	11.050,00	33.100,00	16.150,00	7.977,37	2.547,00	8.783,68	1.693,61	83,00	83,00	233,00	233,00	207,00	0,00	0,00	0,00	0,00	10.606,00	10.606,00	441.700.000,00	384.300.000,00	3.551.200.000,00	1,00	0,00	0,00	0,00	14.329,00	14.329,00
189	Wierden	4	3.170,00	0,00	0,00	189,33	118,00	2.615,00	0,00	270,00	2,00	1.514,20	24.862,00	1.103,28	0,00	0,00	0,00	5.113,00	9,00	1.823,80	0,00	524,00	37,00	758,00	9.730,00	22.420,00	12.240,00	4.219,69	1.619,00	7.720,04	74,35	93,00	93,00	151,00	151,00	82,00	0,00	0,00	0,00	0,00	9.457,00	9.457,00	337.050.000,00	304.850.000,00	3.065.200.000,00	1,00	0,00	0,00	0,00	10.858,00	10.858,00
1896	Zwartewaterland	4	2.780,00	1.380,00	1.380,00	173,67	135,00	2.398,00	0,00	0,00	3,00	1.773,60	23.368,00	388,92	0,00	0,00	0,00	5.653,00	4,00	3.503,20	0,00	356,80	52,00	738,00	5.160,00	21.640,00	9.220,00	8.201,22	3.020,91	6.827,57	771,76	78,00	78,78	162,00	165,24	579,00	0,00	23,00	0,00	0,00	8.289,07	8.207,00	552.300.000,00	509.950.000,00	2.124.800.000,00	1,00	0,00	0,00	0,00	9.264,00	9.449,28
193	Zwolle	4	17.395,00	9.313,00	9.313,00	3.549,67	1.040,00	26.269,00	0,00	0,00	1,00	11.455,10	132.411,00	2.013,34	0,00	0,00	0,00	27.036,00	3,00	6.398,90	7.747,43	7.784,00	216,00	15.206,00	212.180,00	143.180,00	244.360,00	61.113,62	5.509,00	131.455,15	3.951,87	128,00	128,00	580,00	580,00	887,00	0,00	0,00	0,00	41,00	11.049,00	11.049,00	2.748.900.000,00	2.695.350.000,00	16.660.400.000,00	1,00	0,00	0,00	0,00	62.449,00	62.449,00
197	Aalten	5	3.105,00	996,00	0,00	278,33	202,00	3.602,00	0,00	0,00	3,00	2.639,80	27.244,00	1.342,36	0,00	0,00	0,00	5.079,00	11,00	3.115,60	120,78	1.204,00	54,00	1.059,00	13.020,00	27.110,00	19.820,00	2.689,31	958,00	9.842,16	572,52	113,00	113,00	168,00	168,00	52,00	0,00	5,00	0,00	0,00	9.653,00	9.653,00	383.600.000,00	349.300.000,00	2.984.400.000,00	1,00	0,00	0,00	0,00	12.602,00	12.602,00
200	Apeldoorn	5	21.620,00	11.306,00	0,00	3.489,00	1.355,00	28.403,00	0,00	0,00	5,00	14.205,90	167.191,00	6.844,54	0,00	0,00	0,00	31.026,00	25,00	15.810,90	5.122,70	8.456,80	219,00	17.792,00	246.040,00	171.790,00	253.480,00	12.080,49	2.465,00	144.053,68	7.504,82	191,00	191,00	869,00	869,00	132,00	0,00	0,00	0,00	0,00	33.983,00	33.983,00	2.856.700.000,00	2.714.950.000,00	22.685.600.000,00	1,00	0,00	0,00	0,00	79.941,00	79.941,00
202	Arnhem	5	25.245,00	18.048,00	18.048,00	7.002,33	1.699,00	41.026,00	0,00	0,00	1,00	18.098,40	165.770,00	1.341,80	0,00	0,00	0,00	30.022,00	6,00	13.253,00	7.147,02	6.996,00	344,00	36.767,00	305.130,00	186.420,00	322.900,00	39.292,91	2.384,61	192.265,06	12.156,56	50,00	50,00	642,00	648,42	388,00	0,00	18,00	0,00	0,00	9.863,66	9.766,00	2.466.100.000,00	2.444.400.000,00	20.250.400.000,00	1,00	0,00	0,00	0,00	83.016,00	83.846,16
203	Barneveld	5	9.710,00	920,00	0,00	565,00	364,00	6.616,00	0,00	0,00	8,00	3.399,60	61.655,00	1.326,70	0,00	0,00	0,00	15.773,00	19,00	6.204,50	2.424,76	3.880,80	83,00	3.363,00	35.150,00	59.410,00	40.620,00	4.362,55	1.250,00	25.287,61	3.108,95	253,00	253,00	395,00	395,00	81,00	0,00	0,00	0,00	0,00	17.585,00	17.585,00	1.472.450.000,00	1.407.350.000,00	8.371.200.000,00	1,00	0,00	0,00	0,00	28.004,00	28.004,00
1945	Berg en Dal	5	4.430,00	1.067,00	0,00	719,00	238,00	5.794,00	0,00	0,00	5,00	3.299,70	35.420,00	2.127,80	0,00	0,00	0,00	5.775,00	12,00	4.068,00	1.845,30	684,00	45,00	1.698,00	6.940,00	28.780,00	8.960,00	7.131,08	1.878,00	11.341,00	960,43	48,00	48,00	190,00	190,00	736,00	0,00	0,00	0,00	0,00	8.592,00	8.592,00	390.950.000,00	354.550.000,00	4.425.200.000,00	1,00	0,00	0,00	0,00	17.003,00	17.003,00
1859	Berkelland	5	5.455,00	1.204,00	524,00	497,33	332,00	5.856,00	0,00	0,00	5,00	3.830,60	44.022,00	2.713,68	0,00	0,00	0,00	7.470,00	24,00	4.527,80	2.170,30	1.063,20	129,00	1.485,00	13.850,00	42.960,00	22.090,00	5.870,50	3.470,00	13.471,79	565,03	270,00	270,00	276,00	276,00	220,00	0,00	5,00	0,00	0,00	25.801,00	25.801,00	752.150.000,00	633.150.000,00	5.421.200.000,00	1,00	0,00	0,00	0,00	20.694,00	20.694,00
209	Beuningen	5	3.355,00	0,00	0,00	370,00	130,00	3.453,00	0,00	0,00	3,00	1.819,50	26.573,00	724,62	0,00	0,00	0,00	4.907,00	5,00	2.202,70	154,44	0,00	32,00	1.617,00	10.010,00	23.340,00	11.770,00	8.543,54	1.514,00	11.958,47	571,34	35,00	35,00	144,00	144,00	431,00	0,00	0,00	0,00	0,00	4.278,00	4.278,00	259.000.000,00	244.650.000,00	3.453.200.000,00	1,00	0,00	0,00	0,00	11.805,00	11.805,00
1876	Bronckhorst	5	5.490,00	0,00	0,00	283,33	244,00	4.532,00	0,00	0,00	6,00	2.698,60	36.277,00	2.433,38	0,00	0,00	0,00	5.853,00	25,00	4.202,30	0,00	331,20	75,00	922,00	5.070,00	30.160,00	8.390,00	4.484,91	3.541,00	6.550,39	181,68	259,00	259,00	191,00	191,00	293,00	0,00	0,00	0,00	0,00	28.349,00	28.349,00	572.600.000,00	479.500.000,00	5.333.200.000,00	1,00	0,00	0,00	0,00	17.014,00	17.014,00
213	Brummen	5	2.640,00	509,00	0,00	229,00	174,00	2.832,00	0,00	0,00	2,00	1.768,80	21.105,00	1.401,70	0,00	0,00	0,00	3.461,00	7,00	2.489,50	328,70	0,00	63,00	1.342,00	4.630,00	20.310,00	6.930,00	3.371,44	1.358,00	8.249,60	804,19	59,00	59,00	124,00	124,00	140,00	0,00	0,00	0,00	0,00	8.361,00	8.361,00	255.500.000,00	239.050.000,00	2.900.800.000,00	1,00	0,00	0,00	0,00	10.312,00	10.312,00
214	Buren	5	4.545,00	0,00	0,00	184,67	123,00	3.142,00	0,00	0,00	7,00	1.734,20	27.725,00	712,50	0,00	0,00	0,00	5.168,00	20,00	3.637,50	0,00	0,00	17,00	934,00	1.280,00	20.860,00	1.990,00	8.087,17	3.614,16	3.532,37	1.117,55	118,00	130,98	168,00	183,12	941,00	0,00	6,00	0,00	0,00	14.820,72	13.352,00	372.050.000,00	330.400.000,00	3.614.800.000,00	1,00	0,00	0,00	0,00	11.658,00	12.707,22
216	Culemborg	5	4.195,00	1.899,00	1.899,00	443,67	190,00	4.406,00	0,00	0,00	1,00	2.147,90	29.729,00	776,26	0,00	0,00	0,00	6.038,00	1,00	2.307,10	499,92	3.176,80	55,00	4.443,00	18.050,00	31.990,00	20.430,00	26.047,28	1.520,19	20.322,06	1.266,69	23,00	29,90	165,00	196,35	190,00	0,00	17,00	0,00	0,00	3.714,75	2.925,00	374.500.000,00	363.650.000,00	3.759.600.000,00	1,00	0,00	0,00	0,00	13.521,00	16.089,99
221	Doesburg	5	1.255,00	1.178,00	1.178,00	240,67	123,00	1.978,00	0,00	0,00	2,00	1.254,10	11.081,00	717,14	0,00	0,00	0,00	1.662,00	2,00	1.631,90	0,00	0,00	21,00	1.250,00	3.430,00	11.630,00	5.330,00	5.176,84	605,00	4.492,76	480,54	10,00	10,00	55,00	55,00	137,00	0,00	18,00	0,00	0,00	1.158,00	1.158,00	108.150.000,00	102.900.000,00	1.231.600.000,00	1,00	0,00	0,00	0,00	5.459,00	5.459,00
222	Doetinchem	5	7.680,00	1.667,00	1.667,00	1.177,00	684,00	9.558,00	0,00	0,00	3,00	5.612,80	59.195,00	2.215,30	0,00	0,00	0,00	10.842,00	7,00	5.150,50	3.617,62	3.620,80	186,00	4.781,00	57.470,00	64.380,00	66.950,00	8.478,72	1.141,00	32.833,22	2.868,55	80,00	80,00	373,00	373,00	65,00	0,00	10,00	0,00	0,00	7.901,00	7.901,00	883.750.000,00	863.100.000,00	6.510.000.000,00	1,00	0,00	0,00	0,00	27.872,00	27.872,00
225	Druten	5	2.530,00	0,00	0,00	264,33	123,00	2.475,00	0,00	0,00	3,00	1.526,60	19.505,00	548,70	0,00	0,00	0,00	3.552,00	4,00	2.169,50	650,70	1.100,80	25,00	1.315,00	6.530,00	18.750,00	8.790,00	6.300,68	1.363,50	7.144,41	715,94	37,00	37,37	116,00	117,16	515,00	0,00	0,00	0,00	0,00	3.768,31	3.731,00	253.400.000,00	217.350.000,00	2.231.600.000,00	1,00	0,00	0,00	0,00	8.734,00	8.821,34
226	Duiven	5	2.975,00	0,00	0,00	394,67	160,00	3.115,00	0,00	0,00	1,00	1.908,70	24.937,00	697,78	0,00	0,00	0,00	4.428,00	6,00	2.156,30	0,00	1.429,60	35,00	1.804,00	14.690,00	24.980,00	17.770,00	5.966,74	840,00	12.757,30	890,93	61,00	61,00	141,00	141,00	129,00	0,00	0,00	0,00	0,00	3.390,00	3.390,00	573.650.000,00	563.500.000,00	2.966.400.000,00	1,00	0,00	0,00	0,00	10.913,00	10.913,00
228	Ede	5	17.120,00	3.234,00	0,00	1.692,33	773,00	18.138,00	0,00	0,00	6,00	8.161,20	122.012,00	3.216,28	0,00	0,00	0,00	26.206,00	23,00	9.648,80	2.811,74	3.766,40	171,00	11.636,00	135.890,00	123.590,00	139.470,00	6.666,97	1.741,00	88.761,22	5.853,48	309,00	309,00	602,00	602,00	50,00	0,00	0,00	0,00	0,00	31.812,00	31.812,00	2.317.700.000,00	2.162.650.000,00	15.734.800.000,00	1,00	0,00	0,00	0,00	54.388,00	54.388,00
230	Elburg	5	2.730,00	579,00	579,00	233,67	142,00	2.768,00	0,00	0,00	3,00	1.963,30	24.037,00	844,78	0,00	0,00	0,00	5.202,00	6,00	2.876,30	0,00	1.552,00	1,00	851,00	6.370,00	23.640,00	10.760,00	2.282,99	626,00	7.080,66	873,54	36,00	36,00	135,00	135,00	210,00	0,00	9,00	0,00	0,00	6.381,00	6.381,00	355.250.000,00	334.600.000,00	2.707.600.000,00	1,00	0,00	0,00	0,00	10.367,00	10.367,00
232	Epe	5	4.215,00	604,00	0,00	364,67	207,00	4.533,00	0,00	0,00	4,00	2.822,90	33.283,00	2.263,02	0,00	0,00	0,00	5.957,00	14,00	4.471,70	162,76	740,00	50,00	1.979,00	10.990,00	31.220,00	15.650,00	3.529,85	1.669,00	11.591,69	1.377,61	109,00	109,00	188,00	188,00	128,00	0,00	0,00	0,00	0,00	15.609,00	15.609,00	474.600.000,00	445.900.000,00	5.257.200.000,00	1,00	0,00	0,00	0,00	15.771,00	15.771,00
233	Ermelo	5	3.910,00	645,00	0,00	341,00	212,00	4.022,00	0,00	306,20	1,00	1.753,80	27.496,00	1.535,24	0,00	0,00	0,00	5.131,00	9,00	2.500,40	1.179,86	2.302,40	59,00	1.569,00	17.340,00	27.440,00	21.120,00	900,58	286,00	14.719,82	653,23	35,00	35,00	199,00	199,00	170,00	0,00	0,00	0,00	0,00	8.562,00	8.562,00	526.750.000,00	480.550.000,00	3.950.800.000,00	1,00	0,00	0,00	0,00	15.462,00	15.462,00
243	Harderwijk	5	6.510,00	1.443,00	1.443,00	801,33	298,00	7.138,00	0,00	0,00	1,00	3.778,90	48.906,00	1.284,64	0,00	0,00	0,00	10.150,00	2,00	5.329,40	1.546,80	3.014,40	76,00	6.076,00	48.320,00	51.350,00	52.180,00	7.639,35	754,00	35.737,50	2.840,81	29,00	29,00	269,00	269,00	936,00	0,00	19,00	0,00	0,00	3.891,00	3.891,00	827.750.000,00	807.800.000,00	6.495.200.000,00	1,00	0,00	0,00	0,00	22.211,00	22.211,00
244	Hattem	5	1.530,00	652,00	652,00	104,33	58,00	1.622,00	0,00	0,00	1,00	935,70	12.563,00	660,22	0,00	0,00	0,00	2.644,00	2,00	863,70	0,00	0,00	13,00	519,00	3.430,00	11.290,00	4.680,00	3.240,89	623,00	4.768,34	116,56	10,00	10,00	68,00	68,00	106,00	0,00	7,00	0,00	0,00	2.309,00	2.309,00	103.250.000,00	96.950.000,00	1.728.800.000,00	1,00	0,00	0,00	0,00	5.643,00	5.643,00
246	Heerde	5	2.205,00	0,00	0,00	157,00	112,00	2.241,00	0,00	0,00	2,00	1.458,50	19.214,00	1.099,16	0,00	0,00	0,00	3.678,00	9,00	2.428,60	89,96	768,00	25,00	655,00	4.310,00	17.760,00	6.750,00	3.610,09	1.511,00	5.276,21	602,25	49,00	49,00	110,00	110,00	188,00	0,00	0,00	0,00	0,00	7.854,00	7.854,00	200.550.000,00	180.250.000,00	2.586.800.000,00	1,00	0,00	0,00	0,00	8.415,00	8.415,00
252	Heumen	5	2.220,00	0,00	0,00	238,33	71,00	2.393,00	0,00	0,00	2,00	930,70	16.824,00	1.021,56	0,00	0,00	0,00	3.001,00	5,00	667,60	0,00	0,00	18,00	941,00	3.230,00	13.750,00	3.820,00	2.705,45	668,00	6.185,17	181,90	33,00	33,00	94,00	94,00	184,00	0,00	0,00	0,00	0,00	3.970,00	3.970,00	161.700.000,00	153.300.000,00	2.285.200.000,00	1,00	0,00	0,00	0,00	7.693,00	7.693,00
1705	Lingewaard	5	5.490,00	0,00	0,00	466,33	236,00	5.649,00	0,00	0,00	4,00	3.556,70	47.220,00	1.847,80	0,00	0,00	0,00	9.018,00	7,00	4.468,00	554,40	1.648,80	70,00	2.093,00	13.190,00	40.720,00	15.790,00	14.920,20	2.172,51	20.003,91	770,85	56,00	56,56	257,00	257,00	742,00	0,00	5,00	0,00	0,00	6.233,72	6.172,00	473.900.000,00	455.350.000,00	6.036.000.000,00	1,00	0,00	0,00	0,00	20.433,00	20.433,00
262	Lochem	5	5.225,00	1.361,00	1.361,00	402,00	183,00	4.814,00	0,00	0,00	5,00	2.180,70	34.314,00	2.890,16	0,00	0,00	0,00	5.870,00	18,00	2.398,60	461,18	820,00	30,00	1.801,00	10.340,00	29.360,00	14.390,00	4.462,06	2.808,00	10.315,80	525,28	188,00	188,00	193,00	193,00	302,00	0,00	7,00	0,00	0,00	21.292,00	21.292,00	521.850.000,00	446.950.000,00	5.700.800.000,00	1,00	0,00	0,00	0,00	17.193,00	17.193,00
263	Maasdriel	5	4.395,00	0,00	0,00	203,67	147,00	3.661,00	0,00	0,00	5,00	2.032,00	26.020,00	583,80	0,00	0,00	0,00	4.740,00	14,00	4.228,00	0,00	0,00	45,00	1.084,00	2.870,00	22.210,00	3.990,00	8.225,99	2.299,50	5.329,32	846,49	99,00	102,96	183,00	193,98	965,00	0,00	0,00	0,00	0,00	6.910,05	6.581,00	402.850.000,00	345.450.000,00	3.116.800.000,00	1,00	0,00	0,00	0,00	10.680,00	11.320,80
1955	Montferland	5	4.300,00	620,00	620,00	364,33	370,00	4.966,00	0,00	0,00	5,00	3.431,50	36.882,00	1.958,08	0,00	0,00	0,00	6.099,00	11,00	5.321,80	1.278,26	348,00	59,00	1.768,00	13.650,00	34.670,00	19.840,00	2.002,50	579,00	13.081,04	1.409,07	119,00	119,00	245,00	245,00	96,00	0,00	6,00	0,00	0,00	10.568,00	10.568,00	438.550.000,00	410.900.000,00	3.640.000.000,00	1,00	0,00	0,00	0,00	16.685,00	16.685,00
1740	Neder-Betuwe	5	3.455,00	0,00	0,00	222,00	164,00	2.723,00	0,00	0,00	4,00	2.148,30	25.448,00	385,12	0,00	0,00	0,00	6.440,00	12,00	3.275,20	229,12	1.118,40	21,00	847,00	2.190,00	21.370,00	3.340,00	7.618,86	1.973,92	4.406,37	1.322,27	82,00	85,28	144,00	151,20	757,00	0,00	0,00	0,00	0,00	6.228,56	5.989,00	317.450.000,00	301.350.000,00	2.583.600.000,00	1,00	0,00	0,00	0,00	9.517,00	9.992,85
267	Nijkerk	5	6.645,00	1.146,00	1.146,00	434,00	264,00	5.424,00	0,00	0,00	2,00	2.822,40	44.975,00	1.394,50	0,00	0,00	0,00	9.731,00	8,00	4.172,50	802,74	2.104,80	67,00	3.412,00	23.750,00	42.810,00	24.850,00	9.089,89	1.456,00	21.629,95	1.516,07	73,00	73,00	279,00	279,00	271,00	0,00	14,00	0,00	0,00	6.933,00	6.933,00	856.450.000,00	831.600.000,00	6.383.600.000,00	1,00	0,00	0,00	0,00	18.776,00	18.776,00
268	Nijmegen	5	24.305,00	16.196,00	14.335,00	6.779,00	1.612,00	53.928,00	0,00	0,00	1,00	19.120,40	182.480,00	1.978,20	0,00	0,00	0,00	29.441,00	2,00	8.682,00	5.236,22	10.866,40	249,00	27.853,00	342.160,00	207.970,00	360.150,00	56.045,39	1.768,00	221.179,06	9.428,57	40,00	40,40	740,00	740,00	516,00	0,00	20,00	0,00	0,00	5.247,00	5.247,00	3.136.700.000,00	3.050.600.000,00	24.352.800.000,00	1,00	0,00	0,00	0,00	90.796,00	90.796,00
302	Nunspeet	5	3.835,00	579,00	0,00	293,00	192,00	3.350,00	0,00	84,90	3,00	2.145,00	28.731,00	1.123,14	0,00	0,00	0,00	6.384,00	13,00	3.296,90	1.085,20	394,40	61,00	1.097,00	14.180,00	28.540,00	19.420,00	889,46	401,00	11.056,80	936,27	46,00	46,00	174,00	174,00	81,00	0,00	0,00	0,00	0,00	12.872,00	12.872,00	415.800.000,00	367.850.000,00	3.844.400.000,00	1,00	0,00	0,00	0,00	13.550,00	13.550,00
269	Oldebroek	5	2.970,00	0,00	0,00	272,67	150,00	2.525,00	0,00	0,00	4,00	1.879,10	24.264,00	636,16	0,00	0,00	0,00	5.332,00	11,00	3.753,60	0,00	219,20	51,00	774,00	6.310,00	21.390,00	9.120,00	2.369,20	965,00	6.727,73	784,83	63,00	63,00	142,00	142,00	111,00	0,00	0,00	0,00	0,00	9.772,00	9.772,00	327.250.000,00	303.100.000,00	2.777.600.000,00	1,00	0,00	0,00	0,00	10.209,00	10.209,00
1586	Oost Gelre	5	3.760,00	718,00	718,00	277,33	169,00	3.815,00	0,00	0,00	3,00	2.271,90	29.846,00	1.357,24	0,00	0,00	0,00	5.351,00	10,00	2.495,40	867,60	1.237,60	45,00	1.081,00	13.380,00	29.630,00	20.030,00	3.475,37	1.286,00	10.782,16	393,17	143,00	143,00	200,00	200,00	61,00	0,00	9,00	0,00	0,00	10.983,00	10.983,00	627.200.000,00	573.650.000,00	2.912.000.000,00	1,00	0,00	0,00	0,00	14.281,00	14.281,00
1509	Oude IJsselstreek	5	4.695,00	518,00	0,00	607,00	315,00	5.635,00	0,00	0,00	3,00	4.076,00	39.613,00	2.202,22	0,00	0,00	0,00	6.604,00	12,00	5.758,70	0,00	1.384,80	78,00	2.718,00	19.470,00	39.630,00	27.610,00	4.551,40	1.585,00	12.038,40	1.725,99	158,00	158,00	253,00	253,00	202,00	0,00	0,00	0,00	0,00	13.593,00	13.593,00	638.750.000,00	584.850.000,00	4.229.200.000,00	1,00	0,00	0,00	0,00	18.240,00	18.240,00
1734	Overbetuwe	5	6.835,00	676,00	0,00	548,33	272,00	5.736,00	0,00	505,10	6,00	3.228,60	48.707,00	1.603,58	0,00	0,00	0,00	10.076,00	11,00	4.069,30	477,48	2.559,20	66,00	2.717,00	13.430,00	40.930,00	16.160,00	12.771,91	3.007,78	16.819,77	643,32	123,00	124,23	287,00	289,87	630,00	0,00	0,00	0,00	0,00	10.987,79	10.879,00	846.300.000,00	805.350.000,00	6.136.400.000,00	1,00	0,00	0,00	0,00	20.714,00	20.921,14
273	Putten	5	3.745,00	704,00	0,00	176,67	155,00	2.879,00	0,00	0,00	1,00	1.606,30	24.904,00	1.101,76	0,00	0,00	0,00	5.183,00	8,00	3.539,60	0,00	379,20	58,00	1.033,00	13.460,00	25.110,00	17.260,00	1.770,32	622,00	10.958,17	672,53	95,00	95,00	138,00	138,00	231,00	0,00	0,00	0,00	0,00	8.519,00	8.519,00	331.100.000,00	304.150.000,00	4.076.000.000,00	1,00	0,00	0,00	0,00	11.937,00	11.937,00
274	Renkum	5	4.490,00	4.064,00	0,00	568,67	196,00	5.658,00	0,00	0,00	3,00	2.333,30	31.461,00	2.693,34	0,00	0,00	0,00	5.247,00	5,00	1.743,90	1.518,94	842,40	52,00	2.055,00	9.190,00	27.280,00	11.320,00	2.717,78	408,00	14.523,31	626,50	23,00	23,00	157,00	157,00	129,00	0,00	0,00	0,00	0,00	4.594,00	4.594,00	329.350.000,00	321.300.000,00	4.810.000.000,00	1,00	0,00	0,00	0,00	15.667,00	15.667,00
275	Rheden	5	5.430,00	5.119,00	0,00	910,67	426,00	8.844,00	0,00	0,00	4,00	4.608,40	43.570,00	3.462,80	0,00	0,00	0,00	7.258,00	8,00	4.353,00	358,38	1.417,60	101,00	3.738,00	13.850,00	41.290,00	18.250,00	5.956,39	1.151,00	32.128,86	1.974,56	22,00	22,00	225,00	225,00	277,00	0,00	0,00	0,00	0,00	8.157,00	8.157,00	414.400.000,00	406.000.000,00	5.734.000.000,00	1,00	0,00	0,00	0,00	21.916,00	21.916,00
