CBS	Naam	Prov	vest	bo31	bo31hk	bo3_nw	doelgroep	ephh	groei_jong	groei_llvo	kernen500	lidr_w_nw	inwo	inw75+dr	wad1	wad3	wad2	jong	kernen	LOdr	ll_so	ll_vo	loonksub	nwmigr	cf.landelijk	cf.lokaal	cf.regionaal	oeverdhbftot	oeverbftot	oadw	goab	opbebnk	opbebnkbfnk	opbebk	opbebkbfk	biwa	buiwamax	histk40	histk65	histk4164	landbftot	land	WOZnwe70	WOZnwg70	WOZwe80	vast nieuw	Amsterdam	Den Haag	Rotterdam	woonr	woonrbfk
59	Achtkarspelen	2	3.375,00	0,00	0,00	563,33	225,00	3.841,00	0,00	0,00	5,00	3.056,20	28.149,00	928,06	0,00	0,00	0,00	5.803,00	13,00	3.955,10	0,00	1.096,00	67,00	660,00	7.590,00	28.120,00	11.120,00	6.927,61	2.457,00	5.485,16	1.417,43	77,00	77,00	198,00	198,00	188,00	0,00	0,00	0,00	0,00	10.210,00	10.210,00	305.900.000,00	274.400.000,00	2.458.800.000,00	1,00	0,00	0,00	0,00	12.438,00	12.438,00
60	Ameland	2	715,00	0,00	0,00	5,67	27,00	770,00	0,00	0,00	4,00	314,90	3.840,00	217,60	2.500,00	0,00	1.340,00	682,00	4,00	466,00	0,00	117,60	13,00	75,00	80,00	3.840,00	710,00	669,72	1.044,00	1.035,92	0,00	10,00	10,00	48,00	48,00	78,00	10.000,00	0,00	0,00	0,00	5.908,00	5.908,00	93.800.000,00	93.800.000,00	1.238.800.000,00	1,00	0,00	0,00	0,00	3.851,00	3.851,00
1891	Dantumadiel	2	2.045,00	573,00	0,00	403,67	165,00	2.449,00	0,00	0,00	3,00	2.157,10	19.194,00	941,36	0,00	0,00	0,00	3.813,00	8,00	2.660,60	927,28	0,00	78,00	572,00	3.830,00	19.070,00	6.460,00	5.693,28	2.596,00	3.885,77	775,36	49,00	49,00	116,00	116,00	302,00	0,00	0,00	0,00	0,00	8.450,00	8.450,00	185.500.000,00	155.400.000,00	1.854.000.000,00	1,00	0,00	0,00	0,00	8.429,00	8.429,00
1940	De Fryske Marren	2	7.775,00	1.818,00	0,00	676,67	252,00	7.274,00	0,00	0,00	12,00	4.537,90	51.992,00	2.855,48	0,00	0,00	0,00	9.745,00	45,00	5.330,80	0,00	970,40	96,00	2.100,00	16.410,00	49.380,00	32.210,00	17.819,29	14.330,00	13.784,10	1.207,46	211,00	211,00	357,00	357,00	6.719,00	10.000,00	5,00	0,00	0,00	35.098,00	35.098,00	772.100.000,00	672.000.000,00	6.409.600.000,00	1,00	0,00	0,00	0,00	25.621,00	25.621,00
72	Harlingen	2	2.030,00	2.541,00	2.541,00	464,67	124,00	3.134,00	0,00	0,00	1,00	2.079,20	16.188,00	1.073,72	0,00	0,00	0,00	2.892,00	2,00	2.061,20	0,00	876,80	29,00	851,00	10.830,00	17.520,00	17.580,00	9.504,98	1.480,60	9.045,22	765,17	26,00	28,34	102,00	116,28	170,00	10.000,00	0,00	0,00	45,00	2.743,40	2.494,00	301.350.000,00	287.000.000,00	1.464.400.000,00	1,00	0,00	0,00	0,00	8.208,00	9.357,12
74	Heerenveen	2	7.015,00	2.234,00	1.600,00	1.257,00	365,00	8.724,00	0,00	0,00	5,00	5.252,10	51.637,00	2.580,78	0,00	0,00	0,00	9.774,00	23,00	3.976,30	1.129,34	2.725,60	23,00	3.848,00	43.330,00	54.190,00	56.010,00	24.897,39	9.449,00	27.122,73	1.836,63	160,00	160,00	318,00	318,00	836,00	0,00	9,00	0,00	0,00	18.981,00	18.981,00	891.800.000,00	859.250.000,00	5.895.600.000,00	1,00	0,00	0,00	0,00	24.479,00	24.479,00
80	Leeuwarden	2	15.995,00	15.191,00	12.319,00	5.342,00	982,00	31.150,00	0,00	0,00	5,00	13.732,50	127.073,00	3.396,62	0,00	0,00	0,00	22.423,00	24,00	8.162,70	3.789,78	5.830,40	207,00	13.944,00	164.310,00	136.990,00	216.740,00	76.933,60	13.364,51	151.456,65	5.141,85	124,00	140,12	705,00	817,80	1.774,00	0,00	0,00	0,00	44,00	26.816,03	23.731,00	1.972.250.000,00	1.911.700.000,00	12.107.200.000,00	1,00	0,00	0,00	0,00	67.675,00	78.503,00
1970	Noardeast-Fryslân	2	5.585,00	1.908,00	1.331,00	866,67	365,00	6.851,00	0,00	0,00	9,00	5.127,30	45.812,00	1.957,28	0,00	0,00	0,00	9.101,00	37,00	6.048,80	742,50	2.151,20	141,00	1.350,00	13.430,00	44.250,00	19.110,00	14.758,53	10.550,11	10.363,78	1.236,47	197,00	216,70	298,00	315,88	1.809,00	10.000,00	22,00	0,00	0,00	40.960,02	37.578,00	674.100.000,00	590.450.000,00	4.404.800.000,00	1,00	0,00	0,00	0,00	21.727,00	23.030,62
85	Ooststellingwerf	2	3.215,00	0,00	0,00	531,33	219,00	3.877,00	0,00	0,00	5,00	2.657,30	25.837,00	1.450,78	0,00	0,00	0,00	4.525,00	19,00	3.056,30	138,60	1.043,20	54,00	858,00	7.060,00	25.450,00	11.160,00	5.575,11	4.879,00	6.027,10	965,98	145,00	145,00	167,00	167,00	285,00	0,00	0,00	0,00	0,00	22.326,00	22.326,00	323.050.000,00	275.450.000,00	2.729.200.000,00	1,00	0,00	0,00	0,00	12.427,00	12.427,00
86	Opsterland	2	3.880,00	652,00	0,00	488,00	193,00	3.984,00	0,00	0,00	5,00	2.623,80	30.054,00	1.341,76	0,00	0,00	0,00	5.755,00	23,00	3.044,60	736,98	332,00	32,00	949,00	5.650,00	26.630,00	9.590,00	7.904,29	5.987,00	5.835,09	592,07	151,00	151,00	171,00	171,00	324,00	0,00	0,00	0,00	0,00	22.440,00	22.440,00	371.350.000,00	309.050.000,00	3.280.800.000,00	1,00	0,00	0,00	0,00	13.762,00	13.762,00
88	Schiermonnikoog	2	185,00	0,00	0,00	6,33	4,00	329,00	0,00	0,00	1,00	61,60	982,00	83,08	982,00	0,00	0,00	111,00	1,00	41,80	0,00	14,40	1,00	29,00	10,00	980,00	50,00	84,73	353,00	449,80	19,99	3,00	3,00	12,00	12,00	43,00	10.000,00	0,00	0,00	0,00	4.048,00	4.048,00	23.800.000,00	23.800.000,00	403.200.000,00	1,00	0,00	0,00	0,00	1.384,00	1.384,00
90	Smallingerland	2	6.270,00	1.709,00	0,00	1.627,67	788,00	9.542,00	0,00	0,00	4,00	6.116,20	56.098,00	2.720,12	0,00	0,00	0,00	10.822,00	10,00	6.300,20	4.101,36	3.759,20	123,00	3.996,00	63.450,00	60.890,00	75.980,00	24.799,07	5.578,00	36.204,46	2.393,32	85,00	85,00	361,00	361,00	918,00	0,00	0,00	0,00	0,00	11.700,00	11.700,00	932.050.000,00	871.500.000,00	5.704.000.000,00	1,00	0,00	0,00	0,00	26.838,00	26.838,00
1900	Súdwest-Fryslân	2	12.660,00	6.774,00	6.250,00	2.024,33	485,00	14.864,00	0,00	0,00	12,00	8.936,60	90.883,00	4.720,02	0,00	0,00	0,00	17.351,00	65,00	9.021,70	2.671,78	4.019,20	141,00	4.397,00	53.970,00	90.450,00	80.860,00	36.663,82	22.113,00	38.162,07	3.031,39	306,00	333,54	602,00	638,12	5.321,00	10.000,00	80,00	0,00	0,00	56.453,76	52.272,00	1.748.950.000,00	1.607.200.000,00	9.668.000.000,00	1,00	0,00	0,00	0,00	44.634,00	47.312,04
93	Terschelling	2	1.030,00	513,00	0,00	20,33	13,00	1.213,00	0,00	0,00	3,00	294,20	4.928,00	299,32	2.500,00	0,00	2.428,00	684,00	7,00	617,20	0,00	82,40	5,00	94,00	240,00	4.930,00	4.330,00	433,39	766,00	1.046,96	28,79	6,00	6,00	45,00	45,00	187,00	10.000,00	0,00	0,00	0,00	8.523,00	8.523,00	120.400.000,00	120.400.000,00	1.264.400.000,00	1,00	0,00	0,00	0,00	4.058,00	4.058,00
737	Tytsjerksteradiel	2	3.720,00	846,00	0,00	564,33	233,00	4.415,00	0,00	0,00	7,00	2.896,40	32.408,00	1.848,52	0,00	0,00	0,00	6.352,00	24,00	2.999,20	0,00	1.016,00	70,00	1.271,00	8.370,00	29.000,00	12.120,00	12.152,00	6.036,00	7.442,82	1.647,13	96,00	96,00	200,00	200,00	1.288,00	0,00	0,00	0,00	0,00	14.852,00	14.852,00	332.500.000,00	290.500.000,00	3.210.400.000,00	1,00	0,00	0,00	0,00	15.036,00	15.036,00
96	Vlieland	2	295,00	0,00	0,00	8,00	5,00	446,00	0,00	0,00	1,00	180,90	1.291,00	44,54	1.291,00	0,00	0,00	144,00	2,00	110,90	0,00	14,40	1,00	40,00	30,00	1.290,00	1.030,00	129,87	400,97	264,40	19,08	1,00	1,01	12,00	12,00	69,00	10.000,00	0,00	0,00	0,00	3.956,17	3.917,00	31.500.000,00	31.500.000,00	438.800.000,00	1,00	0,00	0,00	0,00	1.191,00	1.191,00
1949	Waadhoeke	2	5.740,00	2.975,00	1.787,00	956,67	257,00	7.167,00	0,00	0,00	11,00	4.816,20	46.718,00	2.040,92	0,00	0,00	0,00	8.756,00	34,00	5.278,20	310,86	1.404,80	69,00	1.895,00	11.190,00	41.160,00	19.790,00	12.966,98	7.840,80	10.416,73	1.973,18	177,00	191,16	306,00	324,36	404,00	2.648,00	22,00	0,00	0,00	30.812,40	28.530,00	533.750.000,00	448.700.000,00	3.952.000.000,00	1,00	0,00	0,00	0,00	21.838,00	23.148,28
98	Weststellingwerf	2	3.500,00	1.042,00	0,00	425,33	176,00	3.860,00	0,00	0,00	2,00	2.858,60	26.467,00	1.549,98	0,00	0,00	0,00	4.818,00	20,00	3.523,30	97,02	870,40	59,00	1.114,00	12.310,00	26.400,00	19.330,00	8.831,99	7.623,00	8.677,39	869,43	155,00	155,00	162,00	162,00	836,00	0,00	0,00	0,00	0,00	22.008,00	22.008,00	350.350.000,00	299.600.000,00	2.748.000.000,00	1,00	0,00	0,00	0,00	12.414,00	12.414,00
1680	Aa en Hunze	3	3.280,00	0,00	0,00	308,33	142,00	3.318,00	0,00	0,00	5,00	1.672,40	25.724,00	1.648,56	0,00	0,00	0,00	4.314,00	33,00	1.847,60	0,00	197,60	30,00	714,00	2.120,00	20.530,00	3.240,00	3.124,18	3.387,00	3.757,11	298,21	104,00	104,00	179,00	179,00	287,00	0,00	0,00	0,00	0,00	27.601,00	27.601,00	304.850.000,00	257.600.000,00	3.165.200.000,00	1,00	0,00	0,00	0,00	13.276,00	13.276,00
106	Assen	3	6.925,00	3.666,00	3.666,00	1.902,67	722,00	12.942,00	0,00	0,00	1,00	6.783,20	69.414,00	2.538,16	0,00	0,00	0,00	13.187,00	3,00	4.338,60	2.614,32	3.758,40	134,00	6.343,00	91.790,00	76.720,00	105.650,00	16.062,13	1.931,00	54.668,80	2.707,21	46,00	46,00	369,00	369,00	165,00	0,00	11,00	0,00	0,00	8.180,00	8.180,00	843.500.000,00	827.750.000,00	7.145.200.000,00	1,00	0,00	0,00	0,00	34.168,00	34.168,00
1681	Borger-Odoorn	3	3.205,00	2.246,00	0,00	385,67	197,00	3.330,00	0,00	0,00	6,00	2.342,90	25.919,00	1.387,86	0,00	0,00	0,00	4.361,00	37,00	2.718,10	0,00	159,20	43,00	659,00	2.430,00	21.780,00	4.250,00	5.218,31	5.595,00	3.331,32	712,80	113,00	113,00	175,00	175,00	304,00	0,00	0,00	0,00	0,00	27.486,00	27.486,00	412.300.000,00	358.750.000,00	2.772.400.000,00	1,00	0,00	0,00	0,00	12.571,00	12.571,00
109	Coevorden	3	4.330,00	917,00	917,00	688,00	243,00	5.086,00	0,00	0,00	8,00	3.319,20	35.700,00	2.044,00	0,00	0,00	0,00	6.201,00	26,00	4.220,00	112,86	1.042,40	48,00	1.525,00	13.520,00	33.160,00	20.290,00	5.462,99	4.586,00	9.046,46	2.151,53	180,00	180,00	245,00	245,00	355,00	0,00	9,00	0,00	0,00	29.614,00	29.614,00	570.500.000,00	510.650.000,00	3.632.800.000,00	1,00	0,00	0,00	0,00	17.808,00	17.808,00
1690	De Wolden	3	3.745,00	0,00	0,00	225,33	96,00	2.958,00	0,00	0,00	5,00	1.561,40	24.602,00	1.340,88	0,00	0,00	0,00	4.416,00	22,00	2.159,80	0,00	0,00	37,00	623,00	3.150,00	20.870,00	6.680,00	3.055,41	2.811,00	3.586,59	334,49	160,00	160,00	134,00	134,00	204,00	0,00	0,00	0,00	0,00	22.430,00	22.430,00	325.500.000,00	273.350.000,00	3.118.400.000,00	1,00	0,00	0,00	0,00	11.386,00	11.386,00
114	Emmen	3	11.295,00	4.532,00	0,00	3.091,33	1.229,00	17.653,00	0,00	0,00	11,00	12.782,90	108.765,00	5.310,10	0,00	0,00	0,00	18.849,00	30,00	16.083,50	3.107,40	4.326,40	350,00	6.764,00	93.710,00	112.830,00	123.220,00	41.916,54	13.344,00	44.365,26	6.818,97	218,00	218,00	713,00	713,00	1.002,00	0,00	0,00	0,00	0,00	33.623,00	33.623,00	1.431.500.000,00	1.371.300.000,00	9.589.200.000,00	1,00	0,00	0,00	0,00	51.171,00	51.171,00
118	Hoogeveen	3	6.110,00	1.516,00	0,00	1.144,00	542,00	8.822,00	0,00	0,00	4,00	6.374,80	56.433,00	2.693,02	0,00	0,00	0,00	10.892,00	17,00	8.376,70	1.769,94	2.689,60	145,00	3.515,00	55.310,00	59.860,00	68.930,00	15.111,38	3.461,00	31.974,94	3.584,10	101,00	101,00	355,00	355,00	166,00	0,00	0,00	0,00	0,00	12.759,00	12.759,00	869.400.000,00	813.400.000,00	5.121.600.000,00	1,00	0,00	0,00	0,00	26.252,00	26.252,00
119	Meppel	3	4.095,00	2.928,00	2.928,00	665,67	274,00	6.182,00	0,00	0,00	2,00	3.211,20	35.464,00	1.213,16	0,00	0,00	0,00	6.852,00	6,00	2.883,60	974,00	2.603,20	69,00	2.600,00	32.680,00	38.630,00	42.210,00	11.460,66	1.843,00	21.988,18	770,91	48,00	48,00	199,00	199,00	155,00	0,00	17,00	0,00	0,00	5.548,00	5.548,00	558.600.000,00	537.600.000,00	3.772.000.000,00	1,00	0,00	0,00	0,00	16.888,00	16.888,00
1731	Midden-Drenthe	3	4.245,00	1.001,00	0,00	473,67	263,00	4.543,00	0,00	0,00	6,00	2.522,90	33.987,00	1.744,78	0,00	0,00	0,00	5.914,00	30,00	2.541,30	0,00	456,00	37,00	1.041,00	8.730,00	31.210,00	13.700,00	5.088,03	5.178,00	6.775,48	413,04	195,00	195,00	231,00	231,00	528,00	0,00	0,00	0,00	0,00	34.060,00	34.060,00	580.650.000,00	488.600.000,00	3.575.600.000,00	1,00	0,00	0,00	0,00	16.771,00	16.771,00
1699	Noordenveld	3	3.905,00	0,00	0,00	450,00	186,00	4.558,00	0,00	43,50	3,00	2.553,30	31.591,00	2.561,54	0,00	0,00	0,00	5.526,00	18,00	2.270,90	504,90	523,20	44,00	1.124,00	12.540,00	28.980,00	14.850,00	7.326,45	4.663,00	10.734,10	467,87	100,00	100,00	200,00	200,00	628,00	0,00	0,00	0,00	0,00	19.901,00	19.901,00	526.750.000,00	493.150.000,00	4.096.400.000,00	1,00	0,00	0,00	0,00	15.467,00	15.467,00
1730	Tynaarlo	3	4.625,00	0,00	0,00	444,00	166,00	4.390,00	0,00	0,00	5,00	1.786,80	34.592,00	2.116,48	0,00	0,00	0,00	7.068,00	21,00	1.100,80	165,94	0,00	25,00	1.415,00	9.290,00	30.100,00	11.070,00	8.098,79	3.456,00	8.162,79	0,00	74,00	74,00	213,00	213,00	586,00	0,00	0,00	0,00	0,00	14.184,00	14.184,00	388.850.000,00	351.050.000,00	4.666.000.000,00	1,00	0,00	0,00	0,00	16.132,00	16.132,00
1701	Westerveld	3	2.945,00	0,00	0,00	249,00	115,00	2.858,00	0,00	2,90	5,00	1.560,90	19.860,00	1.626,40	0,00	0,00	0,00	3.025,00	28,00	2.304,00	0,00	205,60	19,00	461,00	1.250,00	17.660,00	3.300,00	2.753,46	3.920,00	2.254,85	123,08	117,00	117,00	122,00	122,00	431,00	0,00	0,00	0,00	0,00	27.843,00	27.843,00	298.200.000,00	243.600.000,00	2.684.000.000,00	1,00	0,00	0,00	0,00	10.391,00	10.391,00
141	Almelo	4	8.115,00	7.097,00	7.097,00	2.430,33	801,00	12.544,00	0,00	0,00	2,00	8.528,50	73.949,00	2.469,06	0,00	0,00	0,00	13.917,00	3,00	9.515,10	4.108,64	4.165,60	196,00	12.178,00	101.640,00	82.300,00	111.840,00	22.522,43	2.114,00	56.342,45	6.869,97	157,00	157,00	424,00	424,00	231,00	0,00	10,00	0,00	0,00	6.710,00	6.710,00	1.492.750.000,00	1.423.450.000,00	7.392.400.000,00	1,00	0,00	0,00	0,00	34.715,00	34.715,00
147	Borne	4	2.620,00	1.224,00	0,00	265,00	151,00	2.964,00	0,00	0,00	1,00	1.649,00	24.524,00	1.069,56	0,00	0,00	0,00	5.145,00	3,00	1.537,60	0,00	263,20	50,00	1.317,00	14.220,00	22.920,00	16.010,00	3.927,96	419,00	13.242,60	213,00	21,00	21,00	129,00	129,00	19,00	0,00	0,00	0,00	0,00	2.597,00	2.597,00	262.500.000,00	246.750.000,00	3.044.000.000,00	1,00	0,00	0,00	0,00	10.510,00	10.510,00
148	Dalfsen	4	3.740,00	0,00	0,00	225,67	148,00	3.413,00	0,00	107,70	3,00	1.917,80	29.612,00	1.279,28	0,00	0,00	0,00	6.059,00	11,00	2.688,80	0,00	264,80	49,00	914,00	8.750,00	27.980,00	13.920,00	4.123,84	2.319,00	6.680,26	148,25	173,00	173,00	174,00	174,00	152,00	0,00	0,00	0,00	0,00	16.500,00	16.500,00	464.450.000,00	406.700.000,00	3.836.400.000,00	1,00	0,00	0,00	0,00	12.822,00	12.822,00
150	Deventer	4	12.790,00	8.739,00	8.234,00	2.664,33	903,00	19.132,00	0,00	0,00	2,00	9.999,90	102.781,00	2.654,14	0,00	0,00	0,00	19.502,00	8,00	7.871,90	1.831,20	3.997,60	228,00	13.952,00	136.940,00	111.330,00	148.760,00	22.095,54	2.888,00	89.953,87	6.283,48	127,00	127,00	470,00	470,00	385,00	0,00	35,00	0,00	0,00	13.049,00	13.049,00	1.611.050.000,00	1.545.600.000,00	12.268.800.000,00	1,00	0,00	0,00	0,00	48.001,00	48.001,00
1774	Dinkelland	4	3.630,00	0,00	0,00	191,00	108,00	2.872,00	0,00	0,00	5,00	1.547,20	26.743,00	1.263,42	0,00	0,00	0,00	4.851,00	13,00	2.175,70	0,00	196,80	44,00	693,00	6.420,00	22.680,00	9.320,00	2.965,73	1.961,00	5.418,16	210,30	165,00	165,00	165,00	165,00	112,00	0,00	6,00	0,00	0,00	17.571,00	17.571,00	509.600.000,00	423.850.000,00	3.147.600.000,00	1,00	0,00	0,00	0,00	11.528,00	11.528,00
153	Enschede	4	17.865,00	15.963,00	11.523,00	5.881,67	1.890,00	38.302,00	0,00	0,00	2,00	17.842,00	161.235,00	4.010,90	0,00	0,00	0,00	27.780,00	8,00	17.016,50	5.914,96	5.995,20	466,00	30.108,00	237.140,00	167.860,00	241.200,00	23.327,28	2.065,00	178.887,60	12.754,66	134,00	134,00	794,00	794,00	204,00	0,00	9,00	0,00	0,00	14.069,00	14.069,00	2.437.750.000,00	2.375.450.000,00	17.304.000.000,00	1,00	0,00	0,00	0,00	80.580,00	80.580,00
158	Haaksbergen	4	2.885,00	0,00	0,00	259,67	147,00	3.177,00	0,00	0,00	1,00	1.988,00	24.502,00	1.548,88	0,00	0,00	0,00	4.397,00	6,00	2.149,80	0,00	952,80	51,00	1.514,00	16.360,00	23.960,00	19.220,00	4.266,37	1.837,00	11.664,88	511,80	96,00	96,00	165,00	165,00	74,00	0,00	0,00	0,00	0,00	10.476,00	10.476,00	386.750.000,00	332.500.000,00	2.985.200.000,00	1,00	0,00	0,00	0,00	11.120,00	11.120,00
160	Hardenberg	4	7.190,00	1.013,00	0,00	789,67	438,00	7.470,00	0,00	0,00	8,00	5.027,90	62.509,00	1.699,46	0,00	0,00	0,00	12.924,00	25,00	7.059,10	1.112,72	3.132,00	174,00	2.375,00	32.840,00	61.720,00	45.190,00	10.410,61	5.282,00	16.133,62	2.640,58	308,00	308,00	376,00	376,00	521,00	0,00	0,00	0,00	0,00	31.194,00	31.194,00	1.184.400.000,00	1.064.350.000,00	6.156.400.000,00	1,00	0,00	0,00	0,00	27.721,00	27.721,00
163	Hellendoorn	4	3.880,00	1.341,00	0,00	377,33	237,00	4.340,00	0,00	0,00	2,00	2.992,10	36.261,00	1.637,34	0,00	0,00	0,00	6.955,00	9,00	3.593,90	1.217,06	1.136,80	99,00	1.281,00	31.490,00	36.520,00	36.170,00	4.445,23	1.704,00	13.329,49	378,83	115,00	115,00	217,00	217,00	108,00	0,00	0,00	0,00	0,00	13.792,00	13.792,00	493.500.000,00	458.500.000,00	4.378.000.000,00	1,00	0,00	0,00	0,00	16.079,00	16.079,00
164	Hengelo	4	10.105,00	6.759,00	0,00	2.110,00	793,00	16.094,00	0,00	0,00	1,00	8.553,90	82.311,00	2.899,34	0,00	0,00	0,00	14.434,00	4,00	5.298,90	3.488,38	4.375,20	215,00	12.122,00	108.550,00	88.680,00	114.420,00	13.831,66	1.039,00	76.754,52	3.989,63	52,00	52,00	490,00	490,00	104,00	0,00	0,00	0,00	0,00	6.079,00	6.079,00	1.366.050.000,00	1.323.700.000,00	9.169.600.000,00	1,00	0,00	0,00	0,00	40.461,00	40.461,00
1735	Hof van Twente	4	4.940,00	1.469,00	1.469,00	405,00	166,00	4.749,00	0,00	0,00	5,00	2.684,60	35.455,00	2.525,70	0,00	0,00	0,00	6.194,00	10,00	3.404,50	0,00	395,20	59,00	1.513,00	10.960,00	31.650,00	14.780,00	4.649,76	2.825,00	9.773,17	513,52	229,00	229,00	217,00	217,00	340,00	0,00	17,00	0,00	0,00	21.201,00	21.201,00	601.650.000,00	503.650.000,00	3.783.600.000,00	1,00	0,00	0,00	0,00	16.154,00	16.154,00
