CBS	Naam	Prov	vest	bo31	bo31hk	bo3_nw	doelgroep	ephh	groei_jong	groei_llvo	kernen500	lidr_w_nw	inwo	inw75+dr	wad1	wad3	wad2	jong	kernen	LOdr	ll_so	ll_vo	loonksub	nwmigr	cf.landelijk	cf.lokaal	cf.regionaal	oeverdhbftot	oeverbftot	oadw	goab	opbebnk	opbebnkbfnk	opbebk	opbebkbfk	biwa	buiwamax	histk40	histk65	histk4164	landbftot	land	WOZnwe70	WOZnwg70	WOZwe80	vast nieuw	Amsterdam	Den Haag	Rotterdam	woonr	woonrbfk
166	Kampen	4	6.400,00	4.545,00	3.052,00	809,33	474,00	7.495,00	0,00	0,00	1,00	5.106,03	56.177,00	1.277,38	0,00	0,00	0,00	12.604,00	12,00	5.462,30	1.563,58	3.368,80	124,00	3.831,00	58.590,00	57.150,00	66.700,00	20.649,27	5.833,00	34.969,31	1.644,66	115,00	115,00	280,00	285,60	2.140,00	0,00	36,00	0,00	0,00	14.039,00	14.039,00	952.350.000,00	873.950.000,00	6.273.600.000,00	1,00	0,00	0,00	0,00	23.968,00	24.447,36
168	Losser	4	2.530,00	0,00	0,00	268,00	190,00	2.802,00	0,00	0,00	3,00	2.090,81	23.376,00	1.199,44	0,00	0,00	0,00	4.225,00	7,00	2.942,40	83,04	400,80	65,00	1.116,00	6.860,00	19.580,00	8.180,00	3.512,74	1.497,00	8.054,78	788,01	72,00	72,00	123,00	123,00	90,00	0,00	0,00	0,00	0,00	9.872,00	9.872,00	287.700.000,00	240.450.000,00	2.914.800.000,00	1,00	0,00	0,00	0,00	10.488,00	10.488,00
173	Oldenzaal	4	3.810,00	2.091,00	2.091,00	455,00	286,00	5.119,00	0,00	0,00	1,00	3.054,89	31.794,00	1.969,36	0,00	0,00	0,00	5.838,00	3,00	3.190,60	823,68	2.728,00	77,00	2.695,00	27.680,00	33.260,00	30.410,00	4.736,51	327,00	22.323,18	1.093,69	22,00	22,00	219,00	219,00	40,00	0,00	8,00	0,00	0,00	2.155,00	2.155,00	563.150.000,00	545.300.000,00	4.188.400.000,00	1,00	0,00	0,00	0,00	14.982,00	14.982,00
1773	Olst-Wijhe	4	2.280,00	526,00	0,00	194,33	132,00	2.338,00	0,00	0,00	2,00	1.398,54	18.835,00	849,90	0,00	0,00	0,00	3.412,00	9,00	1.586,50	0,00	292,80	40,00	790,00	3.270,00	16.850,00	5.430,00	4.655,84	2.926,00	4.053,02	222,99	93,00	93,00	87,00	87,00	473,00	0,00	0,00	0,00	0,00	11.364,00	11.364,00	219.800.000,00	180.600.000,00	2.490.800.000,00	1,00	0,00	0,00	0,00	8.374,00	8.374,00
175	Ommen	4	2.530,00	0,00	0,00	211,00	136,00	2.501,00	0,00	0,00	1,00	1.320,11	19.031,00	930,14	0,00	0,00	0,00	3.731,00	16,00	2.166,90	1.486,86	1.012,80	69,00	743,00	9.370,00	18.320,00	13.320,00	2.878,54	2.753,00	4.654,59	329,72	125,00	125,00	108,00	108,00	241,00	0,00	5,00	0,00	0,00	17.960,00	17.960,00	405.300.000,00	362.950.000,00	2.620.000.000,00	1,00	0,00	0,00	0,00	9.091,00	9.091,00
177	Raalte	4	4.500,00	532,00	0,00	393,00	200,00	4.941,00	0,00	0,00	4,00	3.032,16	38.364,00	1.941,16	0,00	0,00	0,00	7.116,00	14,00	3.543,60	898,38	1.761,60	39,00	1.568,00	17.620,00	36.270,00	23.190,00	4.934,39	2.216,00	11.393,69	838,76	188,00	188,00	215,00	215,00	137,00	0,00	0,00	0,00	0,00	17.092,00	17.092,00	655.550.000,00	583.450.000,00	5.057.600.000,00	1,00	0,00	0,00	0,00	17.082,00	17.082,00
1742	Rijssen-Holten	4	4.340,00	1.782,00	1.782,00	318,00	239,00	3.915,00	0,00	0,00	2,00	2.748,68	38.675,00	1.417,50	0,00	0,00	0,00	8.965,00	8,00	4.022,50	542,52	2.661,60	90,00	2.272,00	30.010,00	39.900,00	35.630,00	3.794,56	926,00	17.738,21	990,66	70,00	70,00	251,00	251,00	26,00	0,00	8,00	0,00	0,00	9.412,00	9.412,00	662.200.000,00	626.850.000,00	4.686.000.000,00	1,00	0,00	0,00	0,00	16.111,00	16.111,00
180	Staphorst	4	2.340,00	660,00	0,00	124,00	86,00	1.711,00	0,00	0,00	2,00	1.074,27	17.739,00	261,66	0,00	0,00	0,00	4.671,00	6,00	1.916,10	0,00	316,00	31,00	512,00	7.820,00	16.720,00	11.860,00	3.382,03	2.587,00	2.362,28	471,50	88,00	88,00	131,00	131,00	173,00	0,00	0,00	0,00	0,00	13.396,00	13.396,00	407.400.000,00	355.950.000,00	1.729.200.000,00	1,00	0,00	0,00	0,00	6.472,00	6.472,00
1708	Steenwijkerland	4	6.110,00	1.650,00	1.650,00	678,33	485,00	6.899,00	0,00	0,00	10,00	4.410,92	45.472,00	2.202,68	0,00	0,00	0,00	8.330,00	35,00	4.612,80	651,42	1.165,60	194,00	2.222,00	21.010,00	44.910,00	31.570,00	22.510,47	15.890,00	12.478,65	1.669,80	162,00	162,00	281,00	281,00	3.344,00	0,00	27,00	0,00	0,00	28.815,00	28.815,00	686.700.000,00	608.300.000,00	5.306.400.000,00	1,00	0,00	0,00	0,00	21.702,00	21.702,00
183	Tubbergen	4	2.950,00	0,00	0,00	125,67	94,00	2.233,00	0,00	0,00	4,00	1.330,26	21.397,00	695,18	0,00	0,00	0,00	4.059,00	11,00	1.900,30	0,00	532,80	44,00	392,00	2.290,00	16.660,00	3.600,00	1.609,31	1.109,00	2.687,70	0,00	173,00	173,00	124,00	124,00	42,00	0,00	0,00	0,00	0,00	14.703,00	14.703,00	462.350.000,00	360.850.000,00	2.727.200.000,00	1,00	0,00	0,00	0,00	8.959,00	8.959,00
1700	Twenterand	4	3.575,00	1.038,00	0,00	405,67	417,00	3.694,00	0,00	0,00	4,00	3.325,69	34.073,00	1.170,62	0,00	0,00	0,00	7.140,00	9,00	4.662,70	225,72	742,40	116,00	989,00	11.050,00	33.250,00	16.190,00	8.025,89	2.547,00	8.787,36	1.543,78	83,00	83,00	233,00	233,00	207,00	0,00	0,00	0,00	0,00	10.606,00	10.606,00	470.050.000,00	406.700.000,00	3.703.200.000,00	1,00	0,00	0,00	0,00	14.335,00	14.335,00
189	Wierden	4	3.170,00	0,00	0,00	189,33	128,00	2.689,00	0,00	270,00	2,00	1.552,96	24.931,00	1.227,14	0,00	0,00	0,00	5.072,00	9,00	1.816,90	0,00	524,00	42,00	837,00	9.710,00	22.550,00	12.280,00	4.231,40	1.619,00	7.721,46	117,38	93,00	93,00	151,00	151,00	82,00	0,00	0,00	0,00	0,00	9.457,00	9.457,00	343.350.000,00	313.600.000,00	3.418.800.000,00	1,00	0,00	0,00	0,00	10.860,00	10.860,00
1896	Zwartewaterland	4	2.780,00	1.380,00	1.380,00	173,67	141,00	2.445,00	0,00	0,00	3,00	1.803,17	23.448,00	491,12	0,00	0,00	0,00	5.632,00	4,00	3.495,20	0,00	356,80	58,00	772,00	5.090,00	21.690,00	9.170,00	8.229,30	3.020,91	6.829,78	812,38	78,00	78,78	162,00	165,24	579,00	0,00	23,00	0,00	0,00	8.289,07	8.207,00	567.000.000,00	526.050.000,00	2.256.400.000,00	1,00	0,00	0,00	0,00	9.267,00	9.452,34
193	Zwolle	4	17.395,00	9.313,00	9.313,00	3.549,67	1.125,00	26.828,00	0,00	0,00	1,00	11.693,08	133.141,00	2.382,54	0,00	0,00	0,00	26.841,00	3,00	6.325,90	7.747,43	7.784,00	277,00	15.869,00	212.600,00	143.990,00	245.360,00	61.450,55	5.509,00	131.739,32	3.954,58	128,00	128,00	580,00	580,00	887,00	0,00	0,00	0,00	41,00	11.049,00	11.049,00	3.074.050.000,00	3.017.700.000,00	17.337.600.000,00	1,00	0,00	0,00	0,00	62.584,00	62.584,00
197	Aalten	5	3.105,00	996,00	0,00	278,33	217,00	3.639,00	0,00	0,00	3,00	2.682,33	27.308,00	1.441,52	0,00	0,00	0,00	5.062,00	11,00	3.109,20	120,78	1.204,00	64,00	1.177,00	12.950,00	27.180,00	19.820,00	2.695,63	958,00	9.865,59	682,86	113,00	113,00	168,00	168,00	52,00	0,00	5,00	0,00	0,00	9.653,00	9.653,00	390.250.000,00	359.450.000,00	3.172.000.000,00	1,00	0,00	0,00	0,00	12.632,00	12.632,00
200	Apeldoorn	5	21.620,00	11.306,00	0,00	3.489,00	1.512,00	28.617,00	0,00	0,00	5,00	14.470,27	168.211,00	7.513,34	0,00	0,00	0,00	31.015,00	25,00	15.708,90	5.122,70	8.456,80	249,00	18.639,00	246.900,00	172.860,00	254.680,00	12.154,19	2.465,00	144.269,92	7.695,45	191,00	191,00	869,00	869,00	132,00	0,00	0,00	0,00	0,00	33.983,00	33.983,00	2.875.600.000,00	2.744.350.000,00	23.131.200.000,00	1,00	0,00	0,00	0,00	80.061,00	80.061,00
202	Arnhem	5	25.245,00	18.048,00	18.048,00	7.002,33	1.895,00	41.522,00	0,00	0,00	1,00	18.443,08	167.632,00	1.690,08	0,00	0,00	0,00	30.091,00	6,00	13.066,80	7.147,02	6.996,00	408,00	38.340,00	309.040,00	189.380,00	327.440,00	39.734,26	2.384,61	192.538,34	12.523,82	50,00	50,00	642,00	648,42	388,00	0,00	18,00	0,00	0,00	9.863,66	9.766,00	2.554.650.000,00	2.523.150.000,00	21.367.600.000,00	1,00	0,00	0,00	0,00	83.134,00	83.965,34
203	Barneveld	5	9.710,00	920,00	0,00	565,00	388,00	6.724,00	69,20	0,00	8,00	3.507,00	62.592,00	1.524,48	0,00	0,00	0,00	15.929,00	19,00	6.110,80	2.424,76	3.880,80	108,00	3.688,00	35.680,00	60.330,00	41.240,00	4.428,85	1.250,00	25.340,89	3.133,95	253,00	253,00	395,00	395,00	81,00	0,00	0,00	0,00	0,00	17.585,00	17.585,00	1.533.350.000,00	1.473.850.000,00	8.953.600.000,00	1,00	0,00	0,00	0,00	28.063,00	28.063,00
1945	Berg en Dal	5	4.430,00	1.067,00	0,00	719,00	255,00	5.935,00	0,00	0,00	5,00	3.368,20	35.474,00	2.322,56	0,00	0,00	0,00	5.712,00	12,00	4.062,60	1.845,30	684,00	45,00	1.803,00	6.750,00	28.590,00	8.690,00	7.141,96	1.878,00	11.370,35	941,78	48,00	48,00	190,00	190,00	736,00	0,00	0,00	0,00	0,00	8.592,00	8.592,00	423.850.000,00	375.550.000,00	4.751.600.000,00	1,00	0,00	0,00	0,00	17.047,00	17.047,00
1859	Berkelland	5	5.455,00	1.204,00	524,00	497,33	362,00	5.946,00	0,00	0,00	5,00	3.896,31	43.933,00	2.955,02	0,00	0,00	0,00	7.338,00	24,00	4.536,70	2.170,30	1.063,20	150,00	1.561,00	13.570,00	42.870,00	21.870,00	5.858,63	3.470,00	13.471,14	645,77	270,00	270,00	276,00	276,00	220,00	0,00	5,00	0,00	0,00	25.801,00	25.801,00	775.600.000,00	650.650.000,00	5.685.200.000,00	1,00	0,00	0,00	0,00	20.693,00	20.693,00
209	Beuningen	5	3.355,00	0,00	0,00	370,00	153,00	3.510,00	0,00	0,00	3,00	1.859,68	26.725,00	834,50	0,00	0,00	0,00	4.911,00	5,00	2.187,50	154,44	0,00	30,00	1.687,00	9.680,00	23.180,00	11.320,00	8.592,41	1.514,00	11.965,56	711,27	35,00	35,00	144,00	144,00	431,00	0,00	0,00	0,00	0,00	4.278,00	4.278,00	277.900.000,00	264.950.000,00	3.604.000.000,00	1,00	0,00	0,00	0,00	11.812,00	11.812,00
1876	Bronckhorst	5	5.490,00	0,00	0,00	283,33	275,00	4.606,00	0,00	0,00	6,00	2.752,13	36.119,00	2.621,86	0,00	0,00	0,00	5.683,00	25,00	4.218,10	0,00	331,20	64,00	941,00	4.910,00	29.920,00	8.170,00	4.465,38	3.541,00	6.565,02	216,35	259,00	259,00	191,00	191,00	293,00	0,00	0,00	0,00	0,00	28.349,00	28.349,00	590.100.000,00	491.400.000,00	5.651.200.000,00	1,00	0,00	0,00	0,00	17.052,00	17.052,00
213	Brummen	5	2.640,00	509,00	0,00	229,00	183,00	2.876,00	0,00	0,00	2,00	1.809,66	21.286,00	1.497,84	0,00	0,00	0,00	3.455,00	7,00	2.471,40	328,70	0,00	57,00	1.447,00	4.640,00	20.470,00	6.930,00	3.400,35	1.358,00	8.275,20	732,34	59,00	59,00	124,00	124,00	140,00	0,00	0,00	0,00	0,00	8.361,00	8.361,00	262.850.000,00	241.850.000,00	3.014.400.000,00	1,00	0,00	0,00	0,00	10.344,00	10.344,00
214	Buren	5	4.545,00	0,00	0,00	184,67	135,00	3.322,00	0,00	0,00	7,00	1.767,45	27.773,00	855,62	0,00	0,00	0,00	5.156,00	20,00	3.632,70	0,00	0,00	26,00	948,00	1.250,00	20.830,00	1.960,00	8.101,17	3.614,16	3.530,86	986,82	118,00	130,98	168,00	183,12	941,00	0,00	6,00	0,00	0,00	14.820,72	13.352,00	401.800.000,00	357.000.000,00	3.908.800.000,00	1,00	0,00	0,00	0,00	11.653,00	12.701,77
216	Culemborg	5	4.195,00	1.899,00	1.899,00	443,67	181,00	4.432,00	0,00	0,00	1,00	2.202,62	29.944,00	912,36	0,00	0,00	0,00	6.024,00	1,00	2.285,60	499,92	3.176,80	56,00	4.521,00	18.020,00	32.200,00	20.400,00	26.235,65	1.520,19	20.325,07	1.283,99	23,00	29,90	165,00	196,35	190,00	0,00	17,00	0,00	0,00	3.714,75	2.925,00	395.150.000,00	381.500.000,00	4.074.800.000,00	1,00	0,00	0,00	0,00	13.523,00	16.092,37
221	Doesburg	5	1.255,00	1.178,00	1.178,00	240,67	133,00	2.047,00	0,00	0,00	2,00	1.278,31	11.079,00	799,26	0,00	0,00	0,00	1.628,00	2,00	1.632,10	0,00	0,00	29,00	1.246,00	3.360,00	11.570,00	5.240,00	5.175,90	605,00	4.492,76	488,62	10,00	10,00	55,00	55,00	137,00	0,00	18,00	0,00	0,00	1.158,00	1.158,00	104.300.000,00	99.400.000,00	1.292.400.000,00	1,00	0,00	0,00	0,00	5.459,00	5.459,00
222	Doetinchem	5	7.680,00	1.667,00	1.667,00	1.177,00	746,00	9.683,00	0,00	0,00	3,00	5.728,59	59.623,00	2.436,62	0,00	0,00	0,00	10.800,00	7,00	5.107,70	3.617,62	3.620,80	218,00	5.050,00	57.790,00	64.890,00	67.340,00	8.540,03	1.141,00	32.906,25	2.614,56	80,00	80,00	373,00	373,00	65,00	0,00	10,00	0,00	0,00	7.901,00	7.901,00	916.650.000,00	894.950.000,00	6.788.800.000,00	1,00	0,00	0,00	0,00	27.934,00	27.934,00
225	Druten	5	2.530,00	0,00	0,00	264,33	135,00	2.541,00	0,00	0,00	3,00	1.554,48	19.590,00	623,60	0,00	0,00	0,00	3.534,00	4,00	2.161,00	650,70	1.100,80	35,00	1.360,00	6.490,00	18.820,00	8.730,00	6.328,13	1.363,50	7.147,68	746,93	37,00	37,37	116,00	117,16	515,00	0,00	0,00	0,00	0,00	3.768,31	3.731,00	284.900.000,00	244.300.000,00	2.412.400.000,00	1,00	0,00	0,00	0,00	8.738,00	8.825,38
226	Duiven	5	2.975,00	0,00	0,00	394,67	187,00	3.191,00	0,00	0,00	1,00	1.937,40	24.872,00	801,68	0,00	0,00	0,00	4.336,00	6,00	2.162,80	0,00	1.429,60	38,00	1.887,00	14.330,00	24.850,00	17.370,00	5.951,19	840,00	12.758,47	797,52	61,00	61,00	141,00	141,00	129,00	0,00	0,00	0,00	0,00	3.390,00	3.390,00	609.350.000,00	606.550.000,00	3.051.200.000,00	1,00	0,00	0,00	0,00	10.914,00	10.914,00
228	Ede	5	17.120,00	3.234,00	0,00	1.692,33	879,00	18.850,00	0,00	0,00	6,00	8.351,66	123.532,00	3.577,08	0,00	0,00	0,00	26.294,00	23,00	9.496,80	2.811,74	3.766,40	182,00	12.258,00	138.340,00	125.480,00	142.130,00	6.750,02	1.741,00	88.860,77	5.610,68	309,00	309,00	602,00	602,00	50,00	0,00	0,00	0,00	0,00	31.812,00	31.812,00	2.421.650.000,00	2.264.500.000,00	17.166.800.000,00	1,00	0,00	0,00	0,00	54.449,00	54.449,00
230	Elburg	5	2.730,00	579,00	579,00	233,67	150,00	2.765,00	0,00	0,00	3,00	1.994,72	23.906,00	981,64	0,00	0,00	0,00	5.150,00	6,00	2.889,40	0,00	1.552,00	46,00	914,00	6.230,00	23.490,00	10.600,00	2.270,54	626,00	7.066,32	821,92	36,00	36,00	135,00	135,00	210,00	0,00	9,00	0,00	0,00	6.381,00	6.381,00	366.100.000,00	345.800.000,00	2.864.400.000,00	1,00	0,00	0,00	0,00	10.346,00	10.346,00
232	Epe	5	4.215,00	604,00	0,00	364,67	222,00	4.602,00	0,00	0,00	4,00	2.872,06	33.168,00	2.400,92	0,00	0,00	0,00	5.910,00	14,00	4.483,20	162,76	740,00	55,00	2.028,00	10.790,00	31.080,00	15.450,00	3.517,66	1.669,00	11.588,75	1.359,03	109,00	109,00	188,00	188,00	128,00	0,00	0,00	0,00	0,00	15.609,00	15.609,00	471.800.000,00	445.550.000,00	5.420.800.000,00	1,00	0,00	0,00	0,00	15.767,00	15.767,00
233	Ermelo	5	3.910,00	645,00	0,00	341,00	249,00	4.076,00	0,00	306,20	1,00	1.795,96	27.856,00	1.649,64	0,00	0,00	0,00	5.172,00	9,00	2.464,40	1.179,86	2.302,40	64,00	1.637,00	17.590,00	27.800,00	21.450,00	912,37	286,00	14.732,20	676,35	35,00	35,00	199,00	199,00	170,00	0,00	0,00	0,00	0,00	8.562,00	8.562,00	557.550.000,00	503.650.000,00	4.148.400.000,00	1,00	0,00	0,00	0,00	15.475,00	15.475,00
243	Harderwijk	5	6.510,00	1.443,00	1.443,00	801,33	331,00	7.452,00	0,00	0,00	1,00	3.858,56	49.387,00	1.458,78	0,00	0,00	0,00	10.044,00	2,00	5.281,30	1.546,80	3.014,40	91,00	6.213,00	48.760,00	51.880,00	52.700,00	7.714,48	754,00	35.763,24	2.880,31	29,00	29,00	269,00	269,00	936,00	0,00	19,00	0,00	0,00	3.891,00	3.891,00	876.750.000,00	855.050.000,00	6.776.800.000,00	1,00	0,00	0,00	0,00	22.227,00	22.227,00
244	Hattem	5	1.530,00	652,00	652,00	104,33	60,00	1.564,00	0,00	0,00	1,00	951,70	12.624,00	707,56	0,00	0,00	0,00	2.652,00	2,00	857,60	0,00	0,00	12,00	556,00	3.430,00	11.350,00	4.690,00	3.256,63	623,00	4.771,72	152,69	10,00	10,00	68,00	68,00	106,00	0,00	7,00	0,00	0,00	2.309,00	2.309,00	117.250.000,00	110.600.000,00	1.841.600.000,00	1,00	0,00	0,00	0,00	5.647,00	5.647,00
246	Heerde	5	2.205,00	0,00	0,00	157,00	108,00	2.175,00	0,00	0,00	2,00	1.485,39	19.226,00	1.202,44	0,00	0,00	0,00	3.663,00	9,00	2.427,40	89,96	768,00	29,00	670,00	4.270,00	17.770,00	6.720,00	3.612,35	1.511,00	5.267,43	561,72	49,00	49,00	110,00	110,00	188,00	0,00	0,00	0,00	0,00	7.854,00	7.854,00	206.150.000,00	189.350.000,00	2.756.400.000,00	1,00	0,00	0,00	0,00	8.401,00	8.401,00
252	Heumen	5	2.220,00	0,00	0,00	238,33	79,00	2.381,00	0,00	0,00	2,00	949,98	16.836,00	1.056,84	0,00	0,00	0,00	2.989,00	5,00	666,40	0,00	0,00	23,00	1.043,00	3.110,00	13.590,00	3.660,00	2.707,38	668,00	6.185,17	244,32	33,00	33,00	94,00	94,00	184,00	0,00	0,00	0,00	0,00	3.970,00	3.970,00	171.500.000,00	162.050.000,00	2.408.000.000,00	1,00	0,00	0,00	0,00	7.693,00	7.693,00
1705	Lingewaard	5	5.490,00	0,00	0,00	466,33	272,00	5.751,00	0,00	0,00	4,00	3.613,13	47.314,00	2.101,16	0,00	0,00	0,00	8.907,00	7,00	4.458,60	554,40	1.648,80	73,00	2.237,00	12.740,00	40.480,00	15.190,00	14.949,90	2.172,51	20.005,87	732,43	56,00	56,56	257,00	257,00	742,00	0,00	5,00	0,00	0,00	6.233,72	6.172,00	531.300.000,00	512.400.000,00	6.428.000.000,00	1,00	0,00	0,00	0,00	20.435,00	20.435,00
262	Lochem	5	5.225,00	1.361,00	1.361,00	402,00	207,00	4.807,00	0,00	0,00	5,00	2.231,23	34.289,00	2.970,66	0,00	0,00	0,00	5.769,00	18,00	2.401,10	461,18	820,00	43,00	1.884,00	10.130,00	29.380,00	14.230,00	4.458,81	2.808,00	10.318,80	580,02	188,00	188,00	193,00	193,00	302,00	0,00	7,00	0,00	0,00	21.292,00	21.292,00	523.950.000,00	442.050.000,00	5.819.600.000,00	1,00	0,00	0,00	0,00	17.198,00	17.198,00
263	Maasdriel	5	4.395,00	0,00	0,00	203,67	157,00	3.678,00	0,00	0,00	5,00	2.073,56	26.197,00	718,18	0,00	0,00	0,00	4.725,00	14,00	4.210,30	0,00	0,00	47,00	1.098,00	1.890,00	21.070,00	2.680,00	8.281,95	2.299,50	5.329,82	962,28	99,00	102,96	183,00	193,98	965,00	0,00	0,00	0,00	0,00	6.910,05	6.581,00	423.500.000,00	337.050.000,00	3.360.800.000,00	1,00	0,00	0,00	0,00	10.681,00	11.321,86
1955	Montferland	5	4.300,00	620,00	620,00	364,33	394,00	4.968,00	0,00	0,00	5,00	3.495,43	36.873,00	2.120,62	0,00	0,00	0,00	6.056,00	11,00	5.322,70	1.278,26	348,00	83,00	1.841,00	13.470,00	34.640,00	19.610,00	2.002,01	579,00	13.082,61	1.462,73	119,00	119,00	245,00	245,00	96,00	0,00	6,00	0,00	0,00	10.568,00	10.568,00	454.300.000,00	426.300.000,00	3.837.600.000,00	1,00	0,00	0,00	0,00	16.687,00	16.687,00
1740	Neder-Betuwe	5	3.455,00	0,00	0,00	222,00	176,00	2.736,00	0,00	0,00	4,00	2.195,31	25.708,00	412,52	0,00	0,00	0,00	6.458,00	12,00	3.249,20	229,12	1.118,40	25,00	909,00	2.180,00	21.510,00	3.310,00	7.696,70	1.973,92	4.405,91	1.634,96	82,00	85,28	144,00	151,20	757,00	0,00	0,00	0,00	0,00	6.228,56	5.989,00	349.650.000,00	331.450.000,00	2.723.600.000,00	1,00	0,00	0,00	0,00	9.516,00	9.991,80
267	Nijkerk	5	6.645,00	1.146,00	1.146,00	434,00	286,00	5.495,00	0,00	0,00	2,00	2.897,73	45.361,00	1.508,34	0,00	0,00	0,00	9.738,00	8,00	4.133,90	802,74	2.104,80	72,00	3.546,00	24.200,00	43.280,00	25.340,00	9.167,91	1.456,00	21.633,41	1.555,92	73,00	73,00	279,00	279,00	271,00	0,00	14,00	0,00	0,00	6.933,00	6.933,00	893.550.000,00	867.300.000,00	6.884.400.000,00	1,00	0,00	0,00	0,00	18.779,00	18.779,00
268	Nijmegen	5	24.305,00	16.196,00	14.335,00	6.779,00	1.727,00	57.284,00	0,00	0,00	1,00	19.565,55	187.049,00	2.238,06	0,00	0,00	0,00	29.521,00	2,00	8.225,10	5.236,22	10.866,40	325,00	29.073,00	354.400,00	214.240,00	373.430,00	57.448,68	1.768,00	222.367,82	9.148,55	40,00	40,40	740,00	740,00	516,00	0,00	20,00	0,00	0,00	5.247,00	5.247,00	3.523.100.000,00	3.434.550.000,00	25.821.600.000,00	1,00	0,00	0,00	0,00	91.284,00	91.284,00
302	Nunspeet	5	3.835,00	579,00	0,00	293,00	214,00	3.424,00	0,00	84,90	3,00	2.201,20	29.072,00	1.190,68	0,00	0,00	0,00	6.450,00	13,00	3.262,80	1.085,20	394,40	60,00	1.191,00	14.340,00	28.900,00	19.680,00	900,01	401,00	11.073,94	1.006,28	46,00	46,00	174,00	174,00	81,00	0,00	0,00	0,00	0,00	12.872,00	12.872,00	444.150.000,00	412.300.000,00	4.226.000.000,00	1,00	0,00	0,00	0,00	13.571,00	13.571,00
269	Oldebroek	5	2.970,00	0,00	0,00	272,67	170,00	2.539,00	0,00	0,00	4,00	1.917,01	24.281,00	709,14	0,00	0,00	0,00	5.261,00	11,00	3.751,90	0,00	219,20	60,00	798,00	6.220,00	21.400,00	8.950,00	2.370,86	965,00	6.730,37	872,42	63,00	63,00	142,00	142,00	111,00	0,00	0,00	0,00	0,00	9.772,00	9.772,00	340.200.000,00	316.750.000,00	2.858.800.000,00	1,00	0,00	0,00	0,00	10.213,00	10.213,00
1586	Oost Gelre	5	3.760,00	718,00	718,00	277,33	195,00	3.933,00	0,00	0,00	3,00	2.323,97	29.969,00	1.508,86	0,00	0,00	0,00	5.397,00	10,00	2.483,10	867,60	1.237,60	65,00	1.080,00	13.350,00	29.760,00	20.110,00	3.489,69	1.286,00	10.665,13	362,84	143,00	143,00	200,00	200,00	61,00	0,00	9,00	0,00	0,00	10.983,00	10.983,00	658.000.000,00	607.250.000,00	3.114.400.000,00	1,00	0,00	0,00	0,00	14.126,00	14.126,00
1509	Oude IJsselstreek	5	4.695,00	518,00	0,00	607,00	332,00	5.677,00	0,00	0,00	3,00	4.148,34	39.402,00	2.308,88	0,00	0,00	0,00	6.502,00	12,00	5.779,80	0,00	1.384,80	87,00	2.803,00	19.040,00	39.340,00	27.080,00	4.527,16	1.585,00	11.953,92	1.638,34	158,00	158,00	253,00	253,00	202,00	0,00	0,00	0,00	0,00	13.593,00	13.593,00	672.000.000,00	615.650.000,00	4.528.800.000,00	1,00	0,00	0,00	0,00	18.112,00	18.112,00
1734	Overbetuwe	5	6.835,00	676,00	0,00	548,33	304,00	5.747,00	0,00	505,10	6,00	3.292,82	48.919,00	1.815,86	0,00	0,00	0,00	9.986,00	11,00	4.048,10	477,48	2.559,20	65,00	2.935,00	13.020,00	40.750,00	15.640,00	12.827,50	3.007,78	16.821,39	762,43	123,00	124,23	287,00	289,87	630,00	0,00	0,00	0,00	0,00	10.987,79	10.879,00	1.023.050.000,00	973.350.000,00	6.547.200.000,00	1,00	0,00	0,00	0,00	20.716,00	20.923,16
273	Putten	5	3.745,00	704,00	0,00	176,67	172,00	2.906,00	0,00	0,00	1,00	1.640,42	24.978,00	1.196,32	0,00	0,00	0,00	5.176,00	8,00	3.532,20	0,00	379,20	60,00	1.064,00	13.390,00	25.170,00	17.230,00	1.775,58	622,00	10.967,35	616,34	95,00	95,00	138,00	138,00	231,00	0,00	0,00	0,00	0,00	8.519,00	8.519,00	339.850.000,00	312.200.000,00	4.067.600.000,00	1,00	0,00	0,00	0,00	11.947,00	11.947,00
274	Renkum	5	4.490,00	4.064,00	0,00	568,67	228,00	5.789,00	0,00	0,00	3,00	2.370,74	31.419,00	2.834,86	0,00	0,00	0,00	5.125,00	5,00	1.748,10	1.518,94	842,40	55,00	2.163,00	8.890,00	27.080,00	10.940,00	2.714,15	408,00	14.560,39	677,46	23,00	23,00	157,00	157,00	129,00	0,00	0,00	0,00	0,00	4.594,00	4.594,00	306.250.000,00	282.100.000,00	4.988.800.000,00	1,00	0,00	0,00	0,00	15.707,00	15.707,00
275	Rheden	5	5.430,00	5.119,00	0,00	910,67	463,00	9.095,00	0,00	0,00	4,00	4.673,09	43.661,00	3.495,34	0,00	0,00	0,00	7.235,00	8,00	4.343,90	358,38	1.417,60	88,00	3.856,00	13.530,00	40.730,00	17.680,00	5.968,83	1.151,00	32.118,59	2.047,22	22,00	22,00	225,00	225,00	277,00	0,00	0,00	0,00	0,00	8.157,00	8.157,00	428.750.000,00	418.950.000,00	5.998.000.000,00	1,00	0,00	0,00	0,00	21.909,00	21.909,00
