CBS	Naam	Prov	vest	bo31	bo31hk	bo3_nw	doelgroep	ephh	groei_jong	groei_llvo	kernen500	lidr_w_nw	inwo	inw75+dr	wad1	wad3	wad2	jong	kernen	LOdr	ll_so	ll_vo	loonksub	nwmigr	cf.landelijk	cf.lokaal	cf.regionaal	oeverdhbftot	oeverbftot	oadw	goab	opbebnk	opbebnkbfnk	opbebk	opbebkbfk	biwa	buiwamax	histk40	histk65	histk4164	landbftot	land	WOZnwe70	WOZnwg70	WOZwe80	vast nieuw	Amsterdam	Den Haag	Rotterdam	woonr	woonrbfk
85	Ooststellingwerf	2	3.215,00	0,00	0,00	531,33	244,00	3.982,00	0,00	0,00	5,00	2.699,78	25.824,00	1.554,56	0,00	0,00	0,00	4.437,00	19,00	3.057,60	138,60	1.043,20	64,00	882,00	6.890,00	25.410,00	10.930,00	5.572,30	4.879,00	6.012,55	806,12	145,00	145,00	167,00	167,00	285,00	0,00	0,00	0,00	0,00	22.326,00	22.326,00	320.250.000,00	270.900.000,00	2.822.400.000,00	1,00	0,00	0,00	0,00	12.397,00	12.397,00
86	Opsterland	2	3.880,00	652,00	0,00	488,00	207,00	3.946,00	0,00	0,00	5,00	2.671,27	30.059,00	1.447,46	0,00	0,00	0,00	5.657,00	23,00	3.044,10	736,98	332,00	70,00	1.000,00	5.610,00	26.610,00	9.520,00	7.905,61	5.987,00	5.846,54	793,62	151,00	151,00	171,00	171,00	324,00	0,00	0,00	0,00	0,00	22.440,00	22.440,00	379.050.000,00	310.100.000,00	3.394.800.000,00	1,00	0,00	0,00	0,00	13.789,00	13.789,00
88	Schiermonnikoog	2	185,00	0,00	0,00	6,33	5,00	306,00	0,00	0,00	1,00	62,20	972,00	93,68	972,00	0,00	0,00	108,00	1,00	42,80	0,00	14,40	1,00	35,00	10,00	970,00	40,00	83,87	353,00	449,48	0,00	3,00	3,00	12,00	12,00	43,00	10.000,00	0,00	0,00	0,00	4.048,00	4.048,00	23.800.000,00	23.800.000,00	422.800.000,00	1,00	0,00	0,00	0,00	1.383,00	1.383,00
90	Smallingerland	2	6.270,00	1.709,00	0,00	1.627,67	841,00	9.826,00	0,00	0,00	4,00	6.227,48	56.661,00	2.852,34	0,00	0,00	0,00	10.911,00	10,00	6.243,90	4.101,36	3.759,20	148,00	4.337,00	63.870,00	61.560,00	76.240,00	25.047,95	5.578,00	36.143,76	2.608,20	85,00	85,00	361,00	361,00	918,00	0,00	0,00	0,00	0,00	11.700,00	11.700,00	1.033.200.000,00	970.900.000,00	5.975.200.000,00	1,00	0,00	0,00	0,00	26.793,00	26.793,00
1900	Súdwest-Fryslân	2	12.660,00	6.774,00	6.250,00	2.024,33	555,00	15.042,00	0,00	0,00	12,00	9.080,36	90.421,00	5.073,74	0,00	0,00	0,00	17.012,00	65,00	9.067,90	2.671,78	4.019,20	188,00	4.524,00	53.230,00	89.990,00	79.940,00	36.477,44	22.113,00	38.178,32	2.930,04	306,00	333,54	602,00	638,12	5.321,00	10.000,00	80,00	0,00	0,00	56.453,76	52.272,00	1.805.300.000,00	1.659.700.000,00	10.230.000.000,00	1,00	0,00	0,00	0,00	44.653,00	47.332,18
93	Terschelling	2	1.030,00	513,00	0,00	20,33	12,00	1.298,00	0,00	0,00	3,00	303,77	4.898,00	323,12	2.500,00	0,00	2.398,00	702,00	7,00	620,20	0,00	82,40	6,00	106,00	230,00	4.900,00	4.290,00	430,75	766,00	1.046,71	64,65	6,00	6,00	45,00	45,00	187,00	10.000,00	0,00	0,00	0,00	8.523,00	8.523,00	119.700.000,00	119.700.000,00	1.364.800.000,00	1,00	0,00	0,00	0,00	4.057,00	4.057,00
737	Tytsjerksteradiel	2	3.720,00	846,00	0,00	564,33	231,00	4.434,00	0,00	0,00	7,00	2.948,86	32.595,00	1.988,30	0,00	0,00	0,00	6.364,00	24,00	2.980,50	0,00	1.016,00	80,00	1.318,00	8.420,00	29.190,00	12.180,00	12.222,12	6.036,00	7.457,67	1.766,53	96,00	96,00	200,00	200,00	1.288,00	0,00	0,00	0,00	0,00	14.852,00	14.852,00	348.950.000,00	294.000.000,00	3.391.600.000,00	1,00	0,00	0,00	0,00	15.066,00	15.066,00
96	Vlieland	2	295,00	0,00	0,00	8,00	7,00	440,00	0,00	0,00	1,00	183,64	1.255,00	49,70	1.255,00	0,00	0,00	123,00	2,00	114,50	0,00	14,40	1,00	39,00	20,00	1.250,00	990,00	126,25	400,97	264,40	3,45	1,00	1,01	12,00	12,00	69,00	10.000,00	0,00	0,00	0,00	3.956,17	3.917,00	30.450.000,00	30.450.000,00	461.600.000,00	1,00	0,00	0,00	0,00	1.191,00	1.191,00
1949	Waadhoeke	2	5.740,00	2.975,00	1.787,00	956,67	296,00	7.250,00	0,00	0,00	11,00	4.891,34	46.911,00	2.260,34	0,00	0,00	0,00	8.631,00	34,00	5.258,90	310,86	1.404,80	67,00	2.051,00	11.110,00	41.290,00	19.710,00	13.020,55	7.840,80	10.416,25	1.909,07	177,00	191,16	306,00	324,36	404,00	2.648,00	22,00	0,00	0,00	30.812,40	28.530,00	547.050.000,00	458.150.000,00	4.182.000.000,00	1,00	0,00	0,00	0,00	21.837,00	23.147,22
98	Weststellingwerf	2	3.500,00	1.042,00	0,00	425,33	196,00	3.977,00	0,00	0,00	2,00	2.915,79	26.487,00	1.656,78	0,00	0,00	0,00	4.794,00	20,00	3.521,30	97,02	870,40	81,00	1.142,00	12.150,00	26.400,00	19.200,00	8.838,66	7.623,00	8.670,40	787,69	155,00	155,00	162,00	162,00	836,00	0,00	0,00	0,00	0,00	22.008,00	22.008,00	364.000.000,00	310.450.000,00	2.859.600.000,00	1,00	0,00	0,00	0,00	12.404,00	12.404,00
1680	Aa en Hunze	3	3.280,00	0,00	0,00	308,33	153,00	3.333,00	0,00	0,00	5,00	1.696,23	25.845,00	1.785,30	0,00	0,00	0,00	4.326,00	33,00	1.835,50	0,00	197,60	34,00	835,00	2.390,00	20.940,00	3.630,00	3.138,88	3.387,00	3.752,01	293,41	104,00	104,00	179,00	179,00	287,00	0,00	0,00	0,00	0,00	27.601,00	27.601,00	319.900.000,00	269.850.000,00	3.242.000.000,00	1,00	0,00	0,00	0,00	13.258,00	13.258,00
106	Assen	3	6.925,00	3.666,00	3.666,00	1.902,67	786,00	13.174,00	0,00	0,00	1,00	6.903,71	69.701,00	2.846,94	0,00	0,00	0,00	12.945,00	3,00	4.309,90	2.614,32	3.758,40	143,00	6.788,00	91.550,00	76.670,00	105.140,00	16.128,54	1.931,00	54.742,40	2.791,78	46,00	46,00	369,00	369,00	165,00	0,00	11,00	0,00	0,00	8.180,00	8.180,00	938.350.000,00	922.950.000,00	7.419.200.000,00	1,00	0,00	0,00	0,00	34.214,00	34.214,00
1681	Borger-Odoorn	3	3.205,00	2.246,00	0,00	385,67	208,00	3.357,00	0,00	0,00	6,00	2.392,76	26.014,00	1.520,16	0,00	0,00	0,00	4.401,00	37,00	2.708,60	0,00	159,20	59,00	702,00	2.420,00	21.850,00	4.230,00	5.237,44	5.595,00	3.329,99	676,74	113,00	113,00	175,00	175,00	304,00	0,00	0,00	0,00	0,00	27.486,00	27.486,00	434.700.000,00	379.050.000,00	2.861.200.000,00	1,00	0,00	0,00	0,00	12.566,00	12.566,00
109	Coevorden	3	4.330,00	917,00	917,00	688,00	266,00	5.141,00	0,00	0,00	8,00	3.373,88	35.725,00	2.211,50	0,00	0,00	0,00	6.037,00	26,00	4.217,50	112,86	1.042,40	68,00	1.725,00	13.440,00	33.250,00	20.280,00	5.466,81	4.586,00	9.057,64	1.999,08	180,00	180,00	245,00	245,00	355,00	0,00	9,00	0,00	0,00	29.614,00	29.614,00	577.850.000,00	516.950.000,00	3.814.800.000,00	1,00	0,00	0,00	0,00	17.830,00	17.830,00
1690	De Wolden	3	3.745,00	0,00	0,00	225,33	104,00	2.991,00	0,00	0,00	5,00	1.588,07	24.580,00	1.450,20	0,00	0,00	0,00	4.393,00	22,00	2.162,00	0,00	0,00	31,00	654,00	3.070,00	20.800,00	6.580,00	3.052,68	2.811,00	3.586,28	229,91	160,00	160,00	134,00	134,00	204,00	0,00	0,00	0,00	0,00	22.430,00	22.430,00	338.100.000,00	283.850.000,00	3.325.200.000,00	1,00	0,00	0,00	0,00	11.385,00	11.385,00
114	Emmen	3	11.295,00	4.532,00	0,00	3.091,33	1.361,00	18.116,00	0,00	0,00	11,00	12.992,29	109.346,00	5.727,24	0,00	0,00	0,00	18.791,00	30,00	16.025,40	3.107,40	4.326,40	373,00	7.110,00	94.080,00	113.360,00	123.660,00	42.140,45	13.344,00	44.353,12	6.893,48	218,00	218,00	713,00	713,00	1.002,00	0,00	0,00	0,00	0,00	33.623,00	33.623,00	1.478.400.000,00	1.418.200.000,00	10.065.200.000,00	1,00	0,00	0,00	0,00	51.157,00	51.157,00
118	Hoogeveen	3	6.110,00	1.516,00	0,00	1.144,00	602,00	9.059,00	0,00	0,00	4,00	6.469,26	56.591,00	2.922,54	0,00	0,00	0,00	10.793,00	17,00	8.360,90	1.769,94	2.689,60	158,00	3.726,00	55.250,00	60.020,00	69.050,00	15.153,69	3.461,00	31.887,24	3.556,10	101,00	101,00	355,00	355,00	166,00	0,00	0,00	0,00	0,00	12.759,00	12.759,00	920.850.000,00	848.750.000,00	5.496.000.000,00	1,00	0,00	0,00	0,00	26.180,00	26.180,00
119	Meppel	3	4.095,00	2.928,00	2.928,00	665,67	304,00	6.473,00	0,00	0,00	2,00	3.279,93	35.810,00	1.358,40	0,00	0,00	0,00	6.767,00	6,00	2.849,00	974,00	2.603,20	85,00	2.826,00	33.170,00	39.070,00	43.020,00	11.572,48	1.843,00	22.085,83	922,28	48,00	48,00	199,00	199,00	155,00	0,00	17,00	0,00	0,00	5.548,00	5.548,00	572.250.000,00	555.800.000,00	3.975.200.000,00	1,00	0,00	0,00	0,00	16.963,00	16.963,00
1731	Midden-Drenthe	3	4.245,00	1.001,00	0,00	473,67	289,00	4.516,00	0,00	0,00	6,00	2.590,30	34.092,00	1.940,48	0,00	0,00	0,00	5.882,00	30,00	2.530,80	0,00	456,00	39,00	1.110,00	8.760,00	31.400,00	13.870,00	5.103,75	5.178,00	6.785,58	479,44	195,00	195,00	231,00	231,00	528,00	0,00	0,00	0,00	0,00	34.060,00	34.060,00	599.200.000,00	502.250.000,00	3.987.600.000,00	1,00	0,00	0,00	0,00	16.796,00	16.796,00
1699	Noordenveld	3	3.905,00	0,00	0,00	450,00	207,00	4.725,00	0,00	43,50	3,00	2.601,87	31.686,00	2.720,84	0,00	0,00	0,00	5.496,00	18,00	2.261,40	504,90	523,20	62,00	1.237,00	12.400,00	29.060,00	14.680,00	7.348,48	4.663,00	10.738,26	513,51	100,00	100,00	200,00	200,00	628,00	0,00	0,00	0,00	0,00	19.901,00	19.901,00	615.650.000,00	576.100.000,00	4.365.600.000,00	1,00	0,00	0,00	0,00	15.473,00	15.473,00
1730	Tynaarlo	3	4.625,00	0,00	0,00	444,00	178,00	4.424,00	0,00	0,00	5,00	1.827,11	34.736,00	2.253,84	0,00	0,00	0,00	7.021,00	21,00	1.086,40	165,94	0,00	35,00	1.515,00	9.050,00	30.100,00	10.770,00	8.132,50	3.456,00	8.182,53	0,00	74,00	74,00	213,00	213,00	586,00	0,00	0,00	0,00	0,00	14.184,00	14.184,00	405.650.000,00	359.100.000,00	4.949.600.000,00	1,00	0,00	0,00	0,00	16.171,00	16.171,00
1701	Westerveld	3	2.945,00	0,00	0,00	249,00	125,00	2.885,00	0,00	2,90	5,00	1.589,79	20.003,00	1.728,82	0,00	0,00	0,00	3.028,00	28,00	2.289,70	0,00	205,60	38,00	568,00	1.230,00	17.790,00	3.280,00	2.773,28	3.920,00	2.254,41	140,06	117,00	117,00	122,00	122,00	431,00	0,00	0,00	0,00	0,00	27.843,00	27.843,00	300.650.000,00	245.700.000,00	2.850.400.000,00	1,00	0,00	0,00	0,00	10.389,00	10.389,00
141	Almelo	4	8.115,00	7.097,00	7.097,00	2.430,33	903,00	12.772,00	0,00	0,00	2,00	8.696,23	74.317,00	2.739,98	0,00	0,00	0,00	13.729,00	3,00	9.478,30	4.108,64	4.165,60	253,00	12.488,00	101.980,00	82.750,00	112.670,00	22.634,51	2.114,00	56.473,91	7.129,55	157,00	157,00	424,00	424,00	231,00	0,00	10,00	0,00	0,00	6.710,00	6.710,00	1.613.850.000,00	1.530.200.000,00	7.789.600.000,00	1,00	0,00	0,00	0,00	34.796,00	34.796,00
147	Borne	4	2.620,00	1.224,00	0,00	265,00	163,00	3.013,00	0,00	0,00	1,00	1.689,12	24.639,00	1.179,66	0,00	0,00	0,00	5.112,00	3,00	1.526,10	0,00	263,20	51,00	1.402,00	14.250,00	23.010,00	16.100,00	3.946,38	419,00	13.240,08	226,45	21,00	21,00	129,00	129,00	19,00	0,00	0,00	0,00	0,00	2.597,00	2.597,00	269.150.000,00	251.300.000,00	3.279.600.000,00	1,00	0,00	0,00	0,00	10.508,00	10.508,00
148	Dalfsen	4	3.740,00	0,00	0,00	225,67	153,00	3.506,00	0,00	107,70	3,00	1.960,23	29.683,00	1.377,02	0,00	0,00	0,00	5.955,00	11,00	2.681,70	0,00	264,80	55,00	991,00	8.670,00	28.040,00	13.920,00	4.133,73	2.319,00	6.683,39	226,39	173,00	173,00	174,00	174,00	152,00	0,00	0,00	0,00	0,00	16.500,00	16.500,00	470.750.000,00	417.200.000,00	4.186.800.000,00	1,00	0,00	0,00	0,00	12.828,00	12.828,00
150	Deventer	4	12.790,00	8.739,00	8.234,00	2.664,33	981,00	19.514,00	0,00	0,00	2,00	10.195,11	103.405,00	2.909,70	0,00	0,00	0,00	19.282,00	8,00	7.809,50	1.831,20	3.997,60	280,00	14.450,00	137.060,00	111.870,00	149.100,00	22.229,69	2.888,00	90.060,69	5.885,31	127,00	127,00	470,00	470,00	385,00	0,00	35,00	0,00	0,00	13.049,00	13.049,00	1.717.800.000,00	1.648.850.000,00	13.045.200.000,00	1,00	0,00	0,00	0,00	48.058,00	48.058,00
1774	Dinkelland	4	3.630,00	0,00	0,00	191,00	120,00	2.932,00	0,00	0,00	5,00	1.583,50	26.739,00	1.349,66	0,00	0,00	0,00	4.832,00	13,00	2.176,10	0,00	196,80	57,00	710,00	6.260,00	22.630,00	9.180,00	2.965,29	1.961,00	5.408,76	183,02	165,00	165,00	165,00	165,00	112,00	0,00	6,00	0,00	0,00	17.571,00	17.571,00	532.350.000,00	443.450.000,00	3.464.800.000,00	1,00	0,00	0,00	0,00	11.508,00	11.508,00
153	Enschede	4	17.865,00	15.963,00	11.523,00	5.881,67	1.983,00	39.277,00	0,00	0,00	2,00	18.091,42	161.738,00	4.428,72	0,00	0,00	0,00	27.521,00	8,00	16.966,20	5.914,96	5.995,20	503,00	30.929,00	236.800,00	168.360,00	241.480,00	23.400,05	2.065,00	179.089,62	12.159,49	134,00	134,00	794,00	794,00	204,00	0,00	9,00	0,00	0,00	14.069,00	14.069,00	2.669.450.000,00	2.543.100.000,00	18.131.200.000,00	1,00	0,00	0,00	0,00	80.671,00	80.671,00
158	Haaksbergen	4	2.885,00	0,00	0,00	259,67	160,00	3.163,00	0,00	0,00	1,00	2.024,45	24.359,00	1.691,46	0,00	0,00	0,00	4.337,00	6,00	2.164,10	0,00	952,80	57,00	1.574,00	16.080,00	23.800,00	18.990,00	4.241,47	1.837,00	11.687,96	514,84	96,00	96,00	165,00	165,00	74,00	0,00	0,00	0,00	0,00	10.476,00	10.476,00	426.300.000,00	366.450.000,00	3.104.400.000,00	1,00	0,00	0,00	0,00	11.142,00	11.142,00
160	Hardenberg	4	7.190,00	1.013,00	0,00	789,67	459,00	7.534,00	0,00	0,00	8,00	5.128,55	62.932,00	1.944,08	0,00	0,00	0,00	12.780,00	25,00	7.016,80	1.112,72	3.132,00	205,00	2.603,00	33.060,00	62.180,00	45.590,00	10.481,06	5.282,00	16.128,97	2.388,92	308,00	308,00	376,00	376,00	521,00	0,00	0,00	0,00	0,00	31.194,00	31.194,00	1.276.800.000,00	1.162.000.000,00	6.771.600.000,00	1,00	0,00	0,00	0,00	27.713,00	27.713,00
163	Hellendoorn	4	3.880,00	1.341,00	0,00	377,33	278,00	4.383,00	0,00	0,00	2,00	3.045,35	36.264,00	1.764,16	0,00	0,00	0,00	6.848,00	9,00	3.593,60	1.217,06	1.136,80	117,00	1.356,00	31.340,00	36.520,00	36.070,00	4.445,60	1.704,00	13.322,86	345,95	115,00	115,00	217,00	217,00	108,00	0,00	0,00	0,00	0,00	13.792,00	13.792,00	524.650.000,00	477.400.000,00	4.826.800.000,00	1,00	0,00	0,00	0,00	16.071,00	16.071,00
164	Hengelo	4	10.105,00	6.759,00	0,00	2.110,00	865,00	16.408,00	0,00	0,00	1,00	8.725,65	83.058,00	3.127,52	0,00	0,00	0,00	14.437,00	4,00	5.224,20	3.488,38	4.375,20	258,00	12.753,00	109.510,00	89.480,00	115.770,00	13.957,18	1.039,00	76.792,46	4.193,34	52,00	52,00	490,00	490,00	104,00	0,00	0,00	0,00	0,00	6.079,00	6.079,00	1.450.050.000,00	1.405.250.000,00	9.725.200.000,00	1,00	0,00	0,00	0,00	40.481,00	40.481,00
1735	Hof van Twente	4	4.940,00	1.469,00	1.469,00	405,00	186,00	4.838,00	0,00	0,00	5,00	2.738,23	35.446,00	2.641,24	0,00	0,00	0,00	6.139,00	10,00	3.405,40	0,00	395,20	78,00	1.611,00	10.740,00	31.560,00	14.600,00	4.648,57	2.825,00	9.773,78	553,63	229,00	229,00	217,00	217,00	340,00	0,00	17,00	0,00	0,00	21.201,00	21.201,00	686.000.000,00	572.600.000,00	4.212.800.000,00	1,00	0,00	0,00	0,00	16.155,00	16.155,00
