;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
57;Rijssen-Holten;9510316.44609391;4639183.47557516;9646039.671268491;15334697.020157984;13180695.262590015;4317920.61861852;6651078.107883905;12138827.639845872;10782542.818708872;0.0;-6433256.943146969;-8655586.588708878;71112495.70626974
58;Staphorst;3862289.519638537;1696543.4557800293;3238958.388456877;6459497.785603899;5838627.697038086;1739537.251763163;2785091.667849249;4692619.199913893;6516495.476234167;0.0;-2908099.356382872;-4019448.0758409346;29902127.929302994
59;Steenwijkerland;10643501.016777065;9248523.141166106;13823770.649954079;20575850.343466595;15726127.087154973;5882600.110794367;6802441.912074963;13285386.829993632;18836329.073539995;0.0;-7528716.197207014;-9947324.940333277;97348548.8720566
60;Tubbergen;4339984.502416859;1957684.0574791199;3910466.4264763063;6329742.736009141;7328939.185205293;2321935.9238536553;2668439.6990228207;4885080.091421252;8213967.79978076;0.0;-3594991.0116971605;-5445642.824372432;32915623.650860395
61;Twenterand;7390751.02375525;6179896.182306322;8262308.054797125;15017598.345172672;11611634.625952788;3727545.5093914475;4856091.498849922;8696704.93414974;9839090.559446678;0.0;-5673839.492093472;-6606928.791858555;63300895.825317524
62;Wierden;5494263.196752688;2699350.705360209;5576433.443691778;7886395.0999427205;8528688.920741994;2619934.1362594166;3171033.359620439;6457685.242936039;7692521.064812047;0.0;-4146759.1974032503;-5501220.493335332;40478345.63755543
63;Zwartewaterland;4993832.548561463;2853703.368122903;4378580.123487474;8831213.78267842;7874091.394294149;2534858.755511553;3199010.911531555;6436527.397780545;7841757.599175418;0.0;-3872305.4267465416;-5541651.656410676;39529642.43093325
64;Zwolle;40591807.002516046;34414601.052971855;37180833.16959794;62615948.62082539;46264010.182846315;18769696.298565246;25560263.114427775;54248053.182638764;33572702.38100673;0.0;-21987936.97497306;-35097941.44150482;296132193.4284381
65;Aalten;6391405.484758881;3987769.173175607;8268100.241971286;12337806.436911132;9483094.385214245;3259950.292439127;3820179.0029367306;7680417.951856482;8955088.479720892;0.0;-4560206.7219354175;-5666718.978063722;53956921.557718925
66;Apeldoorn;48498398.92527064;35489671.10076235;53720255.593152136;73808814.05761865;58648141.75367035;23190045.585888825;27609728.739577655;62228611.34203303;44931145.459918454;0.0;-27867911.26684608;-41824562.011637084;358432531.91216284
67;Arnhem;56250331.614524625;65990990.16072169;52721813.79478732;89673864.51351535;58731037.30956153;29366143.182477657;31426756.318719592;71472491.39761028;40016207.03873505;0.0;-27577976.359120335;-38506055.60940688;429565848.193933
68;Barneveld;14357423.664176485;6947335.769575281;12163410.866189657;20512006.266193934;21129396.777953383;7522244.127364271;11766550.632909922;17035258.77272881;19729750.12908146;0.0;-10194670.258919977;-17910974.718403503;103057779.3426521
69;Berg en Dal;7581656.09182937;7515477.185783476;10490328.893260764;14325592.68101291;12291777.65420247;4392735.802147915;5465634.152106663;8353666.485979871;8858476.013615433;0.0;-5881320.483854354;-7540588.809238249;65853480.99103973
70;Berkelland;9854289.61018594;7305369.452660036;13428068.844614182;17751073.301286627;15354425.40017621;5189885.4296264;6965385.757082587;11485631.483412463;16898419.208174963;0.0;-7378784.676653054;-10273640.732976204;86580175.82899943
71;Beuningen;6032638.175654809;3864194.036736279;5360387.513703354;9048965.973217988;9132528.177708156;3212893.535693361;2786133.7809431846;6800945.103297654;6513927.712005984;0.0;-4414650.308052858;-5530300.641093254;42807688.8838678
72;Bronckhorst;7567890.139823654;4393264.003372941;10357560.01838069;12721237.337710727;12599303.20127031;4291596.665178243;4149319.852216246;8437171.594045954;14140440.910924397;0.0;-6070796.231459188;-9019179.860862149;63567845.90943785
73;Brummen;4690830.093035766;3395175.755870116;6199332.055270779;7347692.92131612;7365832.946227289;2596326.0217913515;2505043.4840057706;5083845.493814581;6239331.285530234;0.0;-3515229.4616047484;-4783382.896773155;37124820.01254014
74;Buren;5559601.299818226;2561114.3076870297;5684792.233191276;8513047.202122208;9349012.9328206;3386863.9690269083;3087094.646439295;6134103.515506984;10625744.546787405;0.0;-4569461.752748665;-6312664.732854182;44019272.71382239
75;Culemborg;7731593.647442067;5072455.44004161;6362225.2010346055;11027717.240487957;10292871.417351866;4209911.570021788;5793352.049414091;9043985.813695928;8595273.04207923;0.0;-4946730.517026774;-6419051.090250878;56763634.39255183
76;Doesburg;2661467.8275958872;2754462.8071081247;3626063.001344565;5490468.914903971;3895658.0205027675;1663596.4684346654;1238377.0689667051;3439974.2922284934;2805475.5167234573;0.0;-1857064.2568046772;-2156249.7294685766;23562247.684427038
77;Doetinchem;15399386.794743534;14064886.094514377;17086836.179523297;27801602.732690543;20579128.45461086;7657059.327140238;11360077.399987908;19552399.320822556;15485056.70209727;0.0;-9851729.25202241;-13027092.892382517;126107689.0651932
78;Druten;4391637.694510041;3021315.574249101;4205080.466549488;7014415.510996566;6687244.508197832;2469616.334473763;3202193.179799526;4922965.746977677;5137291.9595619;0.0;-3227145.553463391;-4258098.148807124;33566537.42276764
79;Duiven;6102261.157401685;4526853.294241923;5556585.016259056;9910489.505233333;8668657.859702058;2995418.240884245;3437869.499278995;7117795.663850704;6610163.012076443;0.0;-4197746.010247636;-6613499.348217228;44114876.205755115
80;Ede;32726299.041440755;18843047.412502423;29944333.58353723;45676722.893616274;41959527.94063019;15849376.992700435;19070607.77521707;40591264.01708687;33400775.442967992;0.0;-20190441.470769044;-31059478.463967256;226812146.9959215
81;Elburg;5248147.502966871;3279191.662372961;5587366.783627463;9441454.24046853;8217924.000559284;2714117.698537661;3701893.648833826;6297726.307941518;5981137.011759614;0.0;-3994808.3971001143;-5260694.590005255;41213482.18296332
82;Epe;7661303.5677366685;4877945.045437483;10654167.494890366;13083323.590878572;11666072.925742865;4169487.385441439;4437935.969578801;8601710.765787708;10251706.43739395;0.0;-5596265.49533676;-8300205.95817126;61507220.17730444
83;Ermelo;6690327.249833963;4135450.0581357256;7712239.507380174;8740719.489077898;9870922.591618463;3415059.46279978;4987849.524871159;7911786.226302204;8540027.413787656;0.0;-4586793.904203178;-7471559.733210256;49946049.98908892
84;Harderwijk;13434287.883360306;9003530.433325456;12236539.772362484;20290682.11199721;17099913.17022413;6712124.60398156;8848457.947145024;16580436.138957102;11886985.152129881;0.0;-8221329.142951212;-11748396.04673662;96123285.60092042
85;Hattem;2713771.001081639;1345771.1789288383;2923136.7345934887;4651527.211102628;4297307.920274968;1415998.1410268918;1360103.444772586;3316781.1559614805;2960676.6065820367;0.0;-2070939.6349861366;-2627200.7135156067;20286946.258686155
86;Heerde;4137056.4022600045;2176716.1847797;5235226.508763392;6797439.760268266;6575699.017259071;2096116.1039811037;2709788.0440534055;4675664.482476234;5521312.202665386;0.0;-3193154.344900467;-4088242.778653518;32643640.84073259
87;Heumen;3850328.3246367956;2383224.049697814;3846601.435818549;4822071.017488542;5969148.9334558435;2109558.4388931934;1743777.014857732;4085914.6517703566;4300737.563681743;0.0;-2890094.1122268224;-3664220.4270416237;26557060.094031952
88;Lingewaard;10340633.578733083;6173073.470092619;10353408.232685853;17102342.177260507;16283514.941831993;5349666.649886535;6148426.717527784;11751792.634545214;10918683.713563895;0.0;-7902619.493043744;-9886329.958356204;76632642.82626341
89;Lochem;7686054.02262506;4586888.529503335;10742799.801718596;10644951.712148955;12054768.510915302;4407927.1628259495;4612106.013242604;8906773.367478011;12696613.478909366;0.0;-5732903.4239345575;-9047516.43921594;61558492.2478099
90;Maasdriel;5304316.574360198;2979199.788904113;5276979.94116774;8686801.7693587;8753868.609805798;3145993.402502223;2735505.480211338;5707339.657350721;9327686.79219464;0.0;-4291642.516939708;-5764302.94589135;41861772.53489356
91;Montferland;8315395.496167891;5455868.583374231;11174417.604268998;15903244.684805745;12681303.609233694;4514297.8014636915;4769501.486750677;9793218.676774003;11035067.886400843;0.0;-6118249.305564801;-7149280.910291051;70374834.16012387
92;Neder-Betuwe;5145014.1029964555;3108686.9407164287;4652977.755306786;10217031.201880027;8469585.883956727;2786104.7169136107;4153708.9886664255;5660513.702818995;7566101.741664585;0.0;-4212217.514020347;-4861757.368836088;42685779.23811724
93;Nijkerk;10519340.675389526;5525491.953077198;9500651.240749486;14616463.464291787;15280310.43191771;5201218.32770907;6790279.429384791;12629756.27342063;12110194.890860815;0.0;-7456358.673409766;-11911165.680674618;72806219.76470064
94;Nijmegen;59051423.85831359;63957304.76351886;58405430.15965718;96650455.94012532;64128757.793760814;29307064.259102926;30414579.53224742;77766152.0662705;44308819.75904958;0.0;-30137749.960415084;-46579464.49620845;447273042.7953951
95;Nunspeet;6677917.494995238;3820656.6312942686;7531239.780637337;10755640.172318066;9901094.82603646;3257719.663973232;4687394.185510495;7985313.1170256855;8350910.513064009;0.0;-4749177.648780675;-6851195.060574378;51367541.43420801
96;Oldebroek;5222128.753025079;3485698.6621070774;5747267.063466874;9839120.265393846;8245598.818215935;2715554.0542735094;3147087.025915307;5964542.630913384;6850428.575708522;0.0;-4026780.3259138633;-5165782.273672565;42024891.28431939
97;Oost Gelre;6856003.733323836;3706019.13550597;7753470.1234924905;10875373.029699247;10377254.437656417;3424971.2199754193;4514512.95426094;8424744.77376076;10317265.928690182;0.0;-4981394.818291235;-7218915.953640591;54049334.259205945
98;Oude IJsselstreek;9421464.820496226;7501244.239684772;12820832.083750917;19106601.20840774;13745122.1110265;4891799.392276708;5471643.903454613;10973236.512396934;12172220.294030445;0.0;-6627780.890124741;-8826781.732980981;80649659.60585156
99;Overbetuwe;10676947.543516587;6512928.583329345;9357599.819883846;16146752.055002471;16666573.937244289;5715200.418321043;7104612.551282576;11901408.990117427;13194807.325723171;0.0;-8121879.616126625;-11221339.912666306;77933656.02642587
100;Putten;5804631.693695448;2820854.271778489;6768525.988712167;8772225.216320539;8665142.92169481;2861218.453668006;3051588.141481965;6911879.5380429;7485931.761220252;0.0;-4139186.8975215615;-6421724.669535825;42581109.208470345
101;Renkum;7109309.020151757;6207531.850279329;9942445.122522755;11287379.277173134;11121336.706981618;4075070.5928048203;4681871.650486561;7821939.0700712055;6981276.8811353;0.0;-5276714.47914123;-7422960.858329726;56528519.08302709
102;Rheden;10438969.420985475;10197202.112652373;15663393.414442867;19848270.78139163;15486128.058492621;6245026.357992161;6030457.170409878;11008798.702344906;11112212.074348697;0.0;-7308951.253364556;-9164546.533865282;89557025.25698097
103;Rozendaal;375925.9118823058;56241.37497555474;304145.43251548713;259435.0412048455;602353.292715336;281050.45941162494;582836.3800312647;377467.7731623771;617333.8226947272;0.0;-295487.9336142382;-521558.4149436724;2639743.5486663436
