;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
111;Wijchen;10259195.233127303;7465480.249889055;11203693.846214835;16656022.527807245;14440604.407625848;4997024.146051308;5544350.587071635;12589695.413773159;11698915.606744934;0.0;-6957424.635522977;-9724708.628664706;78172894.96401404
112;Winterswijk;7604799.489580942;6301754.257006343;10127909.87410643;14158442.913901782;10306705.582554061;3789324.7345361793;4811940.398550296;9239848.445962507;10334325.026292963;0.0;-4899861.397109815;-6576335.456099603;65198894.88273092
113;Zaltbommel;6652201.29577637;3991297.504959201;6078568.369274289;11006923.389933975;10358280.603648033;4026445.370571649;5556365.565452963;7781387.365147424;10594158.718795532;0.0;-5083440.79442992;-7393118.792703384;53569099.546462156
114;Zevenaar;10713921.767788239;9317871.092732262;14464539.947731985;21376680.662693102;15744259.493310397;5932184.136013806;6155344.05786309;12524473.58131792;12888374.244754696;0.0;-7544510.206110865;-9862753.77095374;91710450.50737543
115;Zutphen;13479905.410550032;15033212.131839778;15761925.767169805;24189393.561253842;17215510.835910175;6898757.3643499;8791927.9011259;17826025.792316176;12296627.017020252;0.0;-8125398.297439419;-11025312.322113268;112342644.8162514
116;Amersfoort;49781026.50496822;33806611.488549076;36918298.13152909;62812125.15664;56313156.17935619;24969743.19850552;30667678.34151214;63060198.29840161;38603866.19023159;0.0;-26927044.002240647;-43176654.462157376;326829156.40964305
117;Baarn;6068329.820129065;3679515.9337586346;6919673.128103096;7882708.684787624;8921410.2258394;3546034.257917974;3333051.1969249984;6357700.520409732;6341606.856715328;0.0;-4188826.233047625;-6862869.942735629;41998357.538128786
118;Bunnik;3366704.031567521;1391020.9150525522;2783748.3314282447;3273478.3981522666;5516015.013730594;1940468.83976843;1700738.550474694;3480139.231895414;3862869.5947786737;0.0;-2684346.1786573604;-4450267.25448336;20180576.814630717
119;Bunschoten;5093403.759339078;2187613.597564343;4146052.213138589;6776697.581734434;7695231.146199711;2520994.94590638;2890808.1573947677;5704637.5448299;5541045.1551956395;0.0;-3768737.614961557;-5719966.110649324;33067797.436343662
120;De Bilt;10422295.821165273;5896743.241758073;10995550.737652846;13053217.745239755;15377124.31589431;5976114.926754928;6991493.247711429;11038276.864774877;10763674.29919495;0.0;-7350545.843231806;-13068946.060679503;70095034.17591599
121;De Ronde Venen;10278186.820169516;4883216.153945618;9542750.026045512;12793945.444463203;15764112.375153933;5944566.37456752;5495590.523913743;10513926.693144016;18774326.557512976;0.0;-7633284.913673818;-13081543.74204834;73275827.95267232
