;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
122;Eemnes;2093987.5748726819;923030.7483760855;1654683.039499345;2535379.18813304;3314917.3956854204;1208482.1039381372;1045534.5337702626;2156050.2147978246;2543801.6334683425;0.0;-1607659.7165809067;-2680829.601595716;13187384.019291565
123;Houten;12838437.848456338;5408706.956535865;6911618.569940433;13883964.210105406;17484667.16579034;6278443.260527914;7356763.083193774;14811227.782169098;13130520.537605997;0.0;-8472289.657129731;-13820543.405736092;75811547.07568638
124;IJsselstein;8575438.90730141;5117516.128819819;6858003.878713829;11094321.199877566;11656379.149306111;4732177.336298989;4638649.570003195;9238548.993030282;8212855.0265901275;0.0;-5609891.563863384;-7287864.8881945545;57226165.55423072
125;Leusden;7360511.654982868;3348666.433963494;6398723.074232634;8250142.10392515;10906617.401656423;3754647.778851118;3331079.668802357;8297468.525024986;6841189.216838976;0.0;-5270705.178566569;-8007611.735885355;45210749.26947724
126;Lopik;3096853.387391531;1572668.3326444412;2680891.664138935;3809145.5875480217;5020564.975505079;1644136.4649950576;1774011.5451716532;3186377.0798705304;7099489.4211545875;0.0;-2462911.905917984;-3605853.4933356782;23815382.973459817
127;Montfoort;2929206.6341109322;1348103.7264330722;2769870.130977803;3781403.4094490125;4781761.449959172;1641117.1075929464;1547654.3252913707;3330877.2897375226;4431549.4445849145;0.0;-2333099.8322872226;-3287114.5011955504;20941339.381563924
128;Nieuwegein;18710965.613279242;12917874.234105438;16478726.529881427;25430347.336900335;23052581.701666974;10412710.588903734;10605978.77048623;20131176.816819597;17335110.756777298;0.0;-10958818.984053751;-18124430.993494168;125992295.34024636
129;Oudewater;2152293.2476149336;1039706.3699989312;2293953.7793878634;2836190.140660651;3531581.8270687056;1211606.899579504;1096595.4991708503;2706325.9038469987;4703357.318482924;0.0;-1713854.3677138519;-2373423.4009724995;17484341.153104514
130;Renswoude;1162969.218758809;414780.051554548;681037.1299877628;1637237.3264831363;1946105.775239068;644539.3503629542;709816.4128229282;1269804.1343084807;1724019.9234845391;0.0;-962619.336501314;-1593552.2651696326;7634141.695001762
131;Rhenen;4529959.195297264;2833325.147474784;5110195.323292246;7549796.172853412;6998086.25407399;2588728.1866901102;2606283.6237586476;5024494.031061026;5522563.129447764;0.0;-3405096.3100727564;-4432093.440992034;34926263.20215648
132;Soest;12062049.725852046;6738270.26699819;12181490.982107118;15314396.031938;16585599.608959038;6664662.363631654;6585739.418967887;13020779.549374077;11036995.081760468;0.0;-7946006.386418938;-12569787.155303666;79674231.20998572
133;Stichtse Vecht;15535718.025299206;7818123.746678401;13846287.606110614;20302875.562813595;22869322.240980178;8942789.464816058;9196069.787330624;16229221.374571115;20409453.316953167;0.0;-11016606.295320047;-16528621.030689735;107604690.16090368
134;Utrecht;133283337.7210768;89617482.18419808;95196185.13087592;143267924.0363038;131140806.37635674;70480793.98093061;66543353.09368005;170731332.75304216;109832693.54282147;0.0;-61630919.951688625;-119043604.07099725;829419727.7124326
135;Utrechtse Heuvelrug;11628591.807633612;6585240.309291376;13235911.400769372;13629822.47555316;17801291.33792465;6534261.253223981;6891394.950508679;12822829.838612478;12843668.169460721;0.0;-8446829.740229122;-14029814.29237543;79496401.51380174
136;Veenendaal;19866681.3627401;12424088.735436847;17928413.554429196;30469107.88350329;23843122.211911645;9870819.051131614;12246282.739952922;23824989.56455931;16890453.90398732;0.0;-11477899.778196592;-16398994.837505847;139487144.76717526
137;Vijfheerenlanden;14191715.488539446;8512269.952758573;13740955.64319507;21223089.872124027;20656515.384318445;7901184.8633686425;8618337.751278933;15516920.766131205;19191925.711305663;0.0;-10058676.943275405;-14173620.087310674;105320677.70215188
138;Wijk bij Duurstede;5420170.194453015;2810560.720561241;4404728.14098982;7099095.031096304;8310451.965654912;2962519.3404427413;2897337.3515069145;6398037.798382965;5950903.566768842;0.0;-4019149.2910378836;-5151222.8272780115;37083451.23359281
139;Woerden;12859846.952667136;6816369.656320504;10734669.60658982;15905897.580177683;18430429.644767147;6965833.056214128;8816851.942850307;14539854.623787837;20839080.615900252;0.0;-8918340.689941952;-12941800.418002965;94048733.94834545
140;Woudenberg;3181139.229999141;1294289.2382140884;2477498.4110753085;4149070.465697711;4906699.270048739;1621950.5938650453;1740042.5811463792;3451782.7063791184;3386129.230453196;0.0;-2404957.0959290178;-3241310.690212046;20562344.231379658
141;Zeist;17975164.29255025;12364815.347406857;17322458.184637986;24208573.884553455;23481063.246940088;9950341.011149673;13664972.209936503;20083881.247040134;14294118.149917671;0.0;-11160320.822603635;-19876264.107191272;122308867.0439308
142;Aalsmeer;7490311.99009954;2994067.6103930976;6524827.8465589;9580463.526022168;11328030.89092508;4157245.260577049;3576585.2798011717;7692252.847800851;12466606.797293916;0.0;-5538034.300221588;-10532273.351248477;49740110.648654036
143;Alkmaar;32533676.185748897;25951793.158740938;32089600.766603015;48618115.44140542;39703912.11421164;17836411.207104772;18644288.735674575;39757261.749962114;36073785.26553433;0.0;-18732133.433222014;-30308181.028093662;242168669.47646692
144;Amstelveen;28852983.324595094;12171870.719704533;22082856.297296837;31747154.738778185;33342744.35542812;17380699.30968607;16275256.47217084;27729804.079182196;27830878.621997193;0.0;-15814963.025587836;-31363728.247764233;170235646.4691863
145;Amsterdam;386992406.54356813;368765138.0096715;272523761.1541474;386477679.6993213;341290588.58802825;249631922.61039746;167176479.7902227;451460592.2705967;448895447.5637987;104290428.4249;-153784092.09966063;-346058560.5112107;2677663028.349525
146;Bergen (NH.);6477292.889100074;3316353.9157793447;10392387.767432941;7294100.8319286285;11092051.63037245;4280970.688660365;3785742.2980662254;6900984.822305098;8699611.099108297;0.0;-5048098.409795902;-11153697.39670002;46037721.904814005
147;Beverwijk;11949480.968826417;9126160.931987096;10513070.141572861;17078257.870726116;15135774.39686007;7223941.7259339;6613306.167197403;12618161.708442701;12933041.276857536;0.0;-7154068.989567494;-10952420.31575067;85084759.85569955
148;Blaricum;2802490.4712346196;1124315.5647570328;2263232.8449876076;2785987.7680730633;4317224.540215882;1716541.8476124054;2428025.0521191424;2733973.640610104;2991716.9354328034;0.0;-2092068.1244612294;-4661882.657179457;16409564.438964142
149;Bloemendaal;5126860.881570068;1914554.4693252863;5576551.024517207;4185881.421530636;8325653.1805688115;2922211.9398568952;3187467.761872013;5213910.21925162;5547916.460372538;0.0;-4006921.83124189;-9168642.755732717;28825451.622467462
150;Castricum;8168677.539551743;3943821.0271352236;9068290.58518641;8754019.517157467;12693513.41058682;4347684.838785785;4659740.658712475;8906588.506774804;8859618.260748833;0.0;-6087767.493215747;-9103698.28114794;54210511.939378
151;Den Helder;15753252.105091007;16288709.89942819;20585211.256543703;29620811.468995895;20417994.24833207;8487746.629521275;9329245.50071824;17953467.412827898;16706372.923501683;0.0;-9470251.376276024;-12238942.775542941;133433707.19637045
152;Diemen;9748337.768871758;4749840.936815644;4292070.490918977;8223921.540306723;11778537.855726415;6588201.21971845;4829312.111448412;7588202.172493764;11447559.806721332;0.0;-5491469.453100198;-9744841.57003903;54009700.56207846
153;Dijk en Waard;24459460.90886963;13167657.778434386;22228909.579741415;32381843.6281288;30741398.41397666;11255723.589372061;13101876.400851827;30391055.79209025;21453546.32864617;0.0;-14904938.51707608;-19948904.333252657;164327705.39616352
154;Drechterland;4289329.38335525;2094813.9468215862;4578235.355966452;6546094.533844518;7025583.39136171;2375183.397571438;2200802.6103993845;4609091.402892301;7411480.748712184;0.0;-3414476.278323089;-4288351.709029598;33427805.478853833
155;Edam-Volendam;8436951.305846998;3445271.527508158;8603228.479267448;10110748.907232868;12744466.724968454;4399526.907483089;4512993.9796463605;10308076.743347269;14082805.574064339;0.0;-6157279.764794959;-8684851.444584833;61801965.92345163
156;Enkhuizen;4619271.163424828;3501567.8758959942;5467997.5410130005;8813592.233959945;6650848.991135622;2577761.7951842044;2862038.678644902;6883804.881306538;7480739.014477508;0.0;-3163227.1036608117;-4340199.203126909;41354222.82047724
157;Gooise Meren;15515590.788025359;8202952.367743106;14284001.580557624;18412897.024791878;21193703.26970284;8679017.228067834;8848105.41415814;18085790.76038367;16341315.0455685;0.0;-10107084.284633834;-17271092.76257945;102185242.19148424
158;Haarlem;52592053.91396013;34151819.25911395;43070837.20680774;66354654.44629262;59125667.79774204;29940302.426365092;30193178.727471974;65415132.22230072;52904781.40544599;0.0;-27703738.95897297;-50994665.35155916;355050213.7942263
159;Haarlemmermeer;43555017.19909117;20825900.568147417;29032044.879279528;48112678.630828686;55927434.76892853;24255696.668542296;25250928.59325579;45097040.721947215;47612810.591355935;0.0;-27185160.656025533;-50687083.79189515;261797429.88025105
160;Heemskerk;10486026.86096774;7557903.127419941;11334215.288260339;14143609.841758788;13879643.46242194;5695027.634138549;7014680.667411752;11165491.935794601;9590342.251532868;0.0;-6604670.794018675;-8699931.182730706;75562381.62884152
161;Heemstede;6542498.993158554;2702827.7902347716;7389148.21796249;6590175.342965389;9789332.945221405;3669845.8181337146;3581142.0054480806;6828716.958076218;6422971.820014138;0.0;-4652799.708747161;-8900342.261845727;39963534.80375075
162;Heiloo;5640301.124874394;2892057.827917482;6873666.191157533;6363584.89427596;8507595.351231907;2881264.9676021743;2259509.103232888;6339516.635862278;5640480.74431512;0.0;-4073419.1125527713;-6608631.3957596915;36715943.12865503
163;Hilversum;27835544.837949544;20597435.601019423;25966446.95294551;38788032.80214821;33108595.905483812;15880740.28629661;18629226.783831734;31033045.844138883;25079202.55558945;0.0;-15635236.115464479;-27842936.525403332;193440209.79223755
164;Hollands Kroon;10664740.232091697;6664401.7935686;12506109.474899352;20111517.06012638;17059944.9692126;6224740.342008369;6688510.811014879;11583068.106216028;20931366.2606504;0.0;-8279665.289004633;-13337183.356261719;90817610.4995421
165;Hoorn;21493375.18201505;15877052.295924025;21002988.439154923;34232704.72586768;26363307.852628704;11147959.707678406;14629242.461973988;27005651.48673135;21680173.711121894;0.0;-12598638.596443428;-16895528.788601406;163938382.9769911
166;Huizen;10880198.149181724;7108913.555751473;11762131.612536546;15333994.68002702;14541250.332636638;6041201.882636793;6171387.912983492;11910550.28901907;9627925.105611732;0.0;-6909687.292370296;-10166960.341259833;76300950.92358005
167;Koggenland;4883493.8344940385;2340420.501200919;4718060.099828728;6368536.995934381;8056178.672868582;2889769.6448310697;2427641.7938542347;5150507.109876665;9232799.594820626;0.0;-3937744.5587655515;-5242371.574703725;36887309.38933923
168;Landsmeer;2624267.8551176977;1392454.556889644;2368164.476187432;3136480.705927549;4030497.432207097;1506074.5828841685;1515406.8767897403;2530087.3550991854;4341073.283438544;0.0;-1960581.0569736331;-3064789.4258692805;18419145.26078541
169;Laren;2598041.621700005;1051983.295227406;4077733.917306185;2379041.3313331692;4143343.2775688428;1604771.7548397824;1692527.4329177646;2674410.842360453;2946519.546347223;0.0;-1961753.5530049247;-5211864.713446749;15994760.69803287
170;Medemblik;10170469.494984813;6095398.396760915;11371787.585815977;17450748.45851568;15936146.451159092;5638480.135497874;5437020.124995318;12293344.03510516;19204930.69744023;0.0;-7710167.160543655;-11291247.245970195;84596961.33911142
171;Oostzaan;2128012.43691122;1108211.4567771223;2082067.3210092746;2804942.61574529;3354832.1523224018;1203023.8832875765;999292.2490133827;2096524.2152400026;4125711.775293055;0.0;-1628094.649424708;-2536445.9707459826;15738085.787815204
172;Opmeer;2581881.8636655184;1177444.2331941135;2884125.1632406763;3903144.8360950896;4188379.692118653;1346033.4565710754;1274482.4708020967;2861922.248743179;4471260.016177016;0.0;-2040143.2950089253;-2795383.4586628787;19853158.31287978
173;Ouder-Amstel;3397491.7169076726;1942661.411228886;2544027.8811345682;4099196.466572524;4976877.639929221;2273013.6404517456;1981785.075787503;3051882.5373390773;5563461.795305894;0.0;-2391222.140998859;-5075085.719288071;22364102.45687134
174;Purmerend;27000369.61787186;16810524.79276606;26433519.219261333;37962843.79236611;33066746.081392825;14851119.863487637;15057337.979557687;30141327.31204248;25320200.166655675;0.0;-15743608.259771585;-22197234.514072932;188703256.51334772
175;Schagen;10710329.259609234;6110416.306576066;13475181.746854858;16284691.729734384;16925385.256669227;6468909.827678265;7127566.510329397;12239527.96158288;17793629.705135576;0.0;-7947848.880655976;-11284709.674283795;87903126.53714077
176;Stede Broec;5305847.507803089;3000627.56531695;6553483.11198673;9610310.615858141;7649967.602980976;2594087.3588424595;3824757.6410297053;6321988.570392061;6544876.056079887;0.0;-3708102.8138071345;-4291342.834624471;43406528.07825644
177;Texel;3356950.615205567;1720150.4780513241;4862964.501859213;4519466.697954589;5426602.074346869;2520839.194005581;2070137.9712992855;3485921.762897773;8898931.295964994;2882671.1528735356;-2341474.8048864673;-5712062.047623141;31691111.491807763
178;Uitgeest;2949723.539293377;1626790.6899244103;1894458.8352420717;3674119.2457439485;4660994.065350054;1580371.43786716;1351506.137442327;3123144.9796549818;3356693.7293495894;0.0;-2256552.5845202613;-3117261.0753371017;18843999.16709669
179;Uithoorn;8048774.081634266;4157384.282213765;6061772.041402396;10168861.126855664;10903443.520877924;4656531.321061761;5455291.380683111;7830897.52221019;10502416.263450064;0.0;-5266517.692266948;-8818230.851529073;53700651.927129716
180;Velsen;18243796.535222422;13677342.962326288;19346299.515503574;27939134.325287525;24207583.199007828;9537927.104613137;10457450.779526291;21190008.682423174;18005208.896977514;0.0;-11522287.1336356;-18109584.489803772;132972961.23269549
181;Waterland;3742571.690995251;2061496.3140381887;4246195.394569476;5091292.347433518;6082221.6465756465;2306532.7062935783;2000048.0146261705;4346541.450220578;6838436.896167092;0.0;-2949497.8069724664;-3891684.759644929;29874168.527862024
182;Wijdemeren;5232881.284636643;2248335.4130405895;5951848.460145773;6546917.381141584;8671383.631498499;3230676.124664175;2451795.8238197886;5382532.990275584;8379196.511185924;0.0;-4130368.9252331154;-7315566.290309921;36649650.75646305
183;Wormerland;3773568.536250839;2278464.88990758;4436397.851775059;5660796.028572223;5773257.983686938;2239415.185796695;1857664.9555569482;3720766.0796159334;6214572.95556191;0.0;-2782500.8561281813;-3955307.5816254555;29217114.078069165
184;Zaanstad;49016047.862458676;35538599.26490639;45426091.56939247;74370417.83370794;55760884.007957116;27137570.985651527;29149411.13594838;56080368.85901148;50342050.03707819;0.0;-26735927.13587985;-38927747.23869093;357157977.96928054
185;Zandvoort;4208518.417766547;3984730.330916495;5489306.035630665;6867137.2845740495;6432212.482173212;2932220.0072470815;1976056.5925464816;4074527.5012409175;4720710.111923437;0.0;-2938275.342827561;-5496666.541817376;32250500.698673915
186;Alblasserdam;4717903.526589708;3861224.6477545714;5172886.831370142;8632085.306227831;7018477.058503743;2619412.6929115234;2628212.75469367;4900931.537032156;6431613.9409863455;0.0;-3409618.793817719;-5037040.90246956;37536114.908662185
187;Albrandswaard;6175202.827788451;3849989.2891784366;3445292.8924287898;6558568.425295387;9073868.63212976;3439898.8902980713;3062604.104473627;5912913.455162464;6647917.071255295;0.0;-4414782.991189498;-6153435.707480265;37598053.815074906
188;Alphen aan den Rijn;30235964.837029643;17583709.68979771;26893025.18039059;40299410.30382784;39813875.785581365;15957859.735838192;17578040.529649362;34326972.925548606;38731482.1375469;0.0;-19125422.151256245;-27124949.507445045;215170079.7905418
189;Barendrecht;12983312.000560177;5466662.337905966;8717526.56946969;13318708.609607581;16792225.786151152;6987368.006208686;9682417.472953994;13187387.836959088;15839246.73201986;0.0;-8175983.130480228;-12189158.649939386;82609746.40177417
190;Bodegraven-Reeuwijk;8173141.095716485;3862501.749626753;7307134.2603443405;9792146.508426066;12549734.63403421;4812907.650058933;4097822.898186248;8382073.663667934;16598307.982371837;0.0;-6081570.0139564155;-8914602.188241445;60579624.36307082
191;Capelle aan den IJssel;19873732.88584785;17877421.31067792;17746526.429359667;29011225.144721616;23864209.220926013;12313442.353401363;11991377.24810281;18768053.624159664;22656548.60103816;0.0;-11314922.814929256;-14063685.18572177;148724020.13247493
192;Delft;33936077.23457784;28418708.2654141;25738797.8056586;36683162.644081324;38789900.792084135;20980570.59220095;17096871.981187712;36793810.22830564;41805039.585203886;0.0;-17769346.60495967;-27529641.692400813;234944073.32492986
193;Dordrecht;37770743.58485549;38172977.83869277;37578090.659827925;55798747.024247855;43050383.79917128;20570146.054306716;22927921.04795877;46739323.17191917;39373684.991876855;0.0;-20340128.149071548;-28167928.218700312;293474121.4804577
194;Goeree-Overflakkee;11034906.040284973;6589593.068583822;13299112.019526567;17411451.937604353;18418045.16912901;7072882.78117487;7878826.232490198;12290285.991947614;20939277.435382213;0.0;-8641296.600933725;-13503976.386760388;92789158.08786413
195;Gorinchem;10759595.700172389;9406665.24262668;10638845.850486748;17894066.352591846;13519249.41934608;6053572.917357944;9254239.092241792;12957548.726039972;12513545.343473008;0.0;-6442196.328576885;-9353249.916966014;87201935.07904114
196;Gouda;22088027.022837274;17169809.764338747;20195370.116805926;30077237.155425098;26600997.894809186;12213595.948201876;16070545.2393633;26508778.77641136;36678538.62474382;0.0;-12615388.539984383;-16233808.276673153;178753790.48380437
197;Hardinxveld-Giessendam;4122091.156095992;2311941.5788287525;4035385.5253985412;7318184.694175935;6396126.676742422;2103247.461151909;2544290.2548566023;4670014.316171396;6121894.104699078;0.0;-3129057.216715619;-4180294.8966794396;32313844.120974794
198;Hendrik-Ido-Ambacht;7820835.074641704;3923787.826417387;5164297.297083782;9738253.313404595;11039138.865626939;3930536.369654032;3969492.3521361407;8401102.163778974;8796758.05717291;0.0;-5390634.78446392;-6434166.561754811;50959424.45054217
199;Hillegom;5193602.155188728;3016203.475768223;5389423.230391212;7776323.423939355;7848036.8399404;2889808.6851961627;2770869.095010097;5516056.067344092;6892264.734649128;0.0;-3760865.1401878563;-5630326.36819626;37901420.10497437
200;Hoeksche Waard;19246495.083087917;10279692.395696493;20850007.818916168;27677385.992642794;31029260.25573998;10802667.52613246;11309475.096749905;20756351.34159062;28694511.28713531;0.0;-15034750.589049308;-20880546.45929152;144730629.09494397
201;Kaag en Braassem;6218647.082213718;3206602.5577988205;6148446.241491906;8588996.656631108;9906409.300632132;3739563.436433967;2970731.9274749123;6556178.631467768;10813262.045522854;0.0;-4785961.771749126;-7260016.56197834;46102883.98727958
202;Katwijk;17039367.67325554;9783864.52215703;16099285.736884266;24608090.800202645;23045346.705024973;8081808.352234563;9730325.336057201;20404240.218832888;15388734.81003467;0.0;-11156635.834129559;-14908214.708849594;118116279.4712453
203;Krimpen aan den IJssel;7051687.25802644;5649005.451529143;8613407.542582164;11931657.223040404;10242787.331818659;3963761.2617799547;4143548.501906455;7072800.071610119;9728660.011329416;0.0;-4941903.758828709;-6166322.433154192;57289125.93457386
204;Krimpenerwaard;12370100.935229197;7782309.765084656;13443971.268915975;19859811.00854236;19867126.659793682;7218466.103644292;8030100.496582368;13318273.575850831;27956638.483294282;0.0;-9664718.238638159;-13039204.89642971;107142934.03127246
205;Lansingerland;15715359.099579303;6107339.752768331;8136465.62243755;15747045.518236652;22052433.286249246;7932782.050796355;10617520.603981009;16714158.466646671;20145246.185568728;0.0;-10846259.355104556;-19029614.413933106;93292509.52118751
206;Leiden;41352249.166781925;30600085.88920462;32282112.39837198;45263467.177079074;46298223.39160248;23858554.622180577;21589113.010584764;50615842.17826594;48104154.64334811;0.0;-21287337.544742025;-33440317.246642843;285236288.02278304
207;Leiderdorp;7081324.095480242;3864458.7674091635;6284107.380123857;7537241.143938935;9764865.696044656;4120332.0712925885;3668290.4475290095;6814277.30933606;8225801.345958011;0.0;-4632532.275454796;-6466047.998366506;46262141.00728902
208;Leidschendam-Voorburg;22194665.53478076;16119545.129290696;21157492.75912487;25524034.602981575;27797565.027753584;13411411.958577877;11927325.370710546;21319137.81361689;22558004.31480253;0.0;-13023584.699034866;-18411842.51805357;150573834.92276034
209;Lisse;5354949.713642756;2955799.6384797376;6215172.939439231;8427803.742085718;8171134.795299961;3063066.6348985513;3339060.892275878;5725183.612978324;6494208.353825574;0.0;-3917812.1245760615;-6437995.537663693;39390598.89429611
210;Maassluis;9599511.68618627;7692482.714000677;9726400.233523382;13823892.462378714;12394132.791393097;5671815.626275878;5715098.280886181;9892213.217795864;8409668.744663412;0.0;-5913233.0667006355;-7021748.860844941;69990276.27313045
211;Midden-Delfland;4302147.350433184;1672059.674063137;3141513.491652171;4250411.084725682;6706938.049916047;2433852.7213592296;2033971.4365276534;4175524.3141874042;7192714.804808461;0.0;-3261549.2815118367;-5221131.395251906;27426463.45188817
212;Molenlanden;9176821.987765884;4914603.318914437;8405208.277244572;14080205.451546613;15374102.27775229;5453973.144967133;5528719.188773998;9917126.483537259;19159033.49810503;0.0;-7563940.1424748115;-10391478.797583008;74054412.91275987
213;Nieuwkoop;6168740.919820587;3006756.3331485316;6193792.198747238;8451820.983200526;10109022.447713893;3414358.8071418116;3211352.8502588486;6578274.09436699;12293449.5498586;0.0;-4935036.28136363;-7415920.798201073;47076634.68256125
214;Nissewaard;24566054.711462837;21797834.001306824;23323077.3188392;37618326.6532801;30554626.395979077;13553450.306070007;14656659.355925169;26867783.20341499;23549678.171126854;0.0;-14544479.701178279;-16314782.406400975;185628338.53694478
215;Noordwijk;10343833.350226535;5683117.655475684;10555450.048608452;14113869.650625398;16088375.131993964;6014480.968088107;5900641.7424850315;11080775.890221767;11968958.38249481;0.0;-7567457.630568686;-14686993.908837834;69495093.91895072
216;Oegstgeest;6146254.346445305;3115139.58964821;4062794.928559808;4950516.99246325;8961802.695904255;3248081.766565165;4905361.632662227;6258658.007140504;5503880.737555416;0.0;-4312440.827419055;-7339763.848247978;35500296.99360667
217;Papendrecht;8115648.197708806;5804295.4132698085;8732072.354247317;11960463.414930845;11311477.35383137;4450438.635638712;5399051.736371063;8582164.592812343;8637312.82453979;0.0;-5406379.732353788;-7084280.1519224495;60502300.63217769
218;Pijnacker-Nootdorp;13787687.485631224;4907109.844593261;6240692.22429134;12855794.332169946;19712680.72810009;7362117.871791839;7879641.924034918;13221715.206966285;16420788.330538152;0.0;-9660028.25285546;-13566547.989240719;79161682.10644628
219;Ridderkerk;12166364.43570095;9760331.137552993;15321221.878913067;20576791.583690092;16634973.881668415;7046994.973110811;7631838.314306056;12500717.38711742;15850738.380077269;0.0;-7952371.366058473;-12492632.07468164;97045032.89406535
220;Rijswijk;16763868.50162532;13995411.207879502;13830175.974117717;20638421.12392315;20772177.933355205;10967964.922823543;13277231.453812938;14234779.69820441;16830884.15437567;0.0;-9714465.57475055;-14121931.029186115;117474587.43959436
221;Rotterdam;269811081.00692105;307504585.2776571;234752316.59752893;358398254.24005306;240040356.8513461;160413997.11234248;145559959.77363366;321363135.1989964;240942016.04784042;38052457.27366;-111202884.5384445;-193410837.11789864;2012225468.0958238
222;Schiedam;25795819.69223223;22581847.09585291;21248141.10600418;36151491.35686916;28778952.270982802;16590865.596398193;15916225.950951237;25857530.976619016;29236492.22482389;0.0;-13505145.616861308;-17376813.761787713;191275525.55116826
223;'s-Gravenhage;223597035.17954323;215364700.50538167;165274045.65001512;240165884.90506655;206275230.72250584;136844621.7698158;116048681.25430477;258707212.8687022;207548251.4991861;0.0;-94275222.66976374;-151765108.80054915;1523786033.63205
224;Sliedrecht;6445373.866623673;5456236.039184776;6831572.162510918;10276656.671685435;9153789.252604509;3528339.3279067297;4269260.791227762;6904691.093954311;7708855.838866148;0.0;-4385805.586195015;-5883169.156815896;50305830.33983223
225;Teylingen;9041366.398839137;3846052.0056877676;7351666.671537655;10377430.318174057;13376948.441864349;4649002.861317314;4940134.598774059;10002494.111841673;10321421.064485934;0.0;-6450403.800795928;-10321913.676330512;57134226.126560934
226;Vlaardingen;22506772.77233702;22258616.665901788;23697046.593722574;35968677.61121458;26807970.41239439;13671686.362768546;14068162.991291886;23261139.247266375;23416007.99588527;0.0;-12575691.171985606;-15846968.764037944;177233536.3238705
227;Voorne aan Zee;17746107.60947228;10976452.871097824;18921201.96328026;23622729.836920384;25915178.313798413;9600441.186444748;10625820.076662675;20703422.22167665;19685710.219757818;0.0;-12385746.795025967;-16521249.081531977;128890134.28209378
228;Voorschoten;6134333.468057457;3007456.3353328533;5685132.646661156;6423213.99723574;8988936.178342715;3390257.9307794273;2726005.7294171588;6167396.794878678;6087105.602074126;0.0;-4298873.3728690995;-6236245.444456627;38074737.41606823
229;Waddinxveen;7933235.945425194;3849109.62875217;5828391.412541955;10448862.991182832;11228149.663314397;4151184.7151011513;5835154.637172867;8512577.003506798;12322485.880537674;0.0;-5460649.553868677;-7973106.311604959;56675423.76952728
230;Wassenaar;6529446.98961563;3351223.614619566;7029951.399854439;7196248.4748962745;9467985.555985847;3696937.338407199;4062501.0117470045;6458570.312897589;6629436.497875365;0.0;-4538062.586458053;-9521785.23592225;40362472.78599244
231;Westland;29261598.824098352;14236202.699945055;29600620.336108103;42965134.298255265;39563263.08734103;13989689.057173777;15845602.333512716;36613342.284837626;32695711.851868797;0.0;-19243509.256286424;-33668345.851355955;201859421.06176886
232;Zoetermeer;39152060.77481123;27625825.421071544;31365353.36384458;49865252.81048675;44637359.80836992;21368523.818166353;23538564.667787768;42816726.140493475;32246818.214396827;0.0;-21272095.08307497;-28594265.002148166;262750260.8868506
233;Zoeterwoude;2027939.6898848687;735679.9222899114;1647547.7543442328;2025497.852182766;3282205.918634313;1208192.2983493963;983039.2632797159;2016014.9064369295;4113007.038409357;0.0;-1581697.3018547546;-2958792.4401426055;13498640.20903593
234;Zuidplas;10697206.066767724;5518189.151675817;7149219.042910561;12586676.155711481;16183752.54731824;6063590.477475056;6409568.656932377;10663633.237204645;16271662.310946088;0.0;-7869291.638271772;-11268998.028652884;72405241.05606644
235;Zwijndrecht;12057477.741937928;11617388.341189232;14081831.241531286;20350796.995984085;15854527.16051722;7133156.946326168;7931170.657763482;12281850.15017743;13885915.322156621;0.0;-7540490.218533912;-9922849.061112877;97730839.32958508
236;Borsele;5006832.574474311;2720035.9442413566;5596819.518478033;8480103.404925669;8018118.764047569;3038338.8809740297;2825138.431531619;5426068.782606989;10128442.977063885;0.0;-3879119.752228372;-6057087.462894996;41303715.60132395
237;Goes;11096455.654090231;8405953.61806686;14824444.905291334;18598558.079976734;14003806.009544697;5621021.215184361;9245978.978373414;14075784.974255135;13483319.257714674;0.0;-6605005.793121549;-10089733.821595808;92660633.09234525
238;Hulst;6684308.931893404;3801075.868463217;10354546.74578627;12154259.061919162;9744181.82251059;3402777.4892822225;3958656.9368262775;8451987.745581988;11570954.167831913;0.0;-4622314.808618512;-5516956.998831514;59983511.18762175
239;Kapelle;3037223.3036896735;1281899.8850222754;3401761.427751157;4649646.283432203;4524643.11355511;1557312.3006601152;1964454.1752108585;3441389.4432579894;4478870.385992756;0.0;-2186035.315632428;-2857059.6648499016;23294116.92535838
240;Middelburg;14414546.089588376;12112125.009928074;17103871.37754477;23600551.58011554;17781627.682279684;7199114.320073542;8996874.22311814;19555221.132739663;15956202.53780999;0.0;-8367602.501296704;-11153910.681977639;117198684.72357927
241;Noord-Beveland;1697513.3793579363;1054176.2841346723;2522188.8760050763;1752436.128584251;3085950.4543912136;1554497.1946195685;880463.5179063971;1754387.6145846238;5130365.273257129;0.0;-1316043.1748853377;-3004529.210648082;15111411.133263566
242;Reimerswaal;5246017.398677596;2997716.4044115697;5655989.928601388;10590792.839802096;7936021.054308265;2924359.460196727;3887269.743429289;5708453.133652348;8989940.25846934;0.0;-3895199.6992211137;-4555800.989895317;45485588.75552635
243;Schouwen-Duiveland;7869340.477671755;4978493.546836875;12131921.99728656;12352688.80193478;12792059.184512112;5222834.753103027;4374046.616057486;10280930.976206282;18052420.00924017;0.0;-5788948.475780992;-10782288.933383942;71483534.00378683
