;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
122;Eemnes;2207151.1873655613;939442.7541655584;1772933.0576144643;2600445.9950706344;3513132.1135527138;1313461.5145427193;1108234.4170815938;2271871.2980881315;2707869.712839241;0.0;-1693054.6862696502;-2978103.8779668626;13763376.332000244
123;Houten;13336069.811002675;5914456.742644617;7660697.704925162;14522965.190174472;18244087.29448151;6713162.7144967895;7713451.805057362;15396176.129255865;13790830.488769047;0.0;-8824884.842362812;-14609133.268828742;79857846.4642514
124;IJsselstein;8820426.21537211;5295485.92192624;7236871.322905301;10522621.778500624;12078485.530533066;4947528.679019898;4722731.631410098;9518163.029892325;8594051.545544466;0.0;-5800469.571747447;-7881532.392713067;58054333.66713525
125;Leusden;7653449.126465434;3614072.0630763033;7093632.836437592;8855363.372739876;11393057.111911995;4012664.677796114;3519103.3760302677;8647091.736943366;7226389.9550986625;0.0;-5498479.294557572;-8557470.816307243;47958851.61331677
126;Lopik;3193253.426219934;1691244.771059104;3009910.662572808;4258480.192838635;5220232.4750499325;1757270.5061413357;1846464.3844936632;3307367.7967077135;7423657.741962552;0.0;-2555462.5529346955;-3779076.1867828243;25373331.471401665
127;Montfoort;3011416.02734697;1351197.8307790232;2940962.215649363;3838910.0407942324;4945406.451994329;1738025.2155287224;1580501.4390039716;3434700.515498155;4654488.76741463;0.0;-2406897.2200857955;-3592442.5933230687;21496258.126432374
128;Nieuwegein;19577607.724050786;13388371.086562866;18075345.313749388;27207551.946030755;24144005.06230977;11220625.10311483;11194438.945619384;20990335.379162848;18257538.252601814;0.0;-11449770.446794566;-19382551.34732112;133223416.99633613
129;Oudewater;2218608.444686239;1156554.9301164437;2659665.227864166;3271935.8499802677;3671891.8565897043;1309825.351402687;1158760.5419872734;2799467.030195626;4939239.221888232;0.0;-1774279.6581873377;-2524914.195340007;18886744.905310873
130;Renswoude;1200295.9614210073;444811.60102155904;795269.0981005393;1679942.5536698867;2021140.3995615772;682197.7245905235;739973.7029919184;1315822.3842428294;1817003.636371252;0.0;-998477.0487329361;-1751662.6310559462;7946313.265682903
131;Rhenen;4698900.613610035;3132338.6087276437;5588986.551370314;8174274.022227745;7240160.756090151;2648458.810277962;2681313.0932898847;5334516.765501685;5533292.710448265;0.0;-3511938.6549021425;-4877168.57321582;36643110.5507048
132;Soest;12506030.992632288;7015285.278775772;13351715.949673658;15681748.78468405;17313257.434652835;7080006.527481499;6846599.529456816;13529008.571840826;11517392.256144095;0.0;-8275574.940886698;-13757147.32007507;82808279.83062087
133;Stichtse Vecht;16109407.548660997;8081517.126532445;15206478.5597671;21157716.178617336;23804238.314045995;9542101.935481772;9611035.810806848;16830083.773965817;21597963.904485434;0.0;-11433629.58679332;-17051947.36262042;113454906.35625343
134;Utrecht;140081007.54177916;91606868.29018143;101354133.99420953;147070104.27503958;138426369.31305552;75213754.0040879;70140357.90109262;179720565.97705302;116781152.52014934;0.0;-64951860.54909648;-124512696.01826847;870929400.7826937
135;Utrechtse Heuvelrug;12009086.19877587;6807599.276722738;14500455.595649384;14702619.699208207;18477955.227625944;7020612.420054022;7169202.192926272;13316317.043454176;13377342.634406231;0.0;-8773338.225050293;-14385652.032713056;84222161.86274563
136;Veenendaal;20829638.10092616;12974818.319496173;19500238.572356757;31623556.434345838;25101547.209069923;10613055.1167836;12975996.454593744;24968171.65856475;17989250.793033842;0.0;-12051841.868026799;-17891145.807941634;146633200.2258756
137;Vijfheerenlanden;15118233.20593867;8904945.20302254;14907542.289429907;23478391.51937622;22037435.316479273;8661711.273516193;9286395.564708633;16560020.778704239;20332365.188493628;0.0;-10703125.519690346;-15239984.374253757;113343863.112335
138;Wijk bij Duurstede;5639351.002757428;2986570.980735785;5204562.760235305;7711095.6077855285;8617308.997195698;3152507.2058565477;3068998.373349452;6653437.996314831;6299037.692636278;0.0;-4155837.4635921125;-5555998.86209801;39621012.88027441
139;Woerden;13435409.375480639;7312714.943890023;11814816.500679772;17009943.703668103;19325326.433878753;7502927.645832601;9287999.494102284;15206663.247783126;21937257.91211087;0.0;-9324210.145180795;-13733341.166594014;99775462.12905319
140;Woudenberg;3345826.1349509372;1341185.3443190202;2677071.75242973;4279712.052841471;5190838.651195617;1745934.18396013;1835866.825228674;3654156.4933810686;3570777.39973786;0.0;-2540363.03813049;-3747885.0130728283;21353110.122585487
141;Zeist;18535808.53869536;12733023.78083608;18645582.144738764;24284007.82862428;24398462.209433228;10485847.802894006;14159169.938529082;20795794.338848747;14980469.816232054;0.0;-11566054.059640974;-20911259.034312107;126540788.06723455
142;Aalsmeer;7817015.792298395;3294038.669304883;7171862.9989358485;10529097.81141974;11854065.009448564;4517195.113784536;3803258.983768375;8028065.271092744;13462649.330496268;0.0;-5775824.387770341;-11010855.029818857;53690539.41876653
143;Alkmaar;33796347.94344159;27386077.63321675;34768291.670415185;50396995.76093787;41443467.39515719;18982804.442231845;19416847.230974313;41309338.93402391;38050954.05028323;0.0;-19491216.145051718;-33171259.813576315;252888501.7988579
144;Amstelveen;30088704.947850406;12504756.396897098;23103737.433193736;31869926.03005261;34806952.705714725;18381564.991451684;17173249.934368517;29013373.146536224;29007878.388122976;0.0;-16490404.711498763;-33572530.51497102;175887118.6773382
145;Amsterdam;405574640.0417582;357275941.41821754;289833224.4036623;400123032.6618146;359702741.11631614;266311389.9867009;174402950.1039215;471858337.9882266;478480761.5525736;108073367.15155001;-161633874.23702276;-359217936.1163576;2790783265.135972
146;Bergen (NH.);6635811.010862358;3443447.992342519;11560298.19827439;7787872.174800457;11468840.13610553;4544100.364947444;3442592.9511336954;7088150.047766672;9126557.21636602;0.0;-5194926.998713307;-12173912.161055345;47728806.902245335
147;Beverwijk;12412859.039343586;9667624.956073115;11486409.14051146;17852882.86895909;15777644.55095847;7688608.26931043;6933960.51965945;13127374.269582953;13597157.0011569;0.0;-7439721.393235701;-11532005.227490159;89572736.59259006
148;Blaricum;2941831.6384771373;1195677.4528150954;2663217.7786113448;3283771.729984449;4551629.316574119;1848864.8417166234;2690299.7548793172;2888256.520116229;3151303.856171582;0.0;-2208347.2920140824;-4864265.437395513;18142231.89459055
149;Bloemendaal;5271065.8477771245;2030399.877146195;6035702.610520978;4625087.833865769;8603404.092401158;3123409.4046717607;3323728.519630703;5370181.457460406;5803196.13973018;0.0;-4128241.801270447;-9369585.3252585;30688338.014612958
150;Castricum;8418137.006273698;4192015.336358363;9866834.384752398;9278343.552209089;13213095.475813974;4630176.545820229;4834316.59268722;9216369.745107275;9374194.647912743;0.0;-6311596.793096637;-9832961.79107004;56878899.01653208
151;Den Helder;16209957.123614803;16541226.563832821;21956257.04843176;30667596.97759729;21170754.691692643;8931431.241248468;9691579.926175172;18536984.925662026;17555396.13201117;0.0;-9794204.208058503;-13338102.622478597;138128783.16550186
152;Diemen;10103484.310825765;4758806.45497315;5010879.927260795;8447724.774338473;12263802.755618;6907638.491761719;5010727.774893162;7926696.633342499;11985105.349261712;0.0;-5723409.984225004;-10397857.45927662;56293570.41678982
153;Dijk en Waard;25596702.899757713;13924851.290582174;24270769.56599226;34023353.251759276;32305800.76056381;12083803.261061806;14361293.306875212;31863736.54015838;22720658.51406577;0.0;-15633377.131672565;-22129047.26560674;173388463.4754205
154;Drechterland;4451336.600881237;2413409.975594292;5141391.1446124185;7083936.477476463;7340421.866132427;2553306.866231238;2330801.689251661;4808743.94205068;7911027.110994024;0.0;-3557237.1958794435;-4725338.92203964;35751778.71113064
155;Edam-Volendam;8773385.303513624;3521071.103871469;9304382.259451319;10676690.885094797;13312365.044221647;4730566.273896901;4723106.496010796;10719081.008899614;14905104.27592256;0.0;-6407227.048942851;-9369621.85228398;64888874.316373974
156;Enkhuizen;4753949.537602634;3890110.984241802;5975972.566266501;9381949.778087484;6910415.44573546;2722905.7748386078;2981294.863169979;7129455.897472489;7879376.4612769;0.0;-3279371.429209326;-4658605.230703844;43687425.24929442
157;Gooise Meren;16043080.298214238;8265258.057542121;14801679.480402887;18412775.330738578;22024057.320052315;9227117.155253412;9218827.457853578;18668298.33161038;17184090.687331036;0.0;-10477674.158283222;-18590016.32516322;104777447.69232148
158;Haarlem;55420722.62994132;34710336.92779634;45766122.13274182;66214210.24577217;62309858.316199794;32186661.134890128;31623913.609453592;68676148.75973575;56698650.6297463;0.0;-29094506.966216866;-54683981.87251053;369827943.84783846
159;Haarlemmermeer;45405268.319869615;21285590.1802284;31664994.418518335;50235779.49638617;58355422.698910356;25973926.930001825;26363178.690222673;46945459.91739661;51042273.91008382;0.0;-28312109.153566983;-53276872.80820347;275682782.0774167
160;Heemskerk;10867411.331051122;7822524.437132751;12190523.61444007;14865375.125809465;14433887.352338016;6057845.667492228;7442287.698165636;11600670.671871457;10086898.559794176;0.0;-6847195.64117637;-9268370.801148422;79251812.468393
161;Heemstede;6710458.918432694;2755751.105182056;7925648.501034319;6709772.909255452;10111750.72926493;3878712.350133109;3728631.4506154675;6999921.498397899;6725944.243449612;0.0;-4788975.700665577;-8986420.20073381;41771178.31123859
162;Heiloo;5825670.202871313;3036305.889167605;7401034.686258674;6469853.633844041;8843095.70749589;3071890.5050053396;2317528.07539158;6552559.354661494;5962296.133677594;0.0;-4219533.1139289625;-7067464.698095616;38193218.970108986
163;Hilversum;29176741.604305852;21158305.860466555;27135782.18257601;39046120.00350336;34728076.59471164;16892700.361300483;19260961.160430543;32545783.197426382;26327196.260959238;0.0;-16389914.844160473;-30193983.33619199;199687657.1137964
164;Hollands Kroon;11000974.833349222;7159475.564699133;13575789.462003019;21312129.513387464;17762122.676617112;6731117.504012379;6984121.008776423;12022016.013886714;21789011.970747404;0.0;-8594920.982239082;-14319353.090451162;95422419.25774238
165;Hoorn;22350910.865896042;17217579.06865793;22999197.957938347;36187199.31685698;27534844.03008693;11905232.583993126;15316672.794680681;28128098.049617223;23000986.04653588;0.0;-13128766.965346476;-18553887.761185307;172957963.6489389
166;Huizen;11220659.932785256;7336293.1158979125;12784956.01179427;16045998.475828376;15083793.289337263;6400540.4226313075;6539658.667482873;12303803.527467068;10093599.546170024;0.0;-7149359.475612809;-10786463.36318339;79873432.0115337
167;Koggenland;5040742.948111885;2716309.4232949563;5233148.596313393;6886520.443398461;8392940.445739843;3073515.7292141817;2568469.269578788;5350485.131246384;9693141.876871616;0.0;-4093703.8319096523;-5741539.29402245;39120011.36683536
168;Landsmeer;2700743.843973875;1391453.3370171061;2580296.432348044;3191581.756661217;4171050.52185002;1594261.7916143883;1486613.4240604825;2611299.114800649;4516983.852741557;0.0;-2023855.530114219;-3214339.710326652;19006079.90261062
169;Laren;2622608.204132617;1072026.4646540475;4323539.927698031;2389535.27732003;4219699.443047729;1689219.1171123986;1899027.1122013284;2698790.5917902584;3102772.900907942;0.0;-1985325.7354941682;-5402333.184851872;16629553.959362729
170;Medemblik;10497670.690502333;6914613.241394352;12746132.760160694;18589985.362345;16530596.846414518;6002324.344326792;5708060.572650988;12697718.477949666;20306036.45428698;0.0;-7983998.122537859;-12093277.661307806;89915807.82897085
171;Oostzaan;2191767.7079686197;1064783.7088125048;2156125.571850461;2862469.3322010203;3474922.0333047314;1277096.7925531417;1031979.3963284382;2165316.3350829473;4323435.976103953;0.0;-1682467.670869113;-2770552.9573960016;16094867.623633547
172;Opmeer;2664513.484799954;1502924.4377981138;3221572.954441321;4371503.199381213;4366403.975391501;1454673.655674857;1357009.9122328612;2967492.5186016452;4689974.699633097;0.0;-2117229.5348844733;-2999468.281189304;21479358.063299354
173;Ouder-Amstel;3555884.372965991;1899777.2453846564;2774298.015952641;4213436.008373462;5220318.417401664;2418534.1274270313;2078135.139593546;3200508.8831322393;5689779.797285066;0.0;-2507387.0891417423;-5285426.117136326;23257846.211965345
174;Purmerend;28300718.79311753;17360146.19050866;28029934.476005152;39764480.59380677;34709773.403501436;15887745.64510029;15839217.509868646;31619219.963481665;26652802.129486725;0.0;-16517132.58758761;-23928657.01065136;197718131.7032189
175;Schagen;11233313.799203184;6397165.571476288;15201713.930619637;17577785.015496884;17707072.06976869;6825115.59273132;7487009.460814798;12982904.688852912;18844952.28539306;0.0;-8286335.514220863;-12267026.289628537;93703619.18363953
176;Stede Broec;5494697.40899372;3440590.270916401;7328941.93530431;10241602.11520482;7973112.508042056;2765237.601219852;4056259.787650611;6568890.172971996;6884589.711971255;0.0;-3855929.878513976;-4641861.998444734;46256099.4647228
177;Texel;3420065.548230417;1933878.4261651852;5252446.334704025;4978087.155773267;5595763.063955067;2663377.9480841747;2151572.32261477;3566988.842293389;9236514.8527809;2975502.846254302;-2397698.6671236786;-6114067.414180246;33262416.732061554
178;Uitgeest;3018010.6618604218;1668091.6317765864;2078888.3337220533;3729176.6723868167;4817889.498035045;1655946.9528266536;1376851.4666293312;3199509.230204729;3496932.016261764;0.0;-2325672.250057531;-3293909.650078783;19421704.027394425
179;Uithoorn;8431250.32765188;4254140.5186536;6617916.741609847;10824077.6357884;11402947.93103834;5021981.71771014;5750545.04514445;8185697.911484169;11062116.295921898;0.0;-5499173.525261485;-10022860.854691502;56028608.29406085
180;Velsen;19007335.518495854;14432451.304825291;20720842.79742525;29019960.446572587;25286554.72358943;10183067.921125248;10966480.24017421;22092827.654806253;18802567.54345654;0.0;-12017303.898666006;-19699256.75528607;138795442.23875406
181;Waterland;3836635.866254111;2087437.9366778017;4571631.425680049;5200874.815895994;6286814.681348039;2428776.1438160315;2033663.256484782;4486180.401679009;7109851.823965363;0.0;-3041597.475813649;-4223380.254208682;30776873.458515327
182;Wijdemeren;5386259.584369405;2323861.429958927;6298221.572225408;6695318.916388206;8990568.094308006;3420937.1867389455;2542523.1633673985;5562547.529272052;8717904.30257418;0.0;-4270385.500537568;-8102026.061169486;37565711.20115147
183;Wormerland;3881435.5475193234;2314527.212890576;4744834.856536137;5772705.6905584475;5977585.100216296;2361684.353229206;1915151.8302058259;3837228.6584964534;6497596.187307098;0.0;-2872725.9021753403;-4201199.083745439;30228805.74670663
184;Zaanstad;51254757.66352207;36660744.30089357;48703051.36088724;76711530.83407256;58521730.45793533;28950218.976696067;30406472.13404191;58725897.71261592;53265476.16148916;0.0;-28010292.443929616;-42755671.01540415;372433696.2490266
185;Zandvoort;4329112.829704709;4018521.14468439;6037990.452627664;6999021.600944931;6664245.449046191;3099122.4538091505;2064706.6438890677;4197019.147383888;4959892.282215924;0.0;-3031878.2493941835;-5760546.722541224;33577182.34991086
186;Alblasserdam;4828284.619996481;4081025.7195222694;5428004.091720325;8809663.872152718;7274848.296078156;2762317.255002251;2720359.340259548;5045427.704092857;6676069.526585047;0.0;-3525649.708298522;-5455513.644949119;38644809.80816888
187;Albrandswaard;6394022.933618602;3963375.809144987;4003553.084405594;6680660.00822015;9445220.025896117;3649648.2199289133;3169733.277637686;6151897.773386499;6943589.8757210495;0.0;-4586781.060110078;-6656997.658827305;39157904.748897016
188;Alphen aan den Rijn;31499551.31168653;18492312.545210943;28940501.04810237;41648756.0510582;41671173.08288602;17077171.22003965;18292050.00227076;35809196.58263449;40971720.77178707;0.0;-19953226.555693254;-29760208.057591233;224688882.20907655
189;Barendrecht;13423862.099484384;5985069.300620058;9676746.475162063;13980482.56576425;17381387.246448763;7420284.377876932;9852574.741230868;13656343.370293621;16494410.330362916;0.0;-8450521.03361366;-13173992.692560581;86246611.29162067
190;Bodegraven-Reeuwijk;8491462.134179192;4090003.9517364427;7968991.067071719;10424507.366328038;13119151.145049121;5127575.63783494;4315769.685466076;8737875.053983102;17392819.498004034;0.0;-6346828.993161345;-9849604.80347033;63471693.20312924
191;Capelle aan den IJssel;20636972.17586856;17980991.41385383;18767537.833198402;29612803.382041156;24905210.300512023;13087936.639156884;12613396.494237049;19318166.18777561;23795238.409130663;0.0;-11788902.057196667;-16305582.130227093;152623674.03776714
192;Delft;36523202.88502616;29504852.904275578;28389939.834512684;38833067.24167621;41643487.56381227;23016998.119494315;18507295.516715698;39415608.71657927;45710817.84843969;0.0;-19017924.487618666;-30046009.759284943;252481203.69176385
193;Dordrecht;39275050.2373495;39043671.239269756;39752827.84813184;57034185.9354888;44985201.846595794;21910037.984250434;23996521.813987672;48600719.39409261;41749178.83893785;0.0;-21186179.962922994;-32398206.233818516;302762843.4798196
194;Goeree-Overflakkee;11462529.610962663;6911172.885776562;14282590.973487005;18175270.75784789;19262067.20258702;7657880.55172069;8263052.192280017;12815560.189672483;21806757.839239515;0.0;-9001913.625483854;-14742491.354231576;96892423.52601862
195;Gorinchem;11162480.44667048;9760708.841280796;11271459.553808238;17924786.837473195;14123679.437070051;6397342.477522461;9593762.510884142;13466306.748263286;13154997.498143312;0.0;-6711647.132737594;-10452277.109201211;89691546.99271542
196;Gouda;22983358.145234402;18174413.855981626;21928441.417383812;31049795.140288543;27799601.0407693;13019892.746935975;16657227.67657901;27491359.430224;38925083.809582874;0.0;-13148378.977149628;-17878567.36296394;187002135.55453902
197;Hardinxveld-Giessendam;4257874.251846347;2541040.496465235;4299575.361224086;7505850.252806817;6670935.829230405;2219994.6233639615;2654140.5362749915;4848711.0166345835;6437185.0076730745;0.0;-3256288.2656042655;-4574061.2486856505;33604936.6535485
198;Hendrik-Ido-Ambacht;8216078.27638844;4315360.779458693;5602696.163431529;10010157.299608873;11626033.087404445;4221527.834824528;4175735.7291953187;8843270.717381366;9368886.13951611;0.0;-5673425.385566876;-7146698.602067205;53559596.67564991
199;Hillegom;5457298.680088156;3200502.972205258;5688313.21618204;8364276.611939412;8281242.483399209;3115994.8809648016;2930337.2432903866;5817392.8458328955;7273990.683766242;0.0;-3960932.244568871;-6061712.098546841;40106679.03058225
200;Hoeksche Waard;19950797.54198273;11101786.684431048;22993146.828793015;29886290.29924846;32426738.22112721;11570037.759501535;12011654.982587751;21621239.669330582;30302956.712659962;0.0;-15664617.504760358;-23222500.606354814;152977442.48147863
201;Kaag en Braassem;6571763.745810422;3523178.3392668124;6648591.320304746;8858883.914590206;10525859.083650209;4045863.897410238;3154273.779711692;6961847.0260561975;11481869.595319444;0.0;-5062328.968619089;-7930793.516339422;48778982.891530514
202;Katwijk;17705628.33129189;10226243.90909494;16993377.588548157;25933888.102085598;24047847.368983515;8633790.695327273;10280397.1053505;21228501.82237949;16108604.221610243;0.0;-11622460.290163225;-16445538.387869913;123090209.27581617
203;Krimpen aan den IJssel;7323674.09169343;5975172.945636371;9108421.114504034;12187003.628925588;10674347.152765358;4223409.337279452;4335522.985479176;7313129.760033655;10186329.62515588;0.0;-5141818.3627464;-6666602.41816749;59518551.03021682
204;Krimpenerwaard;12749203.84678156;8407050.30836968;14492682.880498974;20722893.967279278;20653210.07458808;7629830.664718987;8359136.593258598;13809704.737401702;29016615.360071734;0.0;-10029027.68310962;-14012772.322836602;111798465.95324525
205;Lansingerland;16484902.433263022;6527224.793743642;8965043.198159749;16516494.24350628;23229472.710849945;8604910.771967199;11494718.930238428;17477479.58839031;21176672.985689886;0.0;-11384339.220556762;-20682801.65095912;98409743.42292668
206;Leiden;43935048.13139881;31479338.463884912;35598078.5452351;47634914.610679656;49262077.29550338;25844633.30798759;22511585.77981777;53609043.32349091;51405417.10420422;0.0;-22581236.19571613;-39646991.95306299;299051757.17185473
207;Leiderdorp;7349192.877836906;3946027.7219101824;7130125.5121015785;8091115.870331088;10164971.8421193;4377837.079746594;3912000.2319482714;7078590.671852967;8589589.99875146;0.0;-4813794.441889248;-7128221.943034361;48697410.09604379
208;Leidschendam-Voorburg;23177237.1844504;16901347.61659057;22596138.080970332;26149698.92339339;29016953.62215054;14282645.258879261;12492560.509893604;22234173.231415354;23728233.16887765;0.0;-13577239.88327351;-19612132.74126281;157389532.46643776
209;Lisse;5539215.54512894;3110735.974834559;6656456.87371536;8994721.048162125;8507539.330118911;3260973.212865091;3516657.7467230996;5938851.97719137;6781702.719405455;0.0;-4069405.7641433305;-6849826.069918972;41387593.9378572
210;Maassluis;10090771.503333265;8038115.778142443;10567473.54306574;14596208.368784633;13071770.722063884;6097525.521091846;6288648.151928211;10410627.416782929;9002373.385175053;0.0;-6218917.019030295;-7903039.510376465;74041512.40786944
211;Midden-Delfland;4421397.892321288;1896152.7011909734;3598377.364719689;4713682.894668406;6940015.00248988;2595049.68450249;2139280.9726277823;4302900.018426101;7602250.612286087;0.0;-3363026.2075601146;-6215393.22925063;28630674.628605798
212;Molenlanden;9475724.20440418;5113313.070517066;9038378.201669611;14766169.490513843;16004030.372237142;5781685.261712855;5716746.008412031;10293129.462360987;20180699.656199083;0.0;-7857127.493603851;-11259186.35445437;77253520.79939716
213;Nieuwkoop;6359786.290322907;3145320.3896382134;6829305.398085835;9012463.458130032;10517339.031304013;3638481.238067313;3355996.3415897703;6821622.325444112;12825398.054549033;0.0;-5120123.660549165;-8097271.468442418;49288291.4940317
214;Nissewaard;25695058.382329244;22049788.375107963;25492309.836699165;39770379.27010906;32002839.575298347;14503439.34519935;15323722.234077116;28127518.32648578;24853942.256107807;0.0;-15210417.185673112;-17675563.758076046;194932897.70593488
215;Noordwijk;10812815.971727408;5894422.1209981125;11524411.348235665;14838172.45475967;16934307.079361156;6465067.078400075;6293583.424205221;11616430.748578463;12559021.440846791;0.0;-7937484.677399296;-15603213.487428978;73397487.84756689
216;Oegstgeest;6392834.237998561;3303498.6233601733;4455577.474237117;5100840.710886877;9380324.152486535;3460905.151636513;5258127.029394497;6530421.828460125;5784856.460117903;0.0;-4503473.397970076;-8017299.316277891;37146601.59105738
217;Papendrecht;8332512.83757107;6064695.873301157;9478679.729394445;12592523.419994812;11700687.661944449;4691529.082132053;5695053.742778949;8809306.09804562;9052550.959051799;0.0;-5584737.436759791;-7635184.529944252;63197578.668961234
218;Pijnacker-Nootdorp;14305653.026249059;5323960.932890226;7076807.230046112;13071320.132718733;20562490.327859722;7831041.262274372;8197290.383918462;13756618.01724457;17313495.429745525;0.0;-10054540.655037206;-14876191.838990439;82507912.75368866
219;Ridderkerk;12641759.635066781;10212660.05289892;16415604.495497683;21432109.33182638;17361828.905100178;7525552.602640715;8052455.5132627245;12937494.222507374;16823976.555312805;0.0;-8282343.6889616065;-14261809.377423301;100859220.0798404
220;Rijswijk;17914903.800400678;14729860.558884505;14837194.47621186;22315090.030818503;22165632.365383863;11991460.131664872;14353986.682983883;15217257.335655678;18054006.0471818;0.0;-10351324.202806562;-15376186.298473885;125851804.95086733
221;Rotterdam;282542997.37653136;311275251.21880186;249462514.28163868;367048789.7151947;251947393.17795926;170535447.65361935;151358751.76584083;337153772.5194999;257622380.51651102;39432738.44077;-116389482.64657599;-207056143.70141098;2094933343.1071947
222;Schiedam;27113000.11348084;22690328.742374044;22275429.06404283;36768017.3902297;30289506.45086716;17692762.9813492;16692600.891497118;27214693.03324016;30877918.931856073;0.0;-14203609.37055441;-18702120.68733956;198708406.05651814
223;'s-Gravenhage;232863512.96367103;216994622.0643877;177985102.26663888;247055112.39270765;215541370.5791504;145062271.29866588;120960998.08441849;269298787.53521734;220666779.56573513;0.0;-98271975.13974267;-168478035.84945154;1579677811.1025507
224;Sliedrecht;6668900.321093685;5808693.764742508;7330567.960236089;10901978.872548807;9531969.950783985;3757074.709133084;4438073.338655722;7151388.889227892;8060791.493503534;0.0;-4557796.936380587;-6509795.576769385;52581814.187825784
225;Teylingen;9331738.90053688;4197568.007245235;8116158.491518386;11327591.935795547;13889344.538863404;4972020.946061445;5207828.263132761;10340123.001303773;10880980.136499746;0.0;-6676762.048883672;-11057542.502642475;60529018.61284513
226;Vlaardingen;23648348.778787352;23059096.948180955;24976652.675821397;36708373.375258274;28305140.83259303;14557108.266794438;15004998.008588124;24537132.60024165;24738574.933049142;0.0;-13261364.995440692;-17146489.64302823;185127453.45604077
227;Voorne aan Zee;18378419.96346768;11206681.899900487;21183687.21516144;24961508.133310884;27033170.47680104;10186468.730618387;11029874.496149596;21537527.086220704;20591428.02221223;0.0;-12896026.182407094;-18203590.21107784;135009078.43648914
228;Voorschoten;6323546.94196999;3167005.2917077;6216274.703729575;6516707.482969027;9319332.669850858;3595189.648395705;2813198.499024272;6367032.858799956;6292259.0660267435;0.0;-4447414.28365861;-6658511.302151708;39504603.39481757
229;Waddinxveen;8587586.073182022;4285647.890758895;6434275.248986937;11301227.406707669;12134846.648366012;4587240.676862168;6798475.078814538;9254736.360260108;13413009.15945708;0.0;-5900959.439085738;-9241432.898023069;61654621.97085376
230;Wassenaar;6778489.40507199;3488353.6179092247;7361815.702419421;7296841.605333046;9853466.996728307;3961007.79039348;4216384.374107989;6695435.725266447;6908212.899107581;0.0;-4703411.789167271;-10138283.305204516;41718292.90770481
231;Westland;30552234.69907405;14804126.606214367;32224167.831351496;44542904.52564228;41452062.32884014;15003123.165284038;16830689.240826767;38295515.51901241;35093469.09861797;0.0;-20122445.240389377;-36307962.42016402;212367768.44973332
232;Zoetermeer;41065203.98643329;28746515.693334546;34068332.200627334;51871094.76346474;46868810.524763264;22931055.453711748;24798291.823481176;44837271.129805304;34255257.32142373;0.0;-22290700.732870277;-30749234.769283023;276401753.5751778
233;Zoeterwoude;2163491.7979260925;812352.1608738336;1809808.6057275226;2064987.8937948989;3521889.1097314944;1320517.7656462844;1030632.6524942942;2153363.3685282925;4304206.550835798;0.0;-1689062.8608386284;-3279857.7367720096;14212323.809515128
234;Zuidplas;11268402.746942556;5776225.188749174;7933154.451857522;13704297.108250052;17110871.44945952;6572169.714142418;7043579.394149327;11223966.34530874;17409655.73562664;0.0;-8303517.71941915;-12848856.33423547;76889910.86654037
235;Zwijndrecht;12393247.253962781;12160508.004402054;14965434.513262501;21113147.697290268;16416833.644271052;7529954.22855258;8190171.5727692535;12606925.719589736;14546851.035545243;0.0;-7788225.113846484;-10991533.854992624;101143246.85218287
236;Borsele;5128722.217810947;2975504.584108692;6110745.474439068;9403356.584264945;8323726.960291849;3234736.1700537605;2967935.4256313955;5589967.779485461;10655099.689474024;0.0;-4012825.9763745163;-6554796.578535015;43822144.99601601
237;Goes;11551823.9292009;8930071.880877951;16016107.057524782;20250980.155221682;14650162.627349595;6033005.223714744;9698429.569930913;14694378.402199535;14160537.877363011;0.0;-6887113.897204246;-11170406.792755311;97927919.78944354
238;Hulst;6825139.816044827;3999558.519297537;10831687.12004477;12792892.149484124;10035253.870722892;3584438.9019563585;4080241.4805189995;8664519.349469516;12104435.502673391;0.0;-4743330.043477491;-6049883.473582828;62124916.25402934
239;Kapelle;3120513.6121766875;1363647.335139013;3506415.3120962703;4753930.946407557;4682876.922989582;1645740.8830591594;2015211.8951459767;3546252.6713596312;4696308.736632277;0.0;-2257811.2154972036;-3170123.7378772623;23902951.356638003
240;Middelburg;14970153.21177565;12702086.687052108;18591589.51133233;24528476.59172213;18523692.231903866;7687853.556584412;9395600.150594007;20299885.489215456;16890635.82239398;0.0;-8678575.758872213;-12355212.468890749;122556117.30136944
241;Noord-Beveland;1777213.1048245213;1112013.7003700142;2861645.2928843307;2170440.1603639824;3250957.68130434;1670825.2948333002;941037.6667912388;1838422.385425757;5492153.283105607;0.0;-1378568.259672891;-3148288.4018275086;16587845.468131613
242;Reimerswaal;5415715.125735272;3277100.5491514937;5943030.142803673;10838950.96954157;8265492.486932673;3084946.5229233336;4025122.913600014;5930246.05745309;9449408.777807534;0.0;-4048231.733685788;-4988427.016689851;47193324.51459306
243;Schouwen-Duiveland;8127321.096057406;5248301.532758773;13121005.064635457;13833590.133578265;13296934.214704726;5553375.950992999;4718733.33357008;10662255.768568844;18783220.308532283;0.0;-6010474.303857238;-12035828.555516321;75298393.80926359
