;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal
36;Midden-Drenthe;7737453.243350221;5669030.863349322;10116872.023908895;12933705.347532077;12438937.430997184;4362281.539376448;4669377.856308006;8799129.428733027;16023143.846990941;0.0;-5916926.74184042;-8463508.310644474;68369458.9546155
37;Noordenveld;7349255.268672816;5565374.642528622;11302164.7966697;12705382.072850397;11568340.652361074;3956605.6511660926;4494988.716010266;8542403.758483198;11815149.704672422;0.0;-5499347.08250805;-8930359.365467755;62869921.07416511
38;Tynaarlo;7779074.556853963;4848203.195302837;9040209.283061184;10334171.817365564;12564227.836768944;4233834.383847944;3994560.914532157;8806968.804184979;11497707.511870634;0.0;-6028697.8559702225;-8372230.145582664;58698003.79919765
39;Westerveld;4352517.101728851;3204139.754918774;7558995.463103956;7405666.052142238;7355024.228507308;2768456.379561188;2811316.461181364;4677431.997039411;10695429.164976386;0.0;-3471673.2843811377;-5225900.252332067;42131380.00584006
40;Almelo;23194103.15302582;26284944.75493065;27592289.283973377;43827226.76132293;27119196.57198891;12005272.644233782;16355462.32395337;29644136.573981397;21651952.926959183;0.0;-12898282.431765396;-19429322.23300512;195346854.1869413
41;Borne;6051178.142261639;3545840.3917347603;6338534.755227328;9128032.268192336;8833724.915173579;2918379.7954324153;2856731.7312299227;7164980.503231519;5832459.971879284;0.0;-4276286.460661998;-5561342.72443121;42832208.78783783
42;Dalfsen;6718553.293423196;3407253.1800848013;7630687.256160859;10623921.183722772;10612207.536466703;3386197.936581968;3810349.8171807677;7819593.156784717;10569245.908778284;0.0;-5151711.148130087;-7676440.686081164;51749829.00097076
43;Deventer;31636619.28878875;29162210.25461762;33001388.018586285;53002196.713528335;37752513.52424802;16080548.089369839;17208785.869294606;40933914.827350035;27868747.28004634;0.0;-17946726.78458857;-26297208.635448903;242402840.56121826
44;Dinkelland;5877240.858041452;2919727.905514011;6665210.517270146;8454131.288410546;9550414.658234637;3220627.9535828214;3142083.896483381;6930669.364231277;10480831.497976704;0.0;-4640757.484027462;-7120538.452033735;45479619.034316815
45;Enschede;52630341.06974084;60851665.95264802;57441081.14021711;88791375.61828;59940274.145219535;28414771.878893927;30106305.15945464;64445793.06369623;45814049.86281685;0.0;-28070864.048369404;-39330939.19950845;421033592.21905065
46;Haaksbergen;6143079.912046209;3723648.1724836286;8243026.333469194;10286059.957346557;8818912.116595913;3065375.7586707063;3408051.5926299193;7363625.595091697;8624474.98869746;0.0;-4227690.323411697;-6223645.708533088;49224889.02954502
47;Hardenberg;15108616.350412557;11026504.854132306;16742023.863042792;27211846.43309872;22573929.612756096;7671881.111073427;10827268.898014763;18306177.422513485;21946187.045572504;0.0;-10922328.808197567;-15854033.314372381;124637999.07616352
48;Hellendoorn;9156852.815906566;5827436.568725653;11409978.291831544;16281286.287829377;13042699.2335324;4210517.79137583;5736531.480391937;11817350.537452515;11088475.026455726;0.0;-6293893.916158658;-8903719.790613906;73373470.15258202
49;Hengelo;25588758.768971164;23875790.383109324;27925630.25505952;43668380.41262886;30581012.15352361;13454184.844496854;15635469.636627028;31129110.501550168;23576778.492401004;0.0;-14415349.680282813;-20992805.1958327;200026834.0028443
50;Hof van Twente;8051530.0282848785;5400795.7237764485;11424875.110397112;13532060.802365426;12785953.088391218;4532000.70140693;4375811.132547957;9888320.375605412;13621467.139811257;0.0;-6151923.774138102;-9060957.16155742;68399893.44765538
51;Kampen;15389234.007974476;10493432.244332949;15885640.173516877;27720105.726137266;20168350.485530667;7110655.33212553;10591323.513127364;20799946.81199815;17529581.64394847;0.0;-9749947.012278242;-13317910.17165231;122620338.68954055
52;Losser;5305133.403734817;3935591.279755126;6728899.676348046;9906640.795185838;8420391.332695944;2946476.1712981104;3117909.6087561776;6014759.539150231;6805830.551581842;0.0;-4057083.1721547768;-5243294.6623509275;43881224.19587779
53;Oldenzaal;8546159.693450984;6086377.298069651;11225687.084908133;15141824.150495095;11603797.730347978;4437368.213844565;5841835.2436866015;10788769.610529967;9402625.63099044;0.0;-5518091.306360725;-8476222.688660836;69080086.34877294
54;Olst-Wijhe;4164075.209614477;2723692.79949046;4712800.889529661;6936269.116648082;6761805.231176981;2218076.3506884184;2394617.5573332384;4651771.143188486;6313382.90253793;0.0;-3268957.9720859476;-4284220.684228389;33323292.25745291
55;Ommen;4602088.274032711;3063221.7435610476;5913650.063315313;7286544.45211384;6913204.809369989;2208042.557301401;4313721.032619807;5604666.243922697;8679056.078821069;0.0;-3302975.267989393;-5495397.328929813;39785803.509359986
56;Raalte;9039965.195490506;5149057.507904532;11088177.0626702;15570520.497182919;13793119.532991093;4619899.193020457;6196129.04013812;10769755.706398921;12814464.604311423;0.0;-6658364.9395241225;-9884618.733848244;72498060.68391562
57;Rijssen-Holten;9904648.144580139;4937959.048158214;10456752.281515503;15915921.764610846;13801885.80168643;4605879.843456919;6899187.539171797;12678013.103804648;11536051.739868406;0.0;-6712341.3634415055;-9564070.58838202;74459847.44421181
58;Staphorst;4101726.178030148;1880456.0250768373;3613540.799641324;6780007.943926449;6185238.23930601;1879049.6329332772;2902378.5163391824;5008736.952125696;6881240.749975787;0.0;-3078738.8090258744;-4390297.668876029;31763322.97669192
59;Steenwijkerland;11092292.190323964;9769904.345602755;14938643.322960192;21766602.804258693;16523170.146820156;6494313.302819075;7182533.03816072;13896497.51419736;19775455.55132915;0.0;-7892012.5774577735;-10709840.907594372;102837494.74907689
60;Tubbergen;4465589.849763509;2147457.216927879;4372751.396222749;6900921.767294862;7602473.027032271;2479133.509871903;2785299.616492889;5053568.055821655;8618564.309802685;0.0;-3713612.622000292;-5760196.0003235405;34951930.830897644
61;Twenterand;7688588.938778118;6392723.079450329;9172560.145936077;16311963.52948297;12139527.050048105;4029277.335409844;5032018.1099414015;9067545.837305745;10428464.339352885;0.0;-5913629.147285077;-7327146.393241503;67021844.58457638
62;Wierden;5722768.894058486;2775826.2399422987;6286985.500800818;8563113.984123873;8935445.727002088;2831396.7570160404;3359962.89880802;6748508.614833348;8112565.045070533;0.0;-4326965.288306382;-6110028.999610303;42899556.84736803
63;Zwartewaterland;5229289.798605515;2943102.344950428;5157518.050177636;9573278.293960862;8284331.919995192;2732363.7871340113;3396276.775121876;6757277.66448231;8263526.316934354;0.0;-4069579.3213898945;-6064238.59099862;42203120.8831963
64;Zwolle;42779976.82249615;36780793.192917325;41327969.12432212;66726837.28860647;48782879.04224686;20281587.48944384;26876426.241531756;57265283.607645996;35808049.90861161;0.0;-23107636.49426906;-39300854.642470695;314221141.96779156
65;Aalten;6644759.739623637;4349099.069870057;8959098.87581928;13187771.887722196;9886277.732455973;3502247.6674659494;4047676.0352188055;7989185.732670531;9433612.551670764;0.0;-4739511.775464798;-6296573.110552285;56963605.49811858
66;Apeldoorn;50957651.80994973;38109945.30910061;59427582.8998667;79072160.36714387;61633747.41104188;25028642.65683225;29538556.855208613;65566184.69619818;47697833.64278287;0.0;-29194302.597698268;-45183668.73432664;382654124.41844153
67;Arnhem;59395177.348431386;68503048.13590282;57551948.95876369;96434626.56095856;62103542.08114465;31785053.785126258;33524710.85069245;75584954.80548832;42926185.74656797;0.0;-29093812.723489348;-42243582.122652315;456471585.9019121
68;Barneveld;15288706.976110788;7568919.8909102045;13551283.31692364;21918885.304397877;22564827.305243503;8194007.228795599;12928562.976046646;18197308.69132434;20846576.08717668;0.0;-10863319.213823885;-19526759.63139633;110668948.06112485
69;Berg en Dal;7903822.931900684;7908174.35376256;11410352.720124515;15236596.83382049;12913603.645224694;4720583.278293071;5610099.349013308;8706145.762537451;9370345.930331096;0.0;-6156783.387347835;-8361237.220655315;69261655.33977589
70;Berkelland;10175973.361822782;7577753.610022734;14699201.02294967;18723296.01868441;15937724.159455372;5521490.694465611;7372389.482392688;11887329.31911564;17917036.646987524;0.0;-7624907.384121819;-11359378.311195076;90827852.10288186
71;Beuningen;6287675.880849509;4226770.6606415305;5854496.516897451;9406579.49253048;9619765.505191527;3438626.2794347946;2998272.4328413242;7094356.076558965;6822821.662982226;0.0;-4638327.677422596;-6052925.714099994;45058084.14092533
72;Bronckhorst;7794700.688090149;4513174.545961806;11696190.544923376;13078511.795472603;13083166.750657912;4556414.8781404905;4275799.271930743;8709210.73477844;14931704.019863827;0.0;-6268728.058724202;-10022471.341234647;66347633.90899914
73;Brummen;4932723.769952566;3419501.6571350833;6862754.720256305;8424086.413825456;7770949.555645644;2836114.537865105;2688093.705753205;5367482.915108409;6605626.098687275;0.0;-3694347.724690267;-5250172.720408022;39962786.67921307
74;Buren;5823793.139756682;2724403.9101215163;6159858.1860970175;8877477.925008006;9871146.736155497;3609192.329746052;3253212.8275798336;6478479.289333132;11063366.028700685;0.0;-4820216.073753371;-6940106.513904339;46100582.14719773
75;Culemborg;8096339.279227925;5221816.525578523;7079796.879787491;11458990.153847078;10852080.26471317;4507558.282730466;5989180.752409688;9507339.845848147;9103217.167936191;0.0;-5197009.690825046;-7310468.0083415825;59308809.50293597
76;Doesburg;2736796.9297301774;2917972.8037469657;4203424.167913277;5664632.509899009;4054964.2066038344;1754255.1180533934;1253914.1244105801;3562527.535389088;3011049.9556811107;0.0;-1922844.9893185806;-2309531.6039968478;24927142.215660788
77;Doetinchem;16243168.676784514;14804673.841890879;18997324.10613432;29361848.643481877;21691373.80123316;8274788.144705301;11928430.227717469;20713396.317394804;16494763.001292631;0.0;-10348026.60825122;-14117115.622566374;134044541.4340889
78;Druten;4614526.184260291;3291343.3718840573;4713835.025103768;7671056.036600603;7052439.4609290855;2656882.8470503287;3343627.931089082;5194021.92019366;5430212.589079451;0.0;-3399993.9835257754;-4600772.477633593;35967156.35661189
79;Duiven;6267786.256034929;4573532.469657296;6248709.130144998;9811775.82537264;8951889.903822185;3155964.468708846;3493074.5229720557;7292494.909382139;7167310.931034697;0.0;-4316725.388429567;-7303215.687844871;45342569.23801255
80;Ede;34772407.29587382;19917684.464556918;33422269.47937209;48830633.03435159;44631245.253701076;17216945.335693836;20414662.78129424;43242938.66069141;35677818.576034315;0.0;-21439921.21392038;-34521932.21790986;242164630.30522156
81;Elburg;5431196.2560434695;3403307.0387672265;6327677.954972129;10158982.641870536;8557870.105471445;2911765.9312589024;3885221.3822409376;6538398.91783566;6320633.327144537;0.0;-4149068.717234862;-5681183.144733765;43704772.75934147
82;Epe;7826793.136912066;5025675.691745297;11598712.085862732;13915204.584949434;12058128.613531906;4418045.049583577;4664536.713170777;8804617.87660702;10749469.109399963;0.0;-5756559.490460315;-9200349.406131146;64104232.304672316
83;Ermelo;7031282.255961176;4417485.207396888;8607418.60129695;9850612.677299542;10430816.535319973;3708802.6775193596;5595431.010001517;8360079.032261865;9054089.191943446;0.0;-4834621.357853663;-8366458.2912714975;53854911.48868243
84;Harderwijk;13959910.410046821;9289910.560197601;13810292.304249052;20968461.96198271;17901268.438173093;7127220.8981877025;9266865.909043467;17361095.18497821;12780785.057855783;0.0;-8571490.70070558;-13353448.35452732;100540815.69936426
85;Hattem;2863066.144855956;1466802.2161270601;3308274.219830344;4854824.270645634;4547572.138809994;1517611.5663744067;1446787.0301142102;3513780.351122693;3144625.1474332465;0.0;-2190991.5278515746;-2919469.5637688437;21552868.188864227
86;Heerde;4299369.941707007;2355789.881944323;5877120.326801842;7410311.985781075;6890197.416241644;2247911.7639479386;2780673.385210352;4868280.142186227;5964193.438141023;0.0;-3336819.0049286173;-4518521.9986595465;34838485.73213518
87;Heumen;3787362.074943017;2596839.4591084654;4171841.761971836;4874967.3145231465;6083928.856050443;2122572.7981918924;1716193.6670558958;4104946.6245689257;4633548.388582607;0.0;-2922016.268411898;-3945190.0557502313;27224980.840954565
88;Lingewaard;10713578.091922406;6400520.4057796355;11567267.223744273;17667531.90178968;16965349.575626276;5705906.6165472595;6358002.17612361;12178497.796051752;11653876.983158499;0.0;-8211705.733303284;-10944681.84929746;80054090.77809598
89;Lochem;7955072.326577206;4852811.995093601;11563619.085429136;11431094.126846971;12567725.282711856;4599327.594242049;4742534.09163407;9280565.005277202;13174357.170423651;0.0;-5951117.5949904295;-9870443.836708646;64345512.88155992
90;Maasdriel;5586596.190765663;3237630.473402841;6268374.586207112;9805187.103726286;9283500.545821283;3403048.3440129855;2930315.88626973;6053743.330809498;9853631.499401163;0.0;-4546689.248553296;-6346535.988381667;45528772.64557785
91;Montferland;8683017.867926676;5850473.346760703;12127561.601873713;16523064.88169953;13302030.867425127;4824002.575453627;5338296.5267304415;10231654.927722562;11920571.288498893;0.0;-6399590.512917466;-7671757.811474397;74729274.85694323
92;Neder-Betuwe;5438729.208157157;3279169.024174712;5119787.378663119;11107851.093068112;8986160.69674843;3024577.106291876;4535143.392179765;5999833.5254234485;7995707.699108829;0.0;-4461819.567758902;-5383228.3190377625;45641879.3930775
93;Nijkerk;11115169.574969782;5805517.182821836;10414019.29216408;15980574.631045079;16177943.31478493;5682352.868292831;7310502.771604542;13381053.583647298;12990868.98366109;0.0;-7872747.6801477475;-13217733.36823873;77767479.12175132
94;Nijmegen;63780194.19974601;66424772.89825693;64817719.77118465;102263384.32955076;69155206.32781258;31888327.33936686;32252018.005013335;84691771.45293571;47699165.274161845;0.0;-32463781.25011219;-52491364.18607705;478017130.35489404
95;Nunspeet;7025051.6507072365;4174679.1649266253;8141884.492263157;11954803.84000076;10543255.847234454;3666152.8110061176;5016654.1012903955;8333583.941292934;8939415.367976425;0.0;-5045667.436878151;-7687520.0969686685;55062261.75347295
96;Oldebroek;5438168.40755344;3807800.079994978;6040034.678092989;9822002.938065937;8653109.463667747;2982273.1465220926;3279898.6710597626;6216053.118180674;7496543.839395319;0.0;-4214152.827261881;-5512303.56350612;44009400.14468808
97;Oost Gelre;7154427.485580793;4132650.034526485;8636875.725721713;11988658.704291778;10881314.92720811;3712760.4712384837;4648143.518704434;8814013.190949913;10904323.742916852;0.0;-5201348.63057743;-7817337.270974818;57854448.1893749
98;Oude IJsselstreek;9672724.373645067;7944772.766645727;13958451.074722402;19696346.264972683;14237984.067053208;5156680.454034546;5537266.021065743;11288004.149995694;12902558.81760015;0.0;-6838517.759953944;-9604046.655084565;83952163.40119256
99;Overbetuwe;11139296.706311576;6834880.0425117165;10753933.326764774;17106692.0142341;17468642.44742109;6157957.231714496;7869369.584237168;12429378.871360576;13985564.59226415;0.0;-8490265.730677316;-13737575.371465448;81517825.9508682
100;Putten;6070908.9026360465;2948191.2872460326;7337452.446412751;9138281.05152902;9102032.624405032;3064347.7836677935;3196415.172280457;7248732.238914168;7988509.889732217;0.0;-4335122.496071458;-6816800.716759581;44942924.388975754
101;Renkum;7335687.705865376;6312169.783807726;10681405.160870831;11281464.509373939;11537423.712541334;4294795.277279839;4804282.981360627;8065869.741384837;7318339.501924548;0.0;-5453007.19461605;-7869034.149689503;58309362.64147258
102;Rheden;10807703.795449287;10708701.15487269;16218264.938886005;20571195.20825138;16108156.29997069;6643239.6408727635;6267122.70248894;11423814.048336798;11715904.882807313;0.0;-7577699.708279344;-10124083.220240362;92762251.95818146
103;Rozendaal;402229.3855266096;57510.90075959966;314358.2741782577;266306.8221112569;647034.0686015873;296960.16689187335;656628.8574213344;403385.32743563515;672514.429686236;0.0;-317784.02166739956;-571169.4828066278;2827974.304289356
104;Scherpenzeel;2275535.0798463575;1056965.3533602336;2395581.5425986284;3541772.311602902;3694425.6872502314;1236113.1500591296;1252404.4473956586;2507164.417974465;2636404.557124942;0.0;-1795106.5724340957;-2442927.947621523;16358322.290089052
105;Tiel;12281538.254587082;11694930.967424141;13256609.444115147;21174961.61048877;15326259.181130651;6761099.013143676;8600778.295745518;14618977.518173741;12268173.590830911;0.0;-7353636.808280047;-11183325.38762632;97446303.42527846
106;Voorst;5668649.294433547;3353696.634426601;7054412.847717231;9035427.311651904;9149465.281990398;3091640.3974465453;4022150.235716136;6302654.918259833;9615596.272204375;0.0;-4404371.992039612;-7186325.109831535;45702970.17756859
107;Wageningen;12578541.811285976;7170236.334482172;11801377.532582598;14710167.807698568;15770534.116962189;6834634.615660606;5463209.046055387;14486523.974590557;10135120.844224514;0.0;-7389910.351824137;-11227588.710067641;80332803.99691504
108;West Betuwe;11757453.217133988;6017446.359913316;11941393.922716789;16858825.172414802;18775419.17504372;6693694.014660526;7131844.291539997;13517226.756360369;20024354.7145846;0.0;-9189529.424692497;-14342693.470728703;89185389.89393201
109;West Maas en Waal;4393850.999042561;2658625.870687964;5104049.166302642;7860795.240780775;7271095.302526332;2774446.7545430674;2400802.615390482;4822638.475400907;8370952.525360962;0.0;-3528426.6293965164;-4967089.1870891;37161717.038270704
110;Westervoort;3695668.3344228184;3666172.925736476;3580904.1320970953;7037438.309225737;5478705.161499864;2124526.4207719006;1892758.9839800915;3904377.0721083675;2987022.0398510005;0.0;-2629571.660394924;-2742898.5865088324;28995080.753503982
111;Wijchen;10567064.07669662;7717955.07765433;12017178.32138038;16963926.070313968;15013645.187089406;5314959.971391071;5712045.464358264;12950852.74859647;12324339.870560791;0.0;-7210451.762098229;-10872486.759576142;80498980.38042244
112;Winterswijk;7859280.949739516;6458177.028178312;10736788.391008208;14075343.800633902;10718934.214866873;4004301.722484003;4837983.881519447;9560068.472525401;10979323.492179189;0.0;-5073263.0991998175;-7114159.70036162;67042738.12449633
113;Zaltbommel;6867538.437230014;4228565.043614259;6745970.172724451;11611942.702845126;10767319.57316273;4266484.988126505;5647554.802136653;8058052.453013852;11725228.4471013;0.0;-5273548.604890141;-8148436.761620358;56496637.71251148
114;Zevenaar;11047088.746369282;9473067.613727827;15525516.663917776;21891581.610945657;16347614.644271165;6258799.294985322;6370476.850733798;12951399.498595927;13545015.989768324;0.0;-7817209.239293632;-11037196.034020534;94556087.76642808
115;Zutphen;13996379.022741003;15174685.572149124;17747791.90984771;25466918.580800425;17982986.151516248;7377076.713831476;9156749.723252112;18541582.542862672;12948827.246233312;0.0;-8461281.605230166;-11830891.875555737;118100748.86210169
116;Amersfoort;51824917.01557326;34911865.413011886;39702301.650821894;65749451.89555344;58889490.275335886;26652641.733797126;32170527.724396482;65687260.1311827;40704236.569359854;0.0;-28090649.62257209;-45136428.71536871;343065451.3278685
117;Baarn;6286648.855843596;3929392.2429911876;7423645.162094019;8057757.216398792;9300829.801701464;3774579.220211597;3478073.959231488;6596821.307109625;6715983.126977737;0.0;-4350222.010875664;-7412335.805019706;43801149.15211381
118;Bunnik;3489389.885036061;1473348.1478823477;2911260.521448241;3350827.4686722658;5754459.968901398;2064023.496717059;1731423.146411874;3624137.839853015;4027470.8661663057;0.0;-2795666.312935239;-4659805.54147917;20970861.883646872
119;Bunschoten;5285572.514275766;2348317.4686651374;4518152.551465247;7304801.402098395;8036639.484792944;2709346.1441931375;3016536.4039521934;5941795.375956611;5801820.005965966;0.0;-3925700.0462218206;-6208577.20301673;34828684.95334816
120;De Bilt;10739656.598264694;6180470.724951509;11854281.862422634;13740563.778861934;15922464.093554053;6352904.565201881;7424355.4911876945;11378808.047890794;11351239.928547744;0.0;-7587592.493663032;-13796254.224116305;73560860.7642646
121;De Ronde Venen;10681932.072242325;4928527.491329144;10417240.376678774;13131264.549092336;16459864.187458113;6344998.113065774;5764409.743079125;10958510.177198485;19620770.77908918;0.0;-7951195.729078017;-13845860.437709559;76510424.39362177
