;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal;index;0
248;Vlissingen;13316618.015120002;14953261.438530799;17322504.7177;24499566.0834624;16227030.948032798;7137752.8156368;6155430.439032;16489756.15644;14888584.787105398;0.0;-7526345.169;-10429287.13252;113034946.3419122;;
249;Alphen-Chaam;2130088.56984;890887.7557691999;2311368.4989835997;2676269.5614704005;3617246.1714087995;1233828.1895688;1196460.3561400003;2259219.03732;4981180.085467599;0.0;-1744145.06098;-2707339.13164;16845071.366352394;;
250;Altena;11810332.591049999;6794750.635850799;12647516.954867199;20737073.736749995;19632349.232369997;6899311.410768;7646686.226054401;13138079.644479997;19145114.342974197;0.0;-9622719.84996;-12389716.98906;96438837.84591053;;
251;Asten;3895796.52987;2206272.1497907997;4596022.574242399;7012089.5658044;5922380.2731268;2128506.0100108003;2256225.2362048;4538597.133279999;6038158.732688599;0.0;-2874180.36332;-4196249.11192;31523639.385490585;;
252;Baarle-Nassau;1455347.08508;1012654.1284999999;2208185.4524211995;2291448.4083231995;2540003.8237504;921480.9590923998;972617.7399736;1556339.2636399998;3879769.3050760003;0.0;-1178710.66866;-2062686.19826;13596456.2968228;;
253;Bergeijk;4014191.3154700007;1895239.0631999997;4627683.4058224;5859737.793193201;6661624.241700399;2529109.4811724;1996314.2435600003;4455890.717879999;7636095.531350999;0.0;-3182568.81432;-5009790.11876;31483543.50870539;;
254;Bergen op Zoom;20311749.96732;17250820.075689197;22228441.6972408;32367534.841353603;24200324.800159197;10661854.9982952;13058545.402901597;24941859.93628;20670233.6969982;0.0;-11479385.02144;-16025546.26928;158186525.00612578;;
255;Bernheze;6803778.84599;3890751.0848891996;7021041.2219836;10610726.5871628;11042707.3614116;3689557.0047335997;3694758.7549712;7620176.908119999;9670758.620047;0.0;-5378127.88898;-7180117.47362;51486041.16329101;;
256;Best;7653698.210200001;4312606.446649199;6530916.983228399;10212145.2952176;10677411.781047199;3876233.1099632;3923574.21344;8704411.66168;8048499.618837999;0.0;-5150420.52462;-7741627.17208;51047477.18525161;;
257;Bladel;4495462.165390001;2352444.4359891997;5250739.8204548;6511238.031885999;7316420.202182;2652020.181762;3473523.7669047997;4983873.8213599995;8247927.064785799;0.0;-3502125.92814;-6132344.0370000005;35649197.978274606;;
258;Boekel;2332957.13651;1327682.8931799997;2139114.6372036003;3295803.9566228;3823198.7501316;1296444.3773035998;1162637.4727464;2617700.2765199994;4164475.1181726;0.0;-1860832.58298;-2544353.53332;17754837.2943426;;
259;Boxtel;8184845.42148;6015287.604090799;9577541.051685598;13878991.963939201;11702978.9772224;4497391.8506244;5423341.295752801;9237668.051919999;8953077.840817597;0.0;-5625672.13208;-7515221.365459999;64330271.182798795;;
260;Breda;56750628.19083;42403814.872129194;56077372.6467136;81150061.8795636;65808520.1311692;28721266.480575196;31511802.479875196;73619574.37296;51285541.15885621;0.0;-31078554.60948;-49038552.67658;407211687.61625016;;
261;Cranendonck;4574469.83959;2657652.3123108;6019739.834217199;7495139.9516924;7188302.5789428;2685875.4794087997;2777723.8312711995;5012621.60084;7597413.104950201;0.0;-3475787.88746;-4732419.41586;37800753.4141494;;
262;Deurne;7750876.85197;4837293.16574;9380804.111064399;14003632.766774;11404764.235577999;3990721.061922;5416841.094201599;9432810.430680001;11645571.0459634;0.0;-5497149.16142;-8056796.1152800005;64309409.322401404;;
263;Dongen;6361496.23221;3851216.9519907995;6722565.508539999;9834254.2417588;9378380.9290836;3340811.5175176;3397000.7231664;7159387.989599999;6892648.327870199;0.0;-4534143.712;-5664755.11846;46738892.1243834;;
264;Drimmelen;5837819.8192300005;2750417.2308507995;6619309.2914368;9447543.4563412;9665942.991496399;3462089.9103643997;3056281.5942848003;6345611.250159999;8406203.906468201;0.0;-4666500.70124;-6017302.11208;44907445.61300059;;
265;Eersel;4298266.0788900005;1901565.3305908;4622083.5665088;5706353.807792401;6923125.8548228;2476915.4078087998;2784444.5874111997;4784418.23356;7253117.3258502;0.0;-3334595.98584;-5305053.526860001;32110656.00688099;;
266;Eindhoven;88706572.66366;66315491.5260908;85711845.398256;121105873.9459912;87100728.5072064;45933435.792434394;42952565.055380404;111083532.48328;70503686.27975959;0.0;-40628928.1958;-72352254.59068;606432863.3137267;;
267;Etten-Leur;11830145.84185;7662065.976289199;12100852.6625616;17929037.9416652;15524913.687144399;5989872.3191664;6883653.099988;13873495.756119996;12769476.8401438;0.0;-7430994.79388;-10849178.34986;86283390.1728346;;
268;Geertruidenberg;5012370.0361;3702222.5276707998;5652460.6027428;8847861.5923432;7691765.7818904;2762855.4583784;2975590.0287736;6109350.71292;6702489.979122001;0.0;-3683825.06954;-5757673.72188;40015494.4579892;;
269;Geldrop-Mierlo;9758412.394499999;6956080.69408;10461568.551165199;15349944.5604736;14109995.3481592;5309641.9369672;5173826.3880016;10685362.79524;9562812.739451999;0.0;-6741371.53886;-8860887.93372;71765431.43515083;;
270;Gemert-Bakel;6934020.979059999;4617635.975150799;7261553.100107599;12710366.0105856;10802175.426263198;3773472.5985571994;4716708.391645599;8212750.258999999;11259838.7817748;0.0;-5231435.00418;-7145264.48234;57911859.1403988;;
271;Gilze en Rijen;6216620.62728;4200413.93478;5966481.336437998;10187180.457244;9284535.834167998;3655440.719168;3404584.0142160007;6346409.6794;8657220.1613828;0.0;-4469965.5749;-5917712.832999999;47531239.3934768;;
272;Goirle;5334043.80894;3521385.6434708;5047853.1707044;8057095.6062239995;8349593.887208;2875316.065496;4426950.809736;5848540.87328;5972376.656503599;0.0;-4030220.31342;-5307865.4879600005;40095093.84473879;;
273;Halderberge;6898747.03812;5125157.926809199;8439265.397665199;11959261.9682592;10732241.931342399;4160134.6170944;4277974.6565584;7602054.603359999;9751991.743740397;0.0;-5174424.81486;-7965159.466759999;55807282.32856521;;
274;Heeze-Leende;3465667.9177400004;1309128.9507799998;3776058.7123644;3958003.935295199;5753531.045354399;1997923.5800243998;3344905.2002296005;3800445.4406799995;5663931.461400799;0.0;-2771662.04042;-4322421.79282;25975522.864330802;;
275;Helmond;28475776.11942;25254169.491009198;29414329.0270256;49857246.6896784;33115561.3030648;14060292.5714188;17496657.327525597;36392108.35652;24093871.550266;0.0;-15819160.66108;-20868247.440419998;221472740.9734904;;
276;Heusden;11279249.5683;6358543.3234092;12033155.474816;18195356.1039936;15795003.0830592;5606530.2326432;5623383.380776;14175793.515239997;12275385.963607203;0.0;-7639698.7618;-10466103.22584;83236648.1708284;;
277;Hilvarenbeek;3299161.73265;1468313.5892291998;3601819.616642799;4214645.873908399;5578224.0303748;1852126.8496808;1700058.5850584;3588028.16736;6458770.404809799;0.0;-2658641.8405400002;-4300451.27066;24802067.346040204;;
278;Laarbeek;4839947.660870001;2807127.2672799993;5620938.495592;8491608.831000399;7976332.3212188;2771687.4078627997;2689937.9692808003;5352416.179599999;7167681.6486562;0.0;-3877359.6596;-5410517.94312;38429825.61367301;;
279;Land van Cuijk;20608242.139380004;13083151.672250798;23841105.767715596;35196082.3721304;31569172.8466688;11587125.3201508;13646342.3189072;23508339.440039996;30946808.5536456;0.0;-15239890.462580001;-21269083.28998;167477499.65570715;;
280;Loon op Zand;5249087.853870001;3007887.0690091997;6014258.040148401;8822617.2543628;8279778.170851599;2912644.0229936;2689768.5132583994;5742409.00268;6385060.1939418;0.0;-3966875.65862;-4923154.38462;40213506.8915578;;
281;Maashorst;14713775.64902;9281784.4953092;17007216.4744048;24449264.359794397;20466410.885216802;7700529.5016328;8520252.387085598;17704393.44016;19211870.620194003;0.0;-9824089.17364;-15341268.15776;113890208.52875358;;
282;Meierijstad;19980241.59117;11526657.094850797;20795702.944757998;31603019.382605996;28874181.808401994;10465378.447188001;12254311.450259201;23168420.9666;26875572.051083002;0.0;-13954994.1489;-23096492.39522;148492087.07713905;;
283;Moerdijk;8181987.260860001;5715359.30994;9466551.9460092;14196892.328460798;13047884.6262576;4968202.0399676;5102878.0780068;9592562.029679999;17031381.3027106;0.0;-6286290.20306;-10222866.83698;70794585.5419306;;
284;Nuenen, Gerwen en Nederwetten;5417923.5474;2994878.5863107997;5909116.996677999;5859980.9681056;8313325.0654831985;2824928.6884952;2522038.6030784003;6089776.880599999;6270981.2215456;0.0;-4003215.4869;-5805852.7976;36393896.75255678;;
285;Oirschot;4043931.22098;1722585.2404907998;4196540.630472399;5306462.939181601;6623199.9910552;2188515.8286712;2355260.0858303998;4702186.893879999;7582940.3699644;0.0;-3203405.87182;-5830944.83508;29687287.258613996;;
286;Oisterwijk;7329032.667880001;3822462.0459507997;8439657.273625199;10017742.071948798;11446410.375153601;4165040.9281515996;4324831.3400376;8616424.125959998;9507265.630637601;0.0;-5491148.0888600005;-8587135.41714;53590610.89539918;;
287;Oosterhout;15271781.75495;9829501.912190799;17042055.55633;24705880.3543356;20089842.143473197;8126289.027119201;9226122.7006312;18207312.71492;16715647.763100997;0.0;-9572544.2155;-14979342.09278;114662618.38522899;;
288;Oss;25332251.196280003;20801272.295969196;27695713.866416395;44078901.6846752;32779468.8257344;13067399.3253804;16411591.1691144;30977776.425679997;29337394.737223994;0.0;-15742313.59302;-21178336.054739997;203561245.01912802;;
289;Reusel-De Mierden;2860870.37425;1347002.3924308;2579777.4633624;4161718.901438;4671406.700085999;1678316.3334000001;1578159.628052;3173156.5798799996;5623583.774694199;0.0;-2257403.4613200002;-3156691.6639799997;22259908.2310714;;
290;Roosendaal;21973963.647510003;18583117.674099997;25388706.1889636;36863260.89817;27205001.23285;11820109.462154001;13293346.9568424;26228948.176200002;23207249.680491805;0.0;-12937812.34998;-18020914.56768;173605083.66046977;;
291;Rucphen;5238934.88139;3786495.1004999997;6715497.7041992;10026681.461678;8148015.216585999;2753613.3569839997;2664059.3824488;6160937.64664;6728327.596859399;0.0;-3940037.52856;-4905029.37786;43377525.82631141;;
292;'s-Hertogenbosch;48238286.49801;37108596.52276;47386034.0046716;70871233.7577804;56097909.967038795;24502310.3387468;25666631.514176797;63909440.78847999;43970812.8959078;0.0;-26463563.114380002;-45538168.2318;345749708.1533723;;
293;Sint-Michielsgestel;6283756.66856;3069339.2607107996;6114988.476561999;8584942.460057601;10312172.6823472;3437435.2468652;4014592.9802692;6941901.0738;7501024.4956640005;0.0;-5023397.8221;-6428493.78962;44808284.658297986;;
294;Someren;4367195.284270001;2362446.41052;4932657.1262892;7443368.0413204;6892113.446878799;2444223.5977208;2508820.8562984;4993244.85184;7469853.8587162;0.0;-3344097.68406;-4889233.04778;35180614.3719718;;
295;Son en Breugel;3954792.60442;1983041.6870292;3964488.4844319993;4850880.518545599;6168956.9479832;1966315.0893512;2174400.5001431997;4494779.365999999;5445957.7783632;0.0;-3002203.2446;-5432565.23472;26568856.272739597;;
296;Steenbergen;5331560.1462199995;3843445.7148891995;6709318.008371998;10395178.88724;8498250.98486;3115880.581184;3154677.1518864;6190981.159159998;8590283.6053846;0.0;-4102399.8806000003;-5604171.77988;46123037.046984196;;
297;Tilburg;73466472.00998001;68014247.7181692;71657165.8112604;112057980.44659679;80861826.8439296;38798584.6914456;38722054.8418424;90640806.8916;68207686.1641476;0.0;-37957950.81722;-59119132.5488;545350062.4936316;;
298;Valkenswaard;7823810.286180001;5687055.4133399995;11142338.148124399;14272902.4742416;11089347.4831552;4131414.7460151995;4434601.2131848;9274663.15608;8833010.4204776;0.0;-5255439.29442;-7507528.45216;63926218.98139482;;
299;Veldhoven;12133371.453630002;6349607.284859999;11975822.7416324;17024961.0887356;16154388.9443132;6133609.9852552;6221638.306391199;14054600.932679998;11487990.826935003;0.0;-7737549.58382;-14268181.941499999;79530306.6657626;;
300;Vught;7416748.835790001;4115647.5507308;7213502.416363599;9884018.705945998;11188516.557861999;4025666.7059979998;5902951.6184492;8501873.63872;8088075.982119;0.0;-5353123.41998;-8450193.12752;52533710.98435059;;
301;Waalre;4011330.18545;1838061.1200307996;3878295.422176;4510104.7581156;6221018.384753199;2107263.1975752003;1774076.71196;4349731.5287999995;3740110.293283;0.0;-2997202.3508;-4308386.3349;25124414.065833803;;
302;Waalwijk;12830618.31086;8792468.7410308;15340020.524774402;23804923.006838404;17353180.4624248;6735832.517948799;8046301.6715032;15338704.671079999;15259251.020148799;0.0;-8326821.56992;-13720886.48732;101453662.60502125;;
303;Woensdrecht;4889594.11997;2937416.29566;6780830.271905199;8694090.438754002;7743000.097098;2790094.247318;2730374.9655;5446070.57484;6910796.0980632;0.0;-3699161.14386;-5508321.119;39714810.79314838;;
304;Zundert;4799770.632510001;2636617.7158999997;5812655.485369599;7923199.5376548;7783827.959115598;2595563.7521716002;2822171.1034327997;5384592.852519999;7439841.0913638;0.0;-3753670.88628;-5756616.0598;37687976.896738194;;
305;Beek;3578632.9786900003;2650987.7988691996;4885466.128810399;6408610.5747692;5639731.5999724;2072878.3130943999;1528176.1771192;3974251.0684799994;4272187.749710999;0.0;-2689147.2927200003;-3959269.61286;28362525.6178818;;
306;Beekdaelen;7422996.1776600005;5199637.7326291995;10456950.207995199;14286340.174943201;12497581.5259904;4450467.7473424;3555120.2398151997;8173853.466239999;9544600.700272398;0.0;-5995404.88036;-6442334.57856;63149853.824183986;;
307;Beesel;3178445.7458599997;2328433.3726892;4389250.015222799;6656172.9218768;4716668.2283896;1681983.3252096;1734355.1129212;3702087.2047599996;3683892.4211879997;0.0;-2241900.69054;-2445455.4832800003;27383952.4963052;;
308;Bergen (L.);2709586.8606800004;1882016.6188291998;3563916.4077467993;5306368.2368144;4534052.2561768;1747659.1467888001;1565682.3240688;2925585.8525599996;5316080.306278;0.0;-2186890.85874;-2595937.62728;24768136.452330798;;
309;Brunssum;7104648.988290001;7894326.225799999;11037026.8344504;16946204.0290676;9915307.8263372;3936465.1166651994;3343881.5699968;8485924.058079999;7128603.674703;0.0;-4614491.40572;-4897242.38332;66280709.98860218;;
310;Echt-Susteren;7331153.236610001;5021391.313679999;10504996.131932398;14126971.688779598;11254636.205761198;4229588.8480271995;4113361.4218312;9313229.72328;11339512.058155399;0.0;-5328785.73682;-6968737.72698;64937360.82433502;;
311;Eijsden-Margraten;5431037.817659999;2774976.5129799997;6650190.7270652;7489221.64536;9014256.88618;3062357.13063;2619734.4529608004;5904090.34404;8933414.4559184;0.0;-4332607.69186;-5519778.1775;42026915.1366844;;
312;Gennep;3912855.47835;2649532.8101199996;4647324.8635408;6260625.4941916;6262998.7127652;2281763.7045672;2438588.9530799994;4584245.634639999;5846742.6363136;0.0;-2961195.91544;-4171423.5319;31752077.130318392;;
313;Gulpen-Wittem;2950531.59814;2043741.4862199998;5073973.064272;5803058.692256001;5022821.529432;1942557.085672;2251736.7301911996;3098525.3488;5809566.6659996;0.0;-2368756.6966;-3042508.3948;28585266.226862803;;
314;Heerlen;26380879.4361;37252725.48308919;39530569.7959984;62257949.483016;31317845.459012;14073806.065914;18927885.482881196;33637816.98088;23006215.692143604;0.0;-14522928.98812;-18541153.13774;253321805.40188834;;
315;Horst aan de Maas;9596853.44191;4956523.2608108;11267487.777445197;16000534.963977197;15142111.571588399;5557241.3455804;5413099.837415201;11095402.57504;16772900.651946599;0.0;-7274800.21086;-11284121.50216;77243279.92786977;;
316;Kerkrade;12352208.4637;15600637.6398908;19573989.833944;30706846.927965596;16347287.029343199;6770637.612687199;6485147.5184104005;15210552.691599999;12405981.17983;0.0;-7604692.5052000005;-8191614.959439999;119657081.34031521;;
317;Landgraaf;9425115.951720001;10260387.1141492;13789910.518509999;20097322.0759304;13138184.208648797;4780590.9162088;4954226.528608001;11663457.335599998;8807693.092099998;0.0;-6196940.9005;-6187741.9144399995;84532267.7166192;;
318;Leudal;7565853.3188000005;4550200.547650799;9756498.491485199;12574037.2893464;12543648.590580799;4651028.5099067995;5225154.815938399;8324498.763839999;13538040.72922;0.0;-6024576.76086;-7966359.61266;64738062.873974405;;
319;Maasgouw;5126984.556330001;3289776.427839999;7348369.823465999;8341121.5790083995;8599246.413074799;3265597.6927028;2246100.174388;6307942.007359999;7969293.066244998;0.0;-4051557.4603;-5837828.4202000005;42605071.637135;;
320;Maastricht;38050952.092930004;34915060.701390795;47323430.33366479;59677061.116492406;44841023.6939028;20794114.313212797;16968919.624311198;49528826.262439996;38565808.6940602;0.0;-20459323.32164;-32332554.88194;297873502.84615904;;
321;Meerssen;4005489.66552;2525122.6171107995;5909356.36284;7030324.884514399;6474932.8355768;2282308.7625407996;2174993.5487112;4548426.243199999;4777038.607152;0.0;-3100554.156;-3586814.2837199997;33040646.549138;;
322;Mook en Middelaar;1673533.06127;970554.9509599998;1962513.0280195998;2065106.4529844003;2798583.6052467995;923791.4571507999;761751.0703656;1801776.1801199997;2138457.0236988;0.0;-1340739.62778;-1750226.78632;12005106.309268003;;
323;Nederweert;3846762.9125099997;1985162.7073907997;5155433.4094228;6803035.8410252;6022103.907604399;2055618.8226504;1921401.9539624;4414046.80976;7788639.4143866;0.0;-2917021.35354;-4107588.10934;32967616.52330661;;
324;Peel en Maas;9969179.671220003;5735026.395559999;12094976.8992472;17371898.319664;15577504.076427998;5288043.778696001;5452000.559964;11545469.301239999;15747017.1656056;0.0;-7547348.92296;-10042770.96116;81191047.2355808;;
325;Roerdalen;4340335.322050001;3235408.9338199995;6288068.0529744;8418275.211883599;7232936.941969199;2706259.4228712;2195741.6497744005;4933879.588959998;6731915.5152438;0.0;-3450950.11492;-3853944.6101;38777952.5896366;;
326;Roermond;17510960.21976;17146658.1333292;21009238.206793196;33271515.585834403;21180297.234896798;9443697.3698368;11634295.038626399;21871611.56152;18606985.584605597;0.0;-9998620.36726;-15609375.79784;146067360.7829264;;
327;Simpelveld;2168709.4275700003;1638120.9261507997;3515836.7802711995;4941719.714727599;3678257.5008172;1360020.8904912;1003307.2225567999;2397424.50024;2498520.025939;0.0;-1732976.39816;-1706514.51134;19762442.468937792;;
328;Sittard-Geleen;25743177.278350003;24976020.411890797;36304937.792104796;50840982.9568396;32790333.402481195;13009878.812431201;13760089.4822048;33690053.562759995;27294029.224978596;0.0;-15375081.29164;-24052182.058259998;218982390.09302694;;
329;Stein;5740516.194;3668620.7941599996;9062073.099878399;11869656.9025104;8657706.731508799;3009475.3761827997;3031886.3098552;6928231.39848;5727768.4441348;0.0;-4129404.70712;-4654886.55562;48911680.91175241;;
330;Vaals;2395092.47488;2816855.6045307997;4070775.533048;5243844.508559999;3744004.1601199997;1590473.9942700001;1032653.2790112;2558365.7539999993;3052816.3282399997;0.0;-1698636.9274;-1903326.4747000001;22902936.12873;;
331;Valkenburg aan de Geul;3539327.24299;3145300.6243399996;5956988.0775356;6754588.4527940005;5908756.101457999;2395697.927056;2152853.0773232;4153253.881559999;4657641.928316999;0.0;-2737655.96258;-3726783.2288599997;32199990.235479802;;
332;Venlo;29926463.105910003;27826562.379529197;38439616.0521016;57429802.028835595;36386773.3681732;15582619.581715198;18535872.7246028;37688836.99391999;33314469.957220193;0.0;-17224411.81888;-27270847.8757;250635924.48769778;;
333;Venray;11505534.696109999;9198937.378990797;13617117.5966616;19811048.5490148;15481721.121095598;5947050.2889896;6307516.5364568;13811377.88772;17203233.9566962;0.0;-7439329.61688;-11717827.53626;93726436.9222814;;
334;Voerendaal;2566310.122110001;1531574.4110799995;3762628.037546;4933081.7725476;4326580.756957199;1606044.2733692;1245960.2219008002;2779973.065799999;3367588.0748062;0.0;-2067869.5863;-2292313.8522;21759572.894036993;;
335;Weert;13752043.48539;9777334.0931308;17925874.390698396;23797426.4378228;17864566.509291597;7212617.052989599;8065558.6547032;17033444.52964;16450289.5925214;0.0;-8480182.31312;-12560070.45854;110838970.37112181;;
336;Almere;72371223.0024;50063298.03912919;43100816.94079;88444121.9692128;76525875.98662159;40415493.8116356;45647081.681941606;78322898.745;50139622.67858879;0.0;-37144138.6995;-46900781.71226;460985728.85484546;;
337;Dronten;10683855.853020001;6551525.834419999;9523210.9310996;16525013.493060801;15128817.2818776;5611224.8676176;7547980.635944;12220620.817719998;15718766.634496799;0.0;-7266798.78078;-10598488.69848;81645772.49472441;;
338;Lelystad;24606815.789499998;21092824.574189194;20167488.1492476;39720840.8107112;28677434.2774864;13269035.7084124;17723308.7263008;27644155.13832;23250888.975943998;0.0;-13841307.163180001;-18606535.67714;183705057.84984565;;
339;Noordoostpolder;12147361.004029999;9390168.690310799;11288777.162798798;21896793.834515598;17057458.9070732;6364065.544869199;10484177.951049598;14248786.00516;20162784.019687403;0.0;-8289648.25934;-12342214.56308;102408569.17886259;;
340;Urk;5251758.3979;2024671.0913491999;3845085.4249219997;9344838.3013384;7219563.1396448;2078546.3668787996;4806352.854828;6623438.63636;5496031.0440308;0.0;-3638817.02534;-4163493.39982;38887994.54749401;;
341;Zeewolde;5504581.27268;3047976.3162491997;3463027.4729623995;8409304.5292032;8245181.301470399;3067995.9245124;3612533.4112168;6386218.049679999;9405079.793859398;0.0;-3949372.53032;-6642874.333860001;40549673.674699806;;
342;Nederland;;;;;;;;;;;;;;Gemeenten;EemsdeltaGroningenHet HogelandMidden-GroningenOldambtPekelaStadskanaalVeendamWesterkwartierWesterwoldeAchtkarspelenAmelandDantumadielDe Fryske MarrenHarlingenHeerenveenLeeuwardenNoardeast-FryslânOoststellingwerfOpsterlandSchiermonnikoogSmallingerlandSúdwest-FryslânTerschellingTytsjerksteradielVlielandWaadhoekeWeststellingwerfAa en HunzeAssenBorger-OdoornCoevordenDe WoldenEmmenHoogeveenMeppelMidden-DrentheNoordenveldTynaarloWesterveldAlmeloBorneDalfsenDeventerDinkellandEnschedeHaaksbergenHardenbergHellendoornHengeloHof van TwenteKampenLosserOldenzaalOlst-WijheOmmenRaalteRijssen-HoltenStaphorstSteenwijkerlandTubbergenTwenterandWierdenZwartewaterlandZwolleAaltenApeldoornArnhemBarneveldBerg en DalBerkellandBeuningenBronckhorstBrummenBurenCulemborgDoesburgDoetinchemDrutenDuivenEdeElburgEpeErmeloHarderwijkHattemHeerdeHeumenLingewaardLochemMaasdrielMontferlandNeder-BetuweNijkerkNijmegenNunspeetOldebroekOost GelreOude IJsselstreekOverbetuwePuttenRenkumRhedenRozendaalScherpenzeelTielVoorstWageningenWest BetuweWest Maas en WaalWestervoortWijchenWinterswijkZaltbommelZevenaarZutphenAmersfoortBaarnBunnikBunschotenDe BiltDe Ronde VenenEemnesHoutenIJsselsteinLeusdenLopikMontfoortNieuwegeinOudewaterRenswoudeRhenenSoestStichtse VechtUtrechtUtrechtse HeuvelrugVeenendaalVijfheerenlandenWijk bij DuurstedeWoerdenWoudenbergZeistAalsmeerAlkmaarAmstelveenAmsterdamBergen (NH.)BeverwijkBlaricumBloemendaalCastricumDen HelderDiemenDijk en WaardDrechterlandEdam-VolendamEnkhuizenGooise MerenHaarlemHaarlemmermeerHeemskerkHeemstedeHeilooHilversumHollands KroonHoornHuizenKoggenlandLandsmeerLarenMedemblikOostzaanOpmeerOuder-AmstelPurmerendSchagenStede BroecTexelUitgeestUithoornVelsenWaterlandWijdemerenWormerlandZaanstadZandvoortAlblasserdamAlbrandswaardAlphen aan den RijnBarendrechtBodegraven-ReeuwijkCapelle aan den IJsselDelftDordrechtGoeree-OverflakkeeGorinchemGoudaHardinxveld-GiessendamHendrik-Ido-AmbachtHillegomHoeksche WaardKaag en BraassemKatwijkKrimpen aan den IJsselKrimpenerwaardLansingerlandLeidenLeiderdorpLeidschendam-VoorburgLisseMaassluisMidden-DelflandMolenlandenNieuwkoopNissewaardNoordwijkOegstgeestPapendrechtPijnacker-NootdorpRidderkerkRijswijkRotterdamSchiedam's-GravenhageSliedrechtTeylingenVlaardingenVoorne aan ZeeVoorschotenWaddinxveenWassenaarWestlandZoetermeerZoeterwoudeZuidplasZwijndrechtBorseleGoesHulstKapelleMiddelburgNoord-BevelandReimerswaalSchouwen-DuivelandSluisTerneuzenTholenVeereVlissingenAlphen-ChaamAltenaAstenBaarle-NassauBergeijkBergen op ZoomBernhezeBestBladelBoekelBoxtelBredaCranendonckDeurneDongenDrimmelenEerselEindhovenEtten-LeurGeertruidenbergGeldrop-MierloGemert-BakelGilze en RijenGoirleHalderbergeHeeze-LeendeHelmondHeusdenHilvarenbeekLaarbeekLand van CuijkLoon op ZandMaashorstMeierijstadMoerdijkNuenen, Gerwen en NederwettenOirschotOisterwijkOosterhoutOssReusel-De MierdenRoosendaalRucphen's-HertogenboschSint-MichielsgestelSomerenSon en BreugelSteenbergenTilburgValkenswaardVeldhovenVughtWaalreWaalwijkWoensdrechtZundertBeekBeekdaelenBeeselBergen (L.)BrunssumEcht-SusterenEijsden-MargratenGennepGulpen-WittemHeerlenHorst aan de MaasKerkradeLandgraafLeudalMaasgouwMaastrichtMeerssenMook en MiddelaarNederweertPeel en MaasRoerdalenRoermondSimpelveldSittard-GeleenSteinVaalsValkenburg aan de GeulVenloVenrayVoerendaalWeertAlmereDrontenLelystadNoordoostpolderUrkZeewolde
343;Nederland;;;;;;;;;;;;;;Sociale basisvoorzieningen;5032594217.47152
344;Nederland;;;;;;;;;;;;;;Participatie;3966161417.475378
345;Nederland;;;;;;;;;;;;;;Individuele voorzieningen Wmo;4978439942.388464
346;Nederland;;;;;;;;;;;;;;Individuele voorzieningen Jeugd;7458645236.14421
347;Nederland;;;;;;;;;;;;;;Bestuur en ondersteuning;6270134524.747625
348;Nederland;;;;;;;;;;;;;;Orde en veiligheid;2815158911.6888103
349;Nederland;;;;;;;;;;;;;;Onderwijs;2920920260.8729806
350;Nederland;;;;;;;;;;;;;;Sport, cultuur en recreatie;5928327357.215479
351;Nederland;;;;;;;;;;;;;;Infrastructuur, ruimte en milieu;5844159230.495836
352;Nederland;;;;;;;;;;;;;;Overig;149907265.54593998
353;Nederland;;;;;;;;;;;;;;Overige eigen middelen;-2969079157.72986
354;Nederland;;;;;;;;;;;;;;Onroerendezaakbelasting;-4447915306.909201
355;Nederland;;;;;;;;;;;;;;Totaal;37947475200.01631
