;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal;index;0
188;Alphen aan den Rijn;31419053.99696324;18355453.501734667;28241735.959510673;41207822.08930884;41782801.911075115;17024326.876256146;18248479.730069958;35747963.1856319;40933005.30202421;0.0;-19963634.61421974;-29113117.86740337;223883775.60660502;;
189;Barendrecht;13476317.016957043;5954476.423408662;9281429.868743878;14026062.945777878;17566959.00817587;7418633.849447476;9869314.842597129;13735190.68437474;16506341.004862983;0.0;-8534313.047629746;-13049983.16895849;86250393.92206879;;
190;Bodegraven-Reeuwijk;8471084.631078882;4124758.7266782825;7747481.857910219;10350500.01136065;13150139.073234174;5109043.276728622;4282204.2707454935;8743538.526442256;17369996.24481688;0.0;-6348107.80448011;-9556834.25344679;63443776.24025057;;
191;Capelle aan den IJssel;20684267.938144002;17968719.88989753;18535389.788097203;29600892.847513553;24997409.188251093;13065390.492309768;12500890.38380352;19544534.114718787;23760260.60414295;0.0;-11810823.464392642;-15058877.434879448;153787960.05113724;;
192;Delft;35642449.188369185;28965210.9130727;27516021.2629029;37892465.164155446;40862760.80810369;22760984.004203346;18245829.963554192;38268308.22588594;45367127.47673362;0.0;-18548126.150072634;-29597766.035391353;247375134.31277108;;
193;Dordrecht;39320829.38098055;39298856.36596105;39131785.78385944;56664538.9711325;45170733.16456912;21964016.12194076;24034024.42636451;48600762.81686691;41754329.33064123;0.0;-21231577.696891714;-30215144.228067823;304492990.2944258;;
194;Goeree-Overflakkee;11420649.613127105;6926914.29268324;13955113.211537624;18017141.44156507;19338197.241180114;7613341.580827136;8260199.229431229;12813718.71630448;21806325.87715084;0.0;-9020019.875344506;-14493943.92939604;96637584.41964301;;
195;Gorinchem;11183122.903318735;9656123.12991197;11086446.487664161;17840441.101210076;14177707.255498001;6411303.056024809;9650631.183498824;13485980.57367842;13148707.583650963;0.0;-6724539.337675287;-10031033.307172848;89884837.8852243;;
196;Gouda;22986303.44427208;18119033.931174256;21471308.614344206;30939378.68819678;27893989.062983356;13005901.65054019;16716430.267918056;27576181.746990908;38851318.25178306;0.0;-13168284.878399154;-17402461.31459051;186989008.71049893;;
197;Hardinxveld-Giessendam;4268535.632439731;2549603.116478957;4299032.834802825;7460829.2778443275;6703560.145156084;2220887.610094715;2623958.226899741;4868315.763039121;6435127.655720269;0.0;-3266194.830034814;-4482891.756629487;33680742.614783;;
198;Hendrik-Ido-Ambacht;8118021.444201982;4248821.556452056;5415175.716100205;9900921.195168357;11570214.183407914;4181910.8490768047;4073608.852482199;8753423.560021821;9344267.949841036;0.0;-5626890.863055585;-6898806.3864942305;53080642.915296845;;
199;Hillegom;5395193.248204031;3140690.635886388;5670012.529643676;8253280.79449526;8238652.227088868;3095341.421870957;2898537.1571045923;5756332.239360738;7261351.046819963;0.0;-3925693.084556784;-6044810.504367592;39738861.769040324;;
200;Hoeksche Waard;19941321.747595754;11003937.264159739;22333456.400107846;29597643.280728787;32549659.005761996;11548596.773401722;11874996.4123493;21645912.194370482;30298319.66007206;0.0;-15693680.633855022;-22406738.292737406;152693336.66803882;;
201;Kaag en Braassem;6458933.498981068;3467619.7817579387;6462985.528329479;8586519.687800799;10432705.092629658;4004666.334637176;3074259.3889646837;6844792.582652251;11454931.59232499;0.0;-4995716.763669356;-7819178.703898374;47972493.448575936;;
202;Katwijk;17663365.11300108;10239897.587768149;16659474.402775155;25840829.524433114;24142047.970947437;8591640.549199708;10300415.881662965;21238597.64818001;16108872.796690004;0.0;-11645599.220947843;-15975831.93615565;123163639.4751117;;
203;Krimpen aan den IJssel;7317740.738909878;5943736.183164994;9061886.38367508;12179478.902124573;10727271.77426101;4196779.063985677;4292290.365543617;7373235.375565388;10178174.176540699;0.0;-5158493.2424022155;-6604409.901226075;59507651.12378973;;
204;Krimpenerwaard;12801315.439148242;8181769.539235354;14221405.199292228;20674456.6569955;20803442.28275811;7636121.635557652;8355295.093232963;13891419.874732358;29008898.79565227;0.0;-10088295.149373751;-13967495.454285197;111518271.66561225;;
205;Lansingerland;16337797.517104052;6367606.651976;8652666.566834085;16174937.97688224;23170947.546374552;8518459.80442945;11330032.88368197;17415075.5873932;21143099.799734853;0.0;-11321619.828228885;-20453818.045596566;97335152.15947492;;
206;Leiden;43151510.95838558;31303306.956696138;34443165.27075941;46929470.10370098;48670404.41632141;25579814.681039665;22519922.267051995;52593506.92454039;51104909.9563915;0.0;-22220300.555947307;-35914008.22086848;298161553.5621982;;
207;Leiderdorp;7354825.952783547;4019362.8798546777;6911103.409732653;8082704.333128268;10220577.437228952;4367518.169920173;3878323.530422881;7109276.913449442;8578036.028393663;0.0;-4835562.893420316;-6920617.941068374;48765522.516930066;;
208;Leidschendam-Voorburg;23090018.24510146;16300551.086812705;22601659.68966909;26009800.941803895;29113021.371634454;14223959.665826377;12418916.325972538;22200613.67151446;23723136.6319041;0.0;-13594371.104967821;-19712496.08150161;156374728.16076854;;
209;Lisse;5553680.240693528;3186351.431825057;6579664.827976874;8969061.779096728;8561822.16661447;3256324.5724612204;3503772.140518319;5972902.347663492;6781906.599131946;0.0;-4089518.605309046;-6901090.490020116;41374848.49886472;;
210;Maassluis;10004774.700851409;8025961.525085767;10245374.14288447;14343851.83654238;13020398.767617175;6079288.9891968;5984259.909025757;10301346.326852357;8994540.827703575;0.0;-6172393.130535348;-7543285.807538557;73284073.19069108;;
211;Midden-Delfland;4467154.930116516;1889634.5814983165;3467675.2672668505;4692260.231788958;7027640.063172845;2604253.4128573327;2139191.1964585786;4356849.960604699;7606006.816272065;0.0;-3404493.642754063;-5597074.950336343;29249084.882469885;;
212;Molenlanden;9498015.520860659;5202884.811714902;8727624.576974722;14743124.216171285;16106920.473284971;5774295.050529727;5760657.838978026;10346412.584548555;20176687.750380863;0.0;-7895445.968281598;-11140910.86638118;77300225.1888225;;
213;Nieuwkoop;6387020.740681052;3197802.2584218318;6604145.337358577;8994500.213741949;10592412.956614943;3637641.280660277;3378136.549225903;6866408.494984377;12821393.772937167;0.0;-5151324.783449997;-7951125.205145339;49376985.8997467;;
214;Nissewaard;25533340.564409684;21960176.239604518;25058504.571938835;39446205.90122874;32025147.794549763;14446808.872446625;15268625.238034444;27956589.725640077;24838639.422050186;0.0;-15181922.577097546;-17478290.89140675;193873706.53652453;;
215;Noordwijk;10742778.171009412;5964189.120333773;11107868.33910902;14600567.866486479;16904865.332152788;6438770.439247359;6189072.480437715;11551943.916368801;12556982.507147813;0.0;-7899117.618784819;-15773796.330753807;72384079.31400788;;
216;Oegstgeest;6381475.51703169;3282704.0798332784;4369514.07705328;5000167.986024085;9398223.448548265;3456828.704261454;5104467.911805486;6526652.180568729;5783059.162169989;0.0;-4501442.7543098405;-7874485.117270456;36927154.04014297;;
217;Papendrecht;8409407.457909519;6089992.6996031655;9356972.439456757;12647445.155690655;11829706.743499199;4712231.482454098;5697072.074883058;8940077.45960827;9059174.0514198;0.0;-5643325.866716485;-7575912.159783369;63522802.73296588;;
218;Pijnacker-Nootdorp;14318548.833556546;5257805.690812504;6736488.442457015;13053380.589220373;20658308.680248704;7831197.670329731;8255035.324655562;13788301.821760934;17301072.100521117;0.0;-10083399.616514562;-14548615.191045975;82568093.20323822;;
219;Ridderkerk;12638658.36984395;10270718.07336982;16481180.215805989;21347327.3157908;17433980.385921918;7493550.88061397;7905644.254745773;13021893.136896253;16815400.591953732;0.0;-8300901.019676442;-13391673.39117784;101715710.98749895;;
220;Rijswijk;17535176.636447355;14385234.775524555;14686549.974891013;21851092.473336123;21840926.056397684;11855618.542987237;13743144.651491702;14842651.726603627;18012210.189122327;0.0;-10140222.768840268;-15173269.515901092;123439037.78054662;;
221;Rotterdam;281697072.0330777;310310457.8556726;246113911.7235348;363804028.1115302;251875323.47683713;171194384.7186525;152305734.26309118;333869300.7574651;257317038.04987428;39432738.44077;-116076588.3871263;-207431315.6254701;2084411024.47062;;
222;Schiedam;26904032.89216356;22692327.068837233;21982749.18026761;36376665.8114215;30172542.052920222;17672555.9488975;16549123.791471398;26905452.219303958;30827158.50494971;0.0;-14097037.45735318;-18620579.014850404;197364870.12885;;
223;'s-Gravenhage;233491728.74777752;218279791.17283836;175320740.11408198;245615129.99289954;216328546.670003;146112612.72370124;121983995.9899331;268795410.78892523;220988371.5442739;0.0;-98407035.5981892;-162689151.61103237;1585819409.8848443;;
224;Sliedrecht;6686000.54490741;5829829.578490103;7243118.8300175425;10869384.246547353;9587710.613391114;3753234.8668083386;4454574.640121547;7194236.51193011;8057632.700723411;0.0;-4578022.880126535;-6301603.64367317;52796063.53399206;;
225;Teylingen;9383124.780395702;4139396.55219054;7967461.607209245;11315086.268922867;14019011.903492063;4970571.931002438;5218591.348972564;10428139.239195393;10883643.221270122;0.0;-6733106.519320043;-11067164.43548964;60524725.08854017;;
226;Vlaardingen;23430793.672313977;23017124.83981664;24790381.897075344;36128417.80396519;28139285.448616177;14541372.450045;14666236.993864855;24204900.48029112;24707290.69059527;0.0;-13126847.685997285;-17006116.983545914;183492722.28989908;;
227;Voorne aan Zee;18394317.169080287;11382187.8844483;20524281.406879053;24835795.29423587;27151934.567469038;10196628.23603238;10987018.918379372;21558530.678338334;20590358.205269113;0.0;-12928578.593176465;-17699780.052171994;134992622.9222868;;
228;Voorschoten;6363834.982427621;3019966.0571660833;6072671.407627706;6563297.658734499;9409975.77177668;3599802.100579181;2836055.1232816977;6431639.316366419;6294857.267080266;0.0;-4487280.67674197;-6677287.435880741;39427513.42441257;;
229;Waddinxveen;8250118.602124384;4054403.8246616507;6327599.545193675;10868717.425663078;11810381.420951037;4485866.646605655;6072661.448851121;8870470.55418591;13278007.93596347;0.0;-5699974.180423282;-8579113.932461023;59739109.748291105;;
230;Wassenaar;6789499.372814601;3380283.4321091273;7342259.070816164;7278156.561919264;9934188.015951594;3941926.0815808717;4257005.5577333635;6745359.701815376;6909230.158190759;0.0;-4736952.868019607;-10217833.316923644;41623101.92035198;;
231;Westland;30344846.4443165;14850501.274090987;31601895.317416184;44065059.28633568;41483972.135217875;14909925.81386473;16612719.098954631;38092352.34199836;35077722.08623464;0.0;-20086897.13738234;-36122816.20989467;210829164.5721607;;
232;Zoetermeer;40764528.349304885;28605573.001561396;33110285.87851035;51358929.282706894;46823425.21839217;22817356.781682007;24618907.823095873;44532150.404241905;34227737.48201265;0.0;-22204390.06814314;-30670294.6504931;273984066.9116151;;
233;Zoeterwoude;2110350.3058245373;798302.9554781723;1791771.7512172323;1982892.3291180646;3462224.57546383;1302377.125599186;1005162.0622629649;2102969.503336344;4292183.380004916;0.0;-1651018.5632567827;-3188258.574988429;14008951.651275087;;
234;Zuidplas;11113560.331138585;5759303.761470223;7574568.210335189;13451884.503252631;16993447.963780753;6508349.937796077;6709288.7411686275;11120394.62622814;17368828.21573355;0.0;-8214180.145750575;-12106060.569388805;76279349.03590097;;
235;Zwijndrecht;12522074.056216566;12176405.557202265;14928084.803537624;21179653.08936631;16598642.643424734;7563139.832006687;8269226.090153686;12792224.580463815;14555704.290231751;0.0;-7870968.302267987;-10621485.365640784;102092633.57150151;;
236;Borsele;5177488.765477601;2942253.3095498728;6049997.012356531;9395929.968689188;8406035.028731946;3240442.8691223087;2981161.6876493045;5657833.287968515;10655464.993721155;0.0;-4049130.4566442375;-6496582.120740288;43960867.2208285;;
237;Goes;11504850.918301474;8992066.375240464;15922551.357507678;20046733.751924906;14693333.33029445;6022398.406476222;9675338.89050115;14634983.462099006;14157328.279741494;0.0;-6894484.2736427095;-10824260.986919679;97930783.73512842;;
238;Hulst;6911991.044981845;3934954.810340621;10745939.186248597;12803934.765713084;10204941.636325987;3592743.4083864335;4114449.6543922615;8795767.601618098;12107030.845508993;0.0;-4824897.624301442;-5904417.350799512;62482401.15944186;;
239;Kapelle;3140289.963679286;1347703.6139194886;3495448.054346515;4763026.496026751;4734893.847819417;1642086.137663073;2029883.9783388528;3585006.5120732025;4696565.358515146;0.0;-2281842.9811110487;-3057585.6449610405;24095463.34193862;;
240;Middelburg;14966877.898356685;12534492.545236165;18248209.890780576;24368100.623743534;18655868.09844568;7661197.54576169;9405143.483645484;20322138.51978056;16883104.4526793;0.0;-8734330.545533894;-11962553.103737775;122348182.21423835;;
241;Noord-Beveland;1764241.1957914196;1113779.961011886;2780311.4826617213;2121205.784822125;3249282.4509342546;1663310.8648627906;936549.7522012056;1829412.2470931108;5491727.318066833;0.0;-1373721.5769873126;-3227068.0116143953;16349025.225600915;;
242;Reimerswaal;5427156.724352823;3233112.080557335;5826064.176040347;10812768.565052839;8314829.240635409;3085909.368007588;4027909.19539352;5949208.547273612;9449146.02575943;0.0;-4065915.142695928;-4883158.062380085;47177000.599124976;;
243;Schouwen-Duiveland;8135049.801489412;5154590.804577315;13017718.763136229;13814260.487469643;13384021.171026208;5542437.7127379505;4660292.2869840525;10702397.223839298;18783503.214429468;0.0;-6042661.501178511;-11531887.799386624;75619681.36369698;;
244;Sluis;5795082.256339013;3195234.474217675;9843470.003062544;9075261.311904786;9536928.381212978;4538705.807491645;3442711.7879729606;6851592.657405959;14075992.238893446;0.0;-4063817.0569394664;-9133082.782334017;53158052.92518201;;
245;Terneuzen;14942617.053985626;11750343.214310259;22625942.82209532;27620267.4511944;20411139.89296011;8332800.092972711;9277998.496646779;17487769.14589615;20411598.30552549;0.0;-9615001.995861191;-15300936.95529063;127944456.58997436;;
246;Tholen;5942818.4941212265;4091069.114711235;7182261.782988213;11519502.138504753;9731113.299537899;3721411.5854421174;4108226.7548072618;7044517.238419445;11744934.632567473;0.0;-4690095.621748847;-5475968.7867913935;54919756.94549062;;
247;Veere;4787735.098744908;2031054.8924757955;6330505.5883143;5775582.765636483;8701297.2765257;3861155.8666181853;2418407.454935806;5539198.912082358;10433581.555718668;0.0;-3854358.172272414;-8899161.807967797;37124984.09740784;;
248;Vlissingen;13911705.808046447;15478293.950998858;18579371.951726034;25131863.69034255;17073573.863030054;7550843.010904092;6397871.279379763;17209079.54165739;15575535.660163993;0.0;-7894047.243871404;-11480465.32461385;117533550.09659061;;
249;Alphen-Chaam;2217953.0166725605;941267.9408966673;2501989.5710962955;2748138.670907845;3804745.531033729;1303777.510979425;1240257.5187089778;2368535.220733409;5164509.433373795;0.0;-1829355.843108878;-2989170.9548930246;17472639.998175673;;
250;Altena;12302005.633510215;7221528.378951511;13449589.138693094;21294870.99457863;20647126.191064518;7278411.024787726;7930041.824298506;13765552.0333915;19908761.897107188;0.0;-10092841.001559807;-13675198.744596243;100029785.13023838;;
251;Asten;4060793.744207211;2314828.8707807837;4918153.322713403;7198221.926142333;6229023.504398046;2249139.633950807;2339989.6237312304;4749669.210852436;6288864.101670206;0.0;-3014599.3933372833;-4633307.906448949;32700755.17953323;;
252;Baarle-Nassau;1515887.3455722001;1059985.6683934643;2382292.2744053947;2353102.1370555973;2672505.2818705137;974667.2604864977;1007558.4407322892;1631336.2988795133;4024762.3994238907;0.0;-1236296.9671532582;-2273947.0411423477;14111845.828451227;;
253;Bergeijk;4181348.597272664;2058070.0694203028;4976024.777741062;6016282.088797926;7007466.391388671;2667209.739129599;2070890.379019093;4668006.899521994;7939038.98110178;0.0;-3338054.263328884;-5530661.059540147;32715605.30453821;;
254;Bergen op Zoom;21223410.76534627;17965762.930899844;23784533.927076835;33202609.62447813;25458171.71561403;11289076.963331375;13560210.67838949;26032144.919618577;21619422.35794925;0.0;-12040214.162887247;-17667173.018632554;164427862.28572607;;
255;Bernheze;7089151.495072705;4169625.4499013606;7540572.161417047;10893337.966564078;11614121.269507129;3899511.837671208;3833580.1816385663;7982050.024884945;10067626.507517168;0.0;-5640878.100286888;-7928686.533777237;53519980.95134958;;
256;Best;7988367.160918002;4580172.326883566;6994349.119473878;10475129.413859814;11230826.262944328;4105962.0188394655;4075839.2463259436;9104313.793817082;8416923.718530819;0.0;-5402046.018464693;-8549422.919801269;53020385.489612296;;
257;Bladel;4684083.074557741;2572739.949152233;5652380.446924418;6683696.706197644;7696132.212378003;2799222.940008004;3600214.446337039;5220343.750252023;8581146.819726624;0.0;-3673223.446176418;-6771152.37927225;37045565.349657424;;
258;Boekel;2429865.34341088;1440009.0667507052;2276422.792425007;3383625.0549999736;4021055.2141271993;1368719.8188212288;1206317.0122132255;2742192.3877655;4328526.915056878;0.0;-1951744.1731769294;-2808334.418601706;18436645.8795606;;
259;Boxtel;8540347.673358878;6595228.788914784;10262938.727609785;14244784.766431503;12309907.079680257;4755637.750005014;5628920.750218774;9664234.464105954;9346586.64713922;0.0;-5900516.19933713;-8292613.346470275;67155414.89880492;;
260;Breda;59287622.39579594;44409392.69633786;59904502.89092399;83202022.53693695;69231506.31198485;30454618.177556902;32735999.46455268;76816210.6594581;53815394.067213416;0.0;-32596907.64361549;-54134471.846601956;423125668.74822783;;
261;Cranendonck;4767849.88674699;2780143.693091215;6463096.048021908;7695966.421055056;7560726.840467638;2833891.0433500577;2880600.0834658127;5249824.652932274;7901728.55930379;0.0;-3645598.650669287;-5221326.305607361;39266879.22504395;;
262;Deurne;8078543.218329773;5172030.731034858;10028853.321133109;14376054.388948578;11995958.095347902;4217661.011747278;5616075.8611922655;9865034.696124207;12124599.869596675;0.0;-5765714.1967845345;-8893025.29493265;66816030.31711768;;
263;Dongen;6636265.209283189;4097822.1270589507;7198011.514018993;10091431.833399344;9864278.954570003;3532818.183137125;3526733.8777448013;7492346.431797258;7199607.674287135;0.0;-4755660.7977735335;-6248180.725421064;48635444.63918576;;
264;Drimmelen;6083806.977780364;2932691.8410625434;7103083.919499589;9698264.58049618;10166865.024503618;3653660.2828507824;3170939.781751891;6649504.291317059;8750377.56365963;0.0;-4894484.131502485;-6639286.57165277;46675393.45705348;;
265;Eersel;4478107.991433932;2072945.5643758592;4989652.077990351;5857882.7213838585;7282048.457973555;2615259.1555130617;2887426.2862523682;5011053.510054099;7540807.24177633;0.0;-3497508.7722316566;-5860492.713471146;33377165.598578177;;
266;Eindhoven;92797029.51224384;69688948.74713236;90938775.87772098;124132217.31756619;91640392.65871793;48697515.75589403;44698919.193244845;115829174.2403331;74128071.5716095;0.0;-42613867.884140186;-79864130.38917282;630072719.9223723;;
267;Etten-Leur;12351093.587951377;8031396.130089642;12951513.085686782;18390591.171900038;16330626.251550201;6342851.088229182;7146890.047222183;14500332.147606743;13354920.16082372;0.0;-7794038.495778158;-11970116.870198045;89636007.20010221;;
268;Geertruidenberg;5226693.506905736;3955998.704888647;6047114.807834984;9080859.56529291;8090917.663313746;2919759.8923149933;3086774.933153911;6387939.309106476;6991924.742453568;0.0;-3863799.5590353184;-6351823.499412425;41572332.505471334;;
269;Geldrop-Mierlo;10186421.859693982;7337338.800386051;11254686.825990684;15749315.374068832;14842506.612664543;5618748.164054415;5375217.658306689;11181952.115144039;10009300.299284143;0.0;-7070723.468597172;-9778648.498690153;74706068.47287911;;
270;Gemert-Bakel;7225802.514846237;4902825.6437516585;7726201.359785588;13049653.572789738;11361681.79570295;3984681.6380180977;4890745.749576658;8592964.362053934;11711301.34232978;0.0;-5487018.487307232;-7884825.938291192;60073975.00527211;;
271;Gilze en Rijen;6489177.092816398;4414579.824959471;6400995.915827806;10455717.91949976;9765916.457452493;3864589.0715029095;3536988.518974418;6647668.806575019;9025261.479126012;0.0;-4688347.216665519;-6526194.025997967;49386321.59955837;;
272;Goirle;5562651.821081143;3753946.647706795;5448538.57173431;8267246.433410361;8782309.88534974;3041139.1212943876;4591644.640505162;6124958.987173824;6239670.182053812;0.0;-4227118.056682027;-5860774.465141043;41724189.74448846;;
273;Halderberge;7196035.116829784;5355947.82097617;9071866.326376833;12278672.595820338;11288549.15012562;4392249.380993158;4439908.132824995;7957981.575354696;10151333.381861351;0.0;-5427223.045824571;-8788693.555015344;57916588.724561505;;
274;Heeze-Leende;3611081.6427459866;1401908.4243349645;4112987.6257150564;4062423.297087458;6051809.578128019;2111426.780624991;3467806.1013512514;3982136.0061422843;5891388.705540685;0.0;-2907072.503901027;-4775025.9569204645;27010858.840544853;;
275;Helmond;29742146.131186713;26682133.033736188;31123614.474043313;51156021.61041741;34834768.17896105;14885686.17359642;18169030.03169137;37980587.68296282;25243810.825816955;0.0;-16592010.971916847;-23009670.821805857;230215974.3949779;;
276;Heusden;11763289.909051245;6759001.575782742;12847639.802691251;18674816.911773697;16613290.237150395;5936713.760880335;5838975.241941111;14813758.52680761;12818831.889893532;0.0;-8012938.7637728015;-11556724.62881174;86496603.02494334;;
277;Hilvarenbeek;3436608.3545510545;1562675.9527634303;3896647.4662445355;4326122.792770351;5867936.18887695;1959101.3663736877;1762942.619763729;3760131.478724947;6710979.265800934;0.0;-2788530.6646727645;-4748337.468111025;25746265.294078875;;
278;Laarbeek;5042438.784133921;2971019.404769126;6035721.181181922;8719038.354760597;8389208.783313049;2924404.060609122;2790885.059346622;5607948.368155764;7458992.841951967;0.0;-4066789.3443787624;-5973628.740855468;39899212.32864665;;
279;Land van Cuijk;21481523.626538508;14113069.009641726;25575370.5267443;36138686.952481635;33205217.63884516;12232640.375976749;14153151.881129242;24604817.021911994;32178281.416796826;0.0;-15984440.336861392;-23463477.407481413;174234733.722985;;
280;Loon op Zand;5473260.423609711;3191738.979090463;6463905.965926973;9054947.280182732;8709418.372978972;3080033.7144765556;2791861.261229033;6013943.752100652;6663439.803311535;0.0;-4160678.677256848;-5430150.9793809345;41851692.0396543;;
281;Maashorst;15346575.960267918;9983053.793252353;18199716.643717516;25092248.445427038;21528078.22621034;8144830.596168699;8841681.571598288;18508943.3998821;20038723.476053912;0.0;-10304048.28959253;-16936234.78478837;118443498.34412363;;
282;Meierijstad;20837821.60884272;12504871.006674152;22222268.85688582;32437321.723864287;30370258.23166152;11070690.320944682;12716790.829993103;24236172.591926172;28007643.002729073;0.0;-14636769.990290917;-25507192.289363895;154259784.59121615;;
283;Moerdijk;8529220.3960326;5973012.012693532;10153837.031703983;14575854.761356192;13724307.516170619;5242922.243998523;5292866.896307789;10034925.123753397;17685898.677382123;0.0;-6593408.983908257;-11280756.410680864;73338633.90654948;;
284;Nuenen, Gerwen en Nederwetten;5650013.840185817;3190506.4358365;6458645.308121785;6009746.225959274;8744335.31611009;2991596.649722806;2619370.3504713336;6374976.944526261;6551865.136637749;0.0;-4198793.899828629;-6416836.868970446;37975410.396230064;;
285;Oirschot;4213267.773139968;1849805.681284242;4516876.946654023;5447224.384393171;6966330.535905315;2316487.7620885517;2442072.4824228287;4921947.887025634;7880908.8900541905;0.0;-3359909.322576332;-6443468.716567026;30751528.964544427;;
286;Oisterwijk;7641450.609069391;4069015.114739983;9158893.24919759;10280112.763864923;12040239.140007311;4407523.554149764;4487461.250072489;9014638.188970013;9916045.082223237;0.0;-5759419.939515151;-9488142.044098366;55767787.93980602;;
287;Oosterhout;15946861.238453936;10361551.813416593;18271134.082292967;25347925.140925888;21133261.98485983;8604820.70186322;9581944.63659049;19023865.945100784;17470017.599319037;0.0;-10040214.020747023;-16530275.92440787;119170819.6787105;;
288;Oss;26438498.551353276;22536342.571408316;29497858.399118964;45236271.41493392;34479709.84683761;13823084.562828198;17032010.255652055;32363921.239286534;30623785.15240442;0.0;-16511409.514923794;-23363088.29736894;212156854.17371306;;
289;Reusel-De Mierden;2979919.6780287027;1483170.8795731992;2744173.788780208;4272500.140112461;4913456.460252293;1770114.2230382178;1636695.821365183;3324088.243650216;5840954.87566522;0.0;-2367689.651636423;-3484780.9154231306;23112591.89865672;;
290;Roosendaal;22954534.23717557;19407423.379794165;27137322.011378348;37820859.22344464;28618418.510278184;12508124.807478443;13808127.81036712;27394069.05022003;24271365.65297831;0.0;-13569893.43895421;-19863832.236652054;180486408.19802958;;
291;Rucphen;5458642.606428017;3983061.6417275867;7132276.288335421;10295782.329251602;8570157.77437494;2910048.771978806;2763255.693581685;6447979.802115939;7008329.572000574;0.0;-4132529.360740016;-5409822.14040712;45027151.41134321;;
292;'s-Hertogenbosch;50379735.35531957;39805511.535662524;50356856.49404907;72677955.39653973;59016346.32056915;25971172.170691576;26659089.4057676;66673953.988167286;46101558.95493689;0.0;-27756449.215618327;-50282216.81782682;359603323.25015014;;
293;Sint-Michielsgestel;6547515.381384678;3339029.955335288;6604742.2247663895;8812582.919477519;10845765.404515164;3634740.769712764;4165448.9957039496;7273244.325962925;7817211.379449484;0.0;-5268817.5789412;-7102766.023490356;46668673.93700737;;
294;Someren;4550382.445209514;2489393.0763290636;5258490.410365066;7641894.964733585;7248980.798593624;2581906.3662962457;2602108.955491356;5227927.944103343;7770607.108932814;0.0;-3507474.680004262;-5397693.786251687;36466501.132531844;;
295;Son en Breugel;4122623.902123659;2118821.724679892;4336503.162146869;4978602.226319204;6488215.931730325;2083341.0630711238;2258551.391224335;4705925.262755569;5678209.670477979;0.0;-3148876.8748801765;-6004594.803630564;27617310.422200464;;
296;Steenbergen;5556612.937093287;4004934.0740066003;7186150.089962763;10673797.576296827;8938666.466892662;3286214.246503364;3271451.297671909;6479150.927249297;8930550.688003678;0.0;-4302823.979098229;-6180276.0630933335;47844394.530350134;;
297;Tilburg;76816481.46498936;71582882.52828029;75924546.504488;114866021.12635675;85071950.96665238;41099260.89844866;40243266.531753264;94576737.54617904;71650734.02638319;0.0;-39812399.02425552;-65198193.328566335;566820956.3363166;;
298;Valkenswaard;8162327.560998472;6044905.7025696505;12012616.64352598;14645615.669597415;11665823.343170606;4371454.428912215;4601313.692951063;9697613.6740733;9235265.937647708;0.0;-5512195.5146671105;-8283662.828133065;66641033.23590276;;
299;Veldhoven;12669016.461583816;6785920.364537527;12900418.081274841;17461911.53664114;16992675.058245085;6495483.397889953;6467756.597980537;14692460.692667749;12033879.504610643;0.0;-8115570.120349866;-15767427.256866936;82616475.87799592;;
300;Vught;7734312.00631639;4498344.993855347;7789872.989424031;10139547.8382291;11769225.175180718;4262430.503676913;6122408.17766667;8896843.03370699;8452018.872474669;0.0;-5614652.030907609;-9336897.452655638;54713427.59448648;;
301;Waalre;4184419.415191322;1922684.8396632292;4262735.322027729;4627157.541883279;6543524.975828525;2233364.3027477087;1845281.02820839;4555309.206472005;3909771.923952682;0.0;-3143631.659630195;-4762920.601803528;26177684.71148964;;
302;Waalwijk;13389479.883158546;9334934.614529025;16380458.434226159;24432447.79332518;18253403.67566276;7128422.513028217;8351031.988324342;16033247.582386428;15937543.053135082;0.0;-8733631.184187626;-15143147.391830377;105364118.51370013;;
303;Woensdrecht;5094945.6796796275;3063601.0726112225;7301459.442457565;8926623.209545664;8144981.962738169;2941227.448158485;2831300.4755596644;5702738.652160647;7193401.0198402675;0.0;-3879884.8820230835;-6074686.460399989;41245680.66420965;;
304;Zundert;5001254.920510251;2784258.704751738;6216057.657632881;8135397.221559556;8187290.3477234915;2745041.9084778987;2927136.2861136706;5639668.526725568;7734177.133525004;0.0;-3937057.715021925;-6356341.735773836;39076858.62112301;;
305;Beek;3731252.582985249;2770237.7792843617;5283855.466911283;6578959.556170175;5932614.977743924;2189373.2844288805;1587789.2528432612;4161414.043546271;4457016.111979184;0.0;-2820526.4703117274;-4364908.492355369;29507057.176158864;;
306;Beekdaelen;7732935.557805902;5447729.754730695;11312396.096652748;14671765.67603891;13145949.11685501;4690185.460495008;3689914.1311217975;8565090.495210662;9936974.242569594;0.0;-6288312.36299745;-7096271.093677831;65808310.00222391;;
307;Beesel;3313790.5907758116;2452873.790867785;4699800.182457525;6834710.007896157;4961745.345982423;1775311.2695369292;1799866.307888966;3872866.54081989;3839458.9729337087;0.0;-2351429.488312091;-2692127.6790093733;28506844.729394324;;
