;Gemeenten;Sociale basisvoorzieningen;Participatie;Individuele voorzieningen Wmo;Individuele voorzieningen Jeugd;Bestuur en ondersteuning;Orde en veiligheid;Onderwijs;Sport, cultuur en recreatie;Infrastructuur, ruimte en milieu;Overig;Overige eigen middelen;Onroerendezaakbelasting;Totaal;index;0
39;Westerveld;4328335.606053454;3060359.872985163;7477536.598953451;7367251.530388587;7373352.324351925;2747048.8617166197;2789802.669207607;4678274.924776939;10695098.615805376;0.0;-3472331.744871778;-5203703.928289225;41841002.40148381;;
40;Almelo;23182859.16841602;25954939.028288502;27062764.46885009;43596937.86874248;27224133.217316154;12023657.288352843;16355702.484436862;29579955.39621191;21641040.339438546;0.0;-12929277.954522735;-18934607.146986164;194757978.87502545;;
41;Borne;6042782.203728327;3592733.9713347405;6175777.300224691;9054815.128060095;8874049.785031077;2908877.146151347;2851613.8254910638;7166681.032271327;5833305.452523575;0.0;-4287787.699847523;-5464584.275304921;42748239.645882025;;
42;Dalfsen;6726715.050845229;3421530.459806849;7499183.670139453;10592053.827856079;10680384.847450538;3375803.1972407605;3816522.7994538303;7851807.001191448;10569200.975348031;0.0;-5177376.012492711;-7517233.102105362;51838564.54228495;;
43;Deventer;31597639.58769513;28962079.89387076;32563344.51095054;52769129.123450466;37871537.4280665;16074050.867378559;17343587.023721352;40883321.94821855;27862309.1668277;0.0;-17970278.408304375;-25703834.527208373;242252739.716307;;
44;Dinkelland;5914847.788042214;2851926.120436878;6575013.089111048;8401115.58139071;9635802.451585378;3225933.784202099;3146773.984923303;6988261.075420443;10481805.624177437;0.0;-4675758.703844409;-6900871.297234845;45644826.769868754;;
45;Enschede;52728918.332353294;61201438.751585916;56684784.694747016;88720646.22888246;60273016.49543291;28494542.97786233;30336147.347967345;64512781.061761536;45805983.277259335;0.0;-28190403.257332508;-38471352.19039208;422096241.6214531;;
46;Haaksbergen;6203232.756999455;3731033.5246853675;8085665.177603168;10277240.478957072;8934424.780412003;3068137.8239507154;3422227.6833910523;7457039.279227933;8623650.856497949;0.0;-4283941.209007734;-6077559.453410827;49441122.49562019;;
47;Hardenberg;15043488.998228747;10990507.411670696;16300760.332166165;27085601.960197955;22638045.46017966;7634656.609606581;10895384.74295252;18263438.66383819;21946146.027947214;0.0;-10929102.972045941;-15168570.18162537;124700283.19335149;;
48;Hellendoorn;9189281.280180018;5760111.623498968;11261133.692351284;16261667.692368995;13153734.98281919;4208341.24467893;5769831.230907395;11876379.614323163;11089946.788901677;0.0;-6339890.301790833;-8580871.909350574;73649621.98499043;;
49;Hengelo;25423744.77040898;23736745.473688055;27527224.593663216;43299343.33814433;30605741.582711414;13401846.395616941;15536237.13705145;30927026.001275204;23576397.768147755;0.0;-14391293.968808547;-20578996.63830004;199063890.7969542;;
50;Hof van Twente;8089630.604157353;5293552.284531646;11374583.812923018;13484424.462970002;12897166.477976203;4525965.468975624;4371115.674152812;9965045.693898885;13622038.282150485;0.0;-6198968.88230542;-8459256.145295626;68965258.29740691;;
51;Kampen;15290254.858623963;10468344.589908063;15594789.70827472;27506502.43066534;20165130.083166502;7077469.735134337;10578901.253659183;20693764.247680947;17525289.97836179;0.0;-9723577.927316848;-12818164.951083032;122358630.48077266;;
52;Losser;5322023.462726969;4057211.559343612;6573994.315502579;9877555.954480635;8485866.222987952;2941669.858340271;3125697.9902582024;6045287.773690875;6805392.102673495;0.0;-4084623.072449855;-5142704.860370818;44007341.154525064;;
53;Oldenzaal;8616717.654660033;6207476.074414325;11049379.749060445;15159251.828798324;11739116.830745734;4445043.464815621;5861245.8697291715;10895127.592623867;9402051.500765437;0.0;-5581782.021868153;-8430928.265615575;69362656.1552966;;
54;Olst-Wijhe;4153930.306825499;2662930.1764870007;4546370.86278399;6856225.32119241;6774805.974328774;2214955.72012584;2402632.287677395;4641378.415139989;6313463.971237629;0.0;-3266369.6703713806;-4192036.663298554;33108266.710530885;;
55;Ommen;4592372.753469342;2999544.217966582;5834661.805012859;7246988.885349457;6946412.814886804;2192965.7011342607;4285746.690380588;5614357.080535466;8678485.578698333;0.0;-3314101.118324975;-5506693.552504734;39570721.869801104;;
56;Raalte;9119017.021047171;5161037.208478578;10880292.515756726;15575054.525983453;13965354.452309066;4634425.641767485;6197054.808555039;10896541.038866574;12821264.903951306;0.0;-6731358.115954373;-9720386.89950063;72798253.30454543;;
57;Rijssen-Holten;9895691.305092506;4975071.733496106;10326610.815008674;15814596.20521083;13863364.802902604;4598661.841554806;6911432.125650186;12675566.635787744;11536350.245893877;0.0;-6730134.231880747;-9402301.417865438;74464870.5521422;;
58;Staphorst;4080617.754695792;1869419.3581544664;3461833.2480026768;6735585.089083072;6205108.847561007;1866619.1304976307;2924737.3417867674;4994610.137696692;6880957.681183598;0.0;-3082087.814781864;-4315522.344180605;31621862.965554256;;
59;Steenwijkerland;11141626.984126009;9703724.57605475;14899677.163606653;21727823.59919669;16632767.30011546;6497296.418261487;7204579.926367591;13989970.310011778;19775002.509853587;0.0;-7933561.190853377;-10538138.55451671;103100705.42872205;;
60;Tubbergen;4486677.355630294;2180707.271980595;4240031.7808298385;6877356.088836938;7670670.030938148;2477755.5831940453;2794666.4969493975;5085433.108702469;8618637.552081635;0.0;-3742984.7937140274;-5678503.407779438;35010427.906036206;;
61;Twenterand;7668311.50703936;6538286.299851489;8985407.512156565;16244541.077401232;12179687.265374416;4011159.314808704;5053072.077670953;9068684.397145364;10427758.92635598;0.0;-5921322.214847519;-7244997.6154652;67010540.55384829;;
62;Wierden;5722809.055641527;2770582.3896998507;6091166.114266225;8496591.940644301;8990273.418743055;2818229.7211367236;3349457.751598371;6767392.150474771;8112713.491448628;0.0;-4346883.7782662595;-5903241.576941468;42869068.43487365;;
63;Zwartewaterland;5239702.629345351;2963867.5333603546;4953308.244062552;9550389.073554287;8330748.032729649;2731183.2949591298;3386041.517161009;6780852.290429031;8263239.886214452;0.0;-4085672.114469257;-6024383.069711482;42089251.26348144;;
64;Zwolle;42677426.01740429;36477060.31901558;40526848.68220104;66324379.04935749;48950478.039966635;20235047.23556064;26886770.45616478;57157208.22407492;35782869.660804555;0.0;-23150801.548572946;-37942110.20436112;313925007.65639293;;
65;Aalten;6642118.058778665;4331979.273890629;8846447.614289202;13151843.412860498;9946605.724832738;3483156.913601786;4012221.564445089;8016697.834999713;9432110.692263454;0.0;-4763353.779453111;-6245985.131892198;56853803.399999656;;
66;Apeldoorn;50812364.971520595;38013312.9207991;58442876.81435701;78596532.23382144;61823001.39996376;24967517.56860438;29422040.567259666;65401470.96536912;47685800.55288091;0.0;-29231753.10922449;-45957747.48454915;379975208.71637446;;
67;Arnhem;58932429.8709737;68218844.59083778;56517053.84935945;95574444.18607801;62035158.47121775;31696207.98470518;33332563.430373326;74844837.87165485;42904622.42935244;0.0;-28983304.802020483;-41888919.6656071;453183672.35173863;;
68;Barneveld;15102020.439259978;7439608.551606756;13148627.877522405;21541344.866434548;22462397.46050422;8119775.1449761;12725224.017173568;18008489.203130778;20842231.79441833;0.0;-10779789.209534684;-19177089.376445603;109432790.82898055;;
69;Berg en Dal;7934136.592369628;7954272.975089481;11157295.319379596;15175051.201702707;13000514.58286013;4708801.5686637815;5619730.386500809;8773836.622054014;9368423.36995533;0.0;-6192849.465372602;-8124680.068450671;69374484.61221571;;
70;Berkelland;10243744.970745564;7552477.995633135;14405080.714456303;18718550.12512824;16099926.071038274;5523181.0661355965;7389973.124142238;11998799.025632739;17918165.914032068;0.0;-7696827.193069985;-11317436.480083914;90835579.06234181;;
71;Beuningen;6304116.064235566;4256025.114789347;5702266.5873343395;9362245.772583488;9654137.769383274;3436034.3963422226;2954984.367659717;7143219.637552738;6822053.946703764;0.0;-4646035.822580817;-5975362.0518458355;45013659.05373397;;
72;Bronckhorst;7876748.486939515;4678491.1481473455;11484022.759564897;13088133.934342433;13237540.992699647;4562778.019955293;4323841.999405374;8820460.80876495;14931481.198208366;0.0;-6342687.748893562;-9925781.935799807;66734990.020946644;;
73;Brummen;4908601.5335338805;3551770.6174344947;6760948.391286522;8353085.530993314;7776993.337973233;2816847.764703684;2690668.142726419;5357703.342559044;6603378.464876162;0.0;-3690008.1305104513;-5262104.955126929;39867858.05680763;;
74;Buren;5851767.902950424;2661088.5985800093;5866221.011561342;8835746.767587215;9941758.889541328;3615888.2233664063;3279784.5974306148;6514777.659091821;11063402.792436806;0.0;-4847452.044895158;-6700596.479709777;46082362.44257272;;
75;Culemborg;8107074.799395482;5307935.292588359;6851433.6640282385;11352440.089927439;10877831.826448234;4522965.4529192755;5988124.173382932;9502608.981341071;9100882.904964495;0.0;-5197832.349047622;-7107974.128281202;59305459.15505246;;
76;Doesburg;2764050.0669264877;2872496.1162286093;4076376.395839918;5651541.065593297;4089690.1351810507;1766554.1944226273;1267392.7312626683;3588047.861993136;3011369.543117678;0.0;-1937407.2535548343;-2337181.825767505;24812910.608535584;;
77;Doetinchem;16179043.255159704;14739861.206661563;18650640.419337608;29162940.393684313;21735486.185429957;8239615.731017796;11964962.062388202;20649436.841563616;16489036.296639994;0.0;-10349681.65350732;-14062280.428063773;133398977.85837571;;
78;Druten;4622573.512585857;3230461.3147027553;4586099.507246785;7644953.775155737;7085887.291165605;2657283.543719882;3337894.883239103;5208508.3288286;5429869.411313342;0.0;-3410263.3772960883;-4389653.144952008;36003592.61998171;;
79;Duiven;6319178.484556139;4568211.046413695;6096591.155097399;9852999.151753144;9047675.573843637;3158367.480339826;3540707.6531148693;7383106.512049929;7168423.723800584;0.0;-4359996.813814728;-7215837.973893448;45559397.95449072;;
80;Ede;34440600.493021205;19931141.819401387;32565046.196652267;48229787.19113453;44536430.370697744;17136244.45969615;20358798.289279196;42760194.15532332;35673061.066466;0.0;-21332635.497310303;-33558414.91641936;240740133.74005383;;
81;Elburg;5481901.474472926;3022487.8304335685;6111589.71603396;10158914.579727417;8673612.558291778;2913130.553457372;3904725.214593053;6619168.092520609;6322521.941880708;0.0;-4202640.390668417;-5634520.092563457;43370862.6373361;;
82;Epe;7897969.958214492;5043950.810673568;11476992.3970279;13888507.282580521;12195680.47924934;4430350.280168861;4679085.80016895;8900546.655935315;10750712.142705726;0.0;-5819215.380997813;-9333705.126994673;64110833.83037951;;
83;Ermelo;6973838.901448749;4410447.359923644;8461583.017180098;9725394.027863575;10405600.6391863;3697700.4088789504;5562608.426128665;8284616.524972112;9053755.850500602;0.0;-4807413.576903484;-8261058.583113225;53507047.23277399;;
84;Harderwijk;13912450.720359;9227965.247748217;13425104.587941777;20839147.800690304;17903392.100044906;7137248.044975096;9289958.421691796;17259625.577438828;12779469.064651683;0.0;-8550748.051290646;-13202380.55179019;100021177.45048441;;
85;Hattem;2860592.99954255;1494396.5434690362;3281073.0391033296;4830886.701978741;4567047.159283209;1513162.5158626349;1429678.014631493;3518050.2386990143;3144340.6357362354;0.0;-2196520.831595375;-2817945.5035272655;21624747.76776661;;
86;Heerde;4321296.3198051;2370697.6314227735;5762578.450350373;7381186.723219925;6947067.655500196;2252573.453220602;2789920.3557152916;4897915.540420639;5965186.030014069;0.0;-3359384.801566631;-4450036.837856593;34878979.0949057;;
87;Heumen;3795899.5676667984;2569154.0293082553;4203226.52804905;4858289.54062634;6131853.0712268185;2110710.023301536;1693791.0040407812;4144089.9469198314;4633923.029573668;0.0;-2941516.075969586;-3890508.6182326768;27308898.37454375;;
88;Lingewaard;10758061.421499578;6433133.713809937;11212765.008212736;17699484.41859119;17080872.912104473;5697560.361433986;6387986.113215229;12286444.127575096;11654512.539867027;0.0;-8255967.018825578;-10562935.979358206;80391865.37026338;;
89;Lochem;7999706.427197217;4754122.2674703;11643569.30979972;11390827.624937579;12680421.461451232;4597433.988986332;4754999.629956458;9356704.008784011;13174809.360095862;0.0;-5999475.905410973;-10062897.724806024;64290188.41401605;;
90;Maasdriel;5643884.959632358;3274378.602712817;6115766.506456581;9833146.291660188;9309003.280339085;3415994.7964903414;2904130.800886941;6189039.363600149;9852834.165652245;0.0;-4549349.042600002;-6251578.00438365;45737221.870401844;;
91;Montferland;8731483.87799077;5723881.797063428;11940915.577477984;16469455.656106912;13417450.179476302;4825095.259703049;5329477.406339162;10308401.10431774;11921311.280547582;0.0;-6448466.233246489;-7608041.262314085;74610914.23478611;;
92;Neder-Betuwe;5412384.813783268;3265081.5533163054;5076578.558530146;11019178.553782487;8984659.925002476;3012771.2434475683;4442669.339048709;5983795.757035526;7994489.314368889;0.0;-4449340.294506757;-5227466.549607433;45514770.65571094;;
93;Nijkerk;11066490.246288346;5829033.122532298;10219493.140289737;15779505.378060972;16197793.006598724;5671294.170363032;7277083.117755822;13304091.619071286;12990572.728118518;0.0;-7863450.1626426345;-12923446.128113063;77548418.77731535;;
94;Nijmegen;62417452.869534165;65987159.790835105;62805768.69165083;100519225.3347353;68267716.7679494;31656223.8587661;32177785.856820546;82405021.16420831;47567356.70096347;0.0;-31904889.05900954;-50362058.44257882;471536482.6555262;;
95;Nunspeet;6966112.7071609935;4237912.320293935;8038764.7637861855;11788322.144690545;10525529.846591143;3643035.3793541864;4954476.632278057;8274211.880981367;8938447.558924833;0.0;-5023341.559176487;-7339297.431567464;55004142.73330402;;
96;Oldebroek;5469139.6672781715;3777428.684920027;5924125.179808504;9803693.942846175;8721438.265982356;2983738.191185548;3278450.0006745253;6261455.181258603;7496717.470792008;0.0;-4242329.1762693;-5520837.579404563;43952992.22512522;;
97;Oost Gelre;7169999.273055661;3989114.962685636;8390721.722391859;11860476.8219973;10955623.19102725;3735358.425830723;4630300.3537053475;8826039.638625342;10914794.189166412;0.0;-5218288.683884877;-7674106.633058914;57579999.88736964;;
98;Oude IJsselstreek;9781757.30964896;7971644.031181093;13909339.565290412;19682549.748568557;14439616.46105298;5182500.991258138;5584427.588951392;11442458.272755116;12910749.792210318;0.0;-6925955.5582719715;-9417096.54971801;84561931.77655675;;
99;Overbetuwe;11148655.522522727;6901242.643766765;10477532.426489934;17077992.135118805;17552816.682709407;6134416.127741522;7846550.70182907;12507431.142613884;13985470.74101938;0.0;-8515954.798548952;-12760484.67624899;82355621.22093476;;
100;Putten;6084702.830366887;2993141.206971481;7207975.193097799;9082033.78399405;9154889.708330452;3064754.3269850817;3202811.867675953;7272120.185899527;7988334.104931768;0.0;-4354227.077555045;-6987393.895923263;44709118.638255194;;
101;Renkum;7386221.543601365;6322903.907990374;10625284.553378988;11323858.819508528;11641936.137050815;4290343.985691503;4828296.315708874;8159549.733852381;7316064.755306;0.0;-5500656.043865401;-8100910.00054226;58292859.4315441;;
102;Rheden;10866713.93052642;10942902.827340968;16434540.47582916;20582064.09137398;16215930.594727213;6659421.067889398;6252504.085230896;11518639.153765777;11719052.649543125;0.0;-7617799.300823696;-10086059.966397576;93487841.9116885;;
103;Rozendaal;388268.17742028413;57278.48116957293;318012.2812167145;262748.7629153011;628672.1091053587;293858.14279115427;649153.0044922223;389095.49633872154;672284.8415709522;0.0;-306670.1853140367;-587956.0637167869;2764744.629324947;;
104;Scherpenzeel;2297845.233272346;1094104.370333276;2316155.44168936;3557087.946377119;3738858.539920563;1239039.7385583487;1247153.6954484528;2539338.447959735;2636626.805084073;0.0;-1815893.1268872751;-2339700.1551810824;16510607.185364267;;
105;Tiel;12397264.33192584;12008341.68097797;12985694.942939823;21149891.911630742;15522072.12698915;6767825.777510708;8652395.21755095;14804871.076250087;12265966.92925917;0.0;-7448903.4068756765;-10645782.545233317;98459576.17900056;;
106;Voorst;5660672.886146025;3236712.6122139655;6918291.496891743;8933467.437293652;9181884.440167347;3088424.066923168;3988874.9572738046;6299992.29715268;9616962.483620694;0.0;-4408602.465168815;-7195659.26309704;45320995.34477706;;
107;Wageningen;12135439.5268926;7040904.477132972;11480785.340614641;14439878.006064853;15373405.433140265;6694164.530416348;5367739.150149185;13939451.952695139;10076150.881345479;0.0;-7161465.671981737;-10963692.93659464;78422718.06248277;;
108;West Betuwe;11751556.443140706;6079065.48098811;11486066.141211297;16816923.636847723;18865783.7786875;6677066.694348909;7162062.553817136;13531165.712247182;20022539.486696344;0.0;-9217589.60681906;-13948059.33160111;89226536.47597861;;
109;West Maas en Waal;4341282.588519323;2731819.2016024194;4959637.352511653;7722409.422661293;7251815.153743459;2745449.6345539903;2363776.4091058434;4784089.573077996;8369592.959293245;0.0;-3508174.04135053;-4857907.3048636075;36903767.206904754;;
110;Westervoort;3699471.9267558036;3661634.8217952736;3537208.0698311296;6998623.520435175;5513149.890253682;2113977.028924609;1846315.1936705862;3930952.791816396;2986649.9398180083;0.0;-2642538.8719915953;-2745561.4111126214;28899860.63165139;;
111;Wijchen;10634714.313615067;7770015.6966312025;11790505.944265634;16959406.9606419;15138923.821704347;5306210.28694894;5730692.082093318;13106128.144647956;12326487.672926657;0.0;-7262348.623475475;-10427381.001604997;81073307.75279598;;
112;Winterswijk;7886053.743083672;6396604.460382415;10597322.775991764;14014276.965096954;10816571.437435472;3998751.2594702905;4871045.932842299;9612227.000444401;10981453.587888908;0.0;-5114608.2835707525;-7056842.59591061;67002815.62422019;;
113;Zaltbommel;6907445.956829395;4230630.556667499;6504322.147969518;11615370.442331078;10849014.337948415;4277558.081438278;5668790.041349015;8102092.488848168;11725582.6870573;0.0;-5306233.440166713;-7924507.7530437205;56650032.16718013;;
114;Zevenaar;11092920.919708828;9470955.356014933;15165194.187995702;21855730.712486234;16486366.191894382;6252045.553364962;6375895.769413995;13043787.104120122;13546756.16530609;0.0;-7875164.4737809105;-10560165.534323113;94854254.26957409;;
115;Zutphen;13987186.771680972;15253778.35247334;17104760.996943265;25399840.602130264;18051565.667503297;7365809.667583913;9167553.017195303;18538527.035714265;12940728.218337078;0.0;-8481511.224762736;-11818734.631722849;117509429.7965481;;
116;Amersfoort;51752047.87370017;35090511.70532956;38745122.03794378;65359040.86685858;59047536.75833275;26667728.199429;32202650.23715479;65551280.50646124;40702814.045230426;0.0;-28107179.205596898;-46306669.47166291;340704722.11173743;;
117;Baarn;6304225.485621143;3912607.261193623;7350778.612835576;7993829.333678175;9358989.234959332;3772865.52046031;3471236.19781434;6628132.176418597;6715068.7499036435;0.0;-4372410.486299272;-7360302.964082592;43774995.43490546;;
118;Bunnik;3485697.297412866;1484480.4648349837;2940440.9359380533;3340366.1535284263;5776632.151565729;2056800.0852568336;1729300.8869363342;3631008.833244379;4026481.6449890067;0.0;-2801993.380894367;-4769547.275444984;20899660.243778057;;
119;Bunschoten;5281527.241388717;2343430.8265729365;4305083.613056244;7258794.505238743;8070002.493961184;2702958.2182012205;3017573.245567581;5947219.806569447;5802621.729873749;0.0;-3933910.5872460622;-6138130.656376978;34657151.49994985;;
120;De Bilt;10812540.077161517;6184377.077186813;11887933.874764884;13720922.123968394;16099566.014092531;6344571.981312383;7405897.820772086;11504371.689116735;11346831.011003355;0.0;-7672699.209447166;-14000835.006257266;73633439.94133398;;
